_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,01_general/step_based_sps,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
11,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002703967000115881,0.0001687379999566474,0.007118114000149944,1556.1522210250773,1.866000047812122e-06,192.0,7.0528564453125,0.008053180000160864,0.020563541000456098,0.0001,0.0025176760000249487,0.0,5.0
12,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027174819999800093,0.00016167900002983515,0.0072112469999865425,1551.434364087614,1.621000137674855e-06,224.0,7.131591796875,0.007946227000047656,0.020626074000119843,0.0001,0.0025878179999381246,0.0,6.0
13,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002647774000024583,0.000173710000126448,0.007225277000088681,1524.3460210114486,2.0420000055310084e-06,256.0,6.987548828125,0.008324150999897029,0.02099260900013178,0.0001,0.002619654999989507,0.0,7.0
14,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025895910000599542,0.0001618190001408948,0.007274589999951786,1557.335243654986,1.5609998627041932e-06,288.0,7.12939453125,0.007963700000118479,0.020547920000126396,0.0001,0.002556658999992578,0.0,8.0
15,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026578580000204965,0.00016155599996636738,0.007298695000145017,1523.910537315266,1.5040000107546803e-06,320.0,7.026123046875,0.00792404899993926,0.020998607999899832,0.0001,0.0029549459998179373,0.0,9.0
16,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027346310000666563,0.00016016800009310828,0.007233158999952138,1355.700527951604,1.731999873300083e-06,352.0,7.105712890625,0.011070315000097253,0.02360403300008329,0.0001,0.002404028000000835,0.0,10.0
17,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028529819999221218,0.00016612199988230714,0.007305785000198739,1546.780241601638,2.3909999526949832e-06,384.0,6.8427734375,0.0079933469999105,0.02068813599976238,0.0001,0.0023675089998960175,0.0,11.0
18,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002799589999995078,0.00016517600010956812,0.00888319099999535,1414.9036488177023,1.8680000266613206e-06,416.0,7.1016845703125,0.00817193100010627,0.02261638100003438,0.0001,0.0025946249998014537,0.0,12.0
19,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027475540000523324,0.00016315300013047818,0.0070065959998828475,1581.9752899209145,1.6000001323845936e-06,448.0,7.107421875,0.008017305000066699,0.020227876000262768,0.0001,0.002291667999998026,0.0,13.0
20,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00271783899984257,0.00016477999997732695,0.007181995999872015,1528.9135468755019,1.7100001059588976e-06,480.0,6.93505859375,0.008082285999989836,0.02092989499988107,0.0001,0.0027812840000933647,0.0,14.0
21,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026317399999697955,0.00017235799987247447,0.007030820999943899,1000.2786401309733,1.8199998521595262e-06,512.0,7.12646484375,0.01900586600004317,0.031991085999607094,0.0001,0.003148480999925596,0.0,15.0
22,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027196779999485443,0.00017518000004201895,0.007121747000155665,1536.4321184237072,2.1140001535968622e-06,544.0,7.052001953125,0.007918079000091893,0.020827474000498114,0.0001,0.002890676000106396,0.0,16.0
23,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026726230000804208,0.00016306599991366966,0.00719640000011168,1514.696819221516,1.4489999102806905e-06,576.0,7.024658203125,0.007972076999976707,0.021126340000137134,0.0001,0.0031207250001443754,0.0,17.0
24,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028597099999387865,0.000166626999998698,0.007157331999906091,1518.0082024940905,1.5480000001844019e-06,608.0,7.12939453125,0.007966434999843841,0.021080254999560566,0.0001,0.0029286029998729646,0.0,18.0
25,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026797579998856236,0.00015969199989740446,0.007067302999985259,1503.5337977846907,1.3100000160193304e-06,640.0,7.0833740234375,0.007816746000116837,0.021283192999817402,0.0001,0.003558383999916259,0.0,19.0
26,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026858810001613165,0.000153970999917874,0.007018673999937164,1587.4553720232143,1.3549999948736513e-06,672.0,7.0174560546875,0.007928393000156575,0.020158047000222723,0.0001,0.00236977300005492,0.0,20.0
27,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002794933000132005,0.00015603800011376734,0.006799225000122533,1582.51902012269,1.5399998574139317e-06,704.0,7.1634521484375,0.007848618000025454,0.020220926000320105,0.0001,0.0026205720000689325,0.0,21.0
28,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025971909999498166,0.0001495349999913742,0.007189612000047418,1537.0967738656914,1.45800004247576e-06,736.0,7.032958984375,0.007944611000084478,0.02081846800024323,0.0001,0.0029360610001276655,0.0,22.0
29,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002558776000114449,0.0001498080000601476,0.007512483000027714,1523.319015081589,1.534999910290935e-06,768.0,7.0634765625,0.0077771730000222306,0.02100676200007001,0.0001,0.0030069869999351795,0.0,23.0
30,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025699039999835804,0.00015809000001354434,0.0070560399999521906,1515.320625505509,1.4479999208560912e-06,800.0,7.056396484375,0.008027322000089043,0.021117643000025055,0.0001,0.00330483900006584,0.0,24.0
31,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026938809999137447,0.00015200500001810724,0.006947099000171875,1054.1002110058248,1.660999942032504e-06,832.0,7.116455078125,0.01819716799991511,0.03035764499986726,0.0001,0.002365830999906393,0.0,25.0
32,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002504520999991655,0.00015640200012967398,0.007122050999896601,1547.345383923555,1.4600000213249587e-06,864.0,7.037353515625,0.008026417000110087,0.02068058000008932,0.0001,0.00286972899993998,0.0,26.0
33,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025719580000895803,0.0001536909999231284,0.007054342000174074,1530.8091119947053,1.9030001112696482e-06,896.0,7.1029052734375,0.007716504000200075,0.0209039780004332,0.0001,0.003405579999935071,0.0,27.0
34,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00249520800002756,0.00015040799985399644,0.006984699999975419,1571.5739209791257,1.3270000636111945e-06,928.0,6.9693603515625,0.00812061800002084,0.020361752999860983,0.0001,0.0026094919999195554,0.0,28.0
35,5,,,1682802670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026475899999240937,0.00015625499986526847,0.007020517999990261,1533.251138304483,1.5470000107598025e-06,960.0,6.9942626953125,0.007937563000041337,0.020870683999874018,0.0001,0.003107211000042298,0.0,29.0
36,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028314819999195606,0.00015776099985487235,0.006968456000095102,1037.8152639653842,1.7070001376850996e-06,992.0,7.0731201171875,0.018469930999799544,0.030834003999643755,0.0001,0.0024046669998369907,0.0,30.0
37,6,,,1682802671.0,9.766666666666666,0.0,0.16799999999997794,4902.694912,0.12660665171427074,26344.0,1.0635612835859813,882.880512,101.0,3912.04864,0.0,0.0,0.0,8.166666666666668,45818.0,687.1486124073782,204192.370688,2.719744,410.0,0.04099999999993997,5394.82112,0.0,40774.0,3.3,11.633333333333335,16464.715776,310.0,,,,,,,,,,,,,
38,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002790103000052113,0.00016664899999341287,0.006925725999963106,1487.2170441510893,1.556000142954872e-06,1024.0,7.1724853515625,0.007917771000165885,0.021516698000368706,0.0001,0.0037148930000512337,0.0,31.0
39,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027294159999655676,0.00035687799982042634,0.006873475000020335,1563.7526055659375,1.5860000530665275e-06,1056.0,7.1793212890625,0.00800651999998081,0.020463594999682755,0.0001,0.0024957199998425494,0.0,32.0
40,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002699518000099488,0.00015864199986026506,0.006870637000019997,1587.7314403690564,1.6140002117026597e-06,1088.0,7.1114501953125,0.00802382699998816,0.020154542000227593,0.0001,0.0024003040000479814,0.0,33.0
41,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026907289998234774,0.00019279900016044849,0.006991126999992048,1571.5049998930447,1.3219998891145224e-06,1120.0,7.0203857421875,0.007946092000111094,0.020362645999966844,0.0001,0.0025405769999906624,0.0,34.0
42,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002610859000014898,0.00015248599993356038,0.00705313000003116,1343.8715258834889,1.3479998415277805e-06,1152.0,6.9913330078125,0.010748154000111754,0.023811799999975847,0.0001,0.0032458230000429467,0.0,35.0
43,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00247616100000414,0.00015922800002954318,0.007030639999811683,1539.4393785206491,1.35699997372285e-06,1184.0,7.0548095703125,0.007891507000067577,0.02078678799989575,0.0001,0.0032278950000090845,0.0,36.0
44,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0029257599999255035,0.00019550499996512372,0.006905722999817954,1580.2455869657965,1.5339999208663357e-06,1216.0,7.11572265625,0.007630696000205717,0.02025001699985296,0.0001,0.002590799000017796,0.0,37.0
45,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026236530000005587,0.00016180900001927512,0.00705924299995786,1592.6064836700414,1.5599998732795939e-06,1248.0,7.0428466796875,0.007905873000026986,0.02009284799987654,0.0001,0.0023407099999985803,0.0,38.0
46,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025254749998566695,0.00015001499991740275,0.006883194000010917,1594.6339769598305,1.4830000054644188e-06,1280.0,7.1119384765625,0.008017179000034957,0.020067300999699,0.0001,0.0024899549998735893,0.0,39.0
47,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025316989999737416,0.00015442299991264008,0.007229442999914681,1258.3285621643536,1.3130002116668038e-06,1312.0,7.113525390625,0.012546633000056318,0.025430560000131663,0.0001,0.002967049000062616,0.0,40.0
48,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002458662999970329,0.00015179100000750623,0.007155045999979848,1512.1834970656287,2.426000037303311e-06,1344.0,7.017822265625,0.007783296999832601,0.021161452999649555,0.0001,0.003610229999821968,0.0,41.0
49,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026601019999361597,0.00015632999998160813,0.007209657999965202,1563.857837882906,1.5580001218040707e-06,1376.0,7.3126220703125,0.0079783660000885,0.020462218000147914,0.0001,0.0024562040000546403,0.0,42.0
50,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002568550999967556,0.00015508599994973338,0.006662059000063891,1582.6332901119638,1.5440000424860045e-06,1408.0,7.0107421875,0.007900528000163831,0.020219466000071407,0.0001,0.0029316979998839088,0.0,43.0
51,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002625285000021904,0.0001603770001565863,0.007081513999992239,1541.2947790885228,1.3920000583311776e-06,1440.0,7.1365966796875,0.008050950000097146,0.020761765000543164,0.0001,0.0028422470002169575,0.0,44.0
52,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027293240000290098,0.00016234000008807925,0.006836655999904906,1600.8558976008615,1.5519999578827992e-06,1472.0,6.958984375,0.007765064000068378,0.019989307000059853,0.0001,0.002494371000011597,0.0,45.0
53,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027275059999283258,0.0001593270001194469,0.007116980999853695,1318.1259494883686,1.9639999209175585e-06,1504.0,6.98291015625,0.009445802000072945,0.024276890999999523,0.0001,0.004825311000104193,0.0,46.0
54,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028428850000636885,0.00028683499999715423,0.007101063999925827,1549.0323436829058,1.387000111208181e-06,1536.0,7.053466796875,0.007801067000173134,0.020658058000208257,0.0001,0.0026248199999372446,0.0,47.0
55,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026522539999405126,0.000154240000028949,0.006984699999975419,1588.3402326160542,1.4239999472920317e-06,1568.0,6.9921875,0.007977171999982602,0.020146816999840667,0.0001,0.002377026999965892,0.0,48.0
56,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028156440000657312,0.0001636469999084511,0.007130755999924077,1529.6623762825786,1.683999926171964e-06,1600.0,6.8388671875,0.007921015999954761,0.020919648999779383,0.0001,0.002886902000000191,0.0,49.0
57,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002583174999926996,0.0001519170000392478,0.007004527999924903,1601.0105578991622,1.517999862699071e-06,1632.0,6.9903564453125,0.00797728499992445,0.019987375999562573,0.0001,0.0022689529998842772,0.0,50.0
58,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024851799998941715,0.00016428000003543275,0.007157838000011907,1145.5464358486724,1.5800001165189315e-06,1664.0,7.1156005859375,0.0148192490000838,0.027934267000091495,0.0001,0.0033061399999496643,0.0,51.0
59,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026832930000182387,0.0001503119999597402,0.007133634999945571,1572.5936246163894,2.0190000213915482e-06,1696.0,7.0291748046875,0.0077476369999658345,0.02034854999988056,0.0001,0.0026316539999697852,0.0,52.0
60,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002686962999860043,0.00015904299993962923,0.007114082000043709,1578.7791557424277,1.9230001271353103e-06,1728.0,7.0933837890625,0.007784617999959664,0.020268825999892215,0.0001,0.002522196999962034,0.0,53.0
61,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024933749998581334,0.0001580059999923833,0.006988305000049877,1577.474997899182,1.8020000425167382e-06,1760.0,7.0845947265625,0.007947365999825706,0.02028558299980432,0.0001,0.0026967290000357025,0.0,54.0
62,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027400829999351117,0.0001518579999810754,0.00684525300016503,1546.3491831432934,1.3349999790079892e-06,1792.0,6.8995361328125,0.007977038000035463,0.020693902999937563,0.0001,0.0029783359998418746,0.0,55.0
63,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026378580000709917,0.00015205699992293376,0.007123461999981373,1412.9141323360907,1.7369998204230797e-06,1824.0,6.908203125,0.008276158999933614,0.022648226999535837,0.0001,0.004456953999806501,0.0,56.0
64,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025720030000684346,0.00015864300007706333,0.007056794999925842,1589.1927739822634,1.6700000742275734e-06,1856.0,7.1297607421875,0.007785547000139559,0.020136009000225386,0.0001,0.0025613509999402595,0.0,57.0
65,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002546398000049521,0.0001525120001133473,0.007083413000145811,1595.4543113383706,1.508999957877677e-06,1888.0,7.0797119140625,0.007704207999950086,0.020056983000131368,0.0001,0.002568942999914725,0.0,58.0
66,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024707849997867015,0.00015824699994482216,0.006856740999864996,1565.7548281795073,1.8250000266561983e-06,1920.0,7.1446533203125,0.008247922999998991,0.020437426999478703,0.0001,0.0027019059998565353,0.0,59.0
67,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025241929999992863,0.0001660180000726541,0.006987312000092061,1571.0932201670112,1.4370000371854985e-06,1952.0,7.1795654296875,0.008151642000029824,0.020367983000141976,0.0001,0.0025373809999109653,0.0,60.0
68,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002452693999885014,0.00015872800008764898,0.007036347999928694,1128.4512137600266,1.3399999261309858e-06,1984.0,7.1114501953125,0.015299642999934804,0.02835745099991982,0.0001,0.0034086980001575284,0.0,61.0
69,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028976759999750357,0.00015324099990721152,0.006862352000098326,1596.408798581001,1.728000142975361e-06,2016.0,7.142822265625,0.007667886000035651,0.02004499100007706,0.0001,0.002462107999917862,0.0,62.0
70,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026060139998662635,0.00016125599995575612,0.006964061999951809,1562.5326544997506,1.306000058320933e-06,2048.0,7.002197265625,0.00829327400015245,0.020479571999885593,0.0001,0.0024536599999009923,0.0,63.0
71,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026171419999627688,0.0001536830000077316,0.006976687999895148,1599.3079794843156,1.5419998362631304e-06,2080.0,7.07373046875,0.007766826999841214,0.020008653999411763,0.0001,0.002492771999868637,0.0,64.0
72,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027716239999335812,0.0001587849999395985,0.007173597000019072,1504.2057828653012,1.5929999790387228e-06,2112.0,6.8612060546875,0.008042455000122573,0.02127368500009652,0.0001,0.0031256310001026577,0.0,65.0
73,6,,,1682802671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026585600000998966,0.00015834800001357507,0.0070750820000284875,1082.815598020987,1.36500011649332e-06,2144.0,6.9085693359375,0.016300396999895383,0.02955258500014679,0.0001,0.0033588329999929556,0.0,66.0
74,7,,,1682802672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028077669999220234,0.00015265799993358087,0.006932655999889903,1609.6637774616654,1.7750001006788807e-06,2176.0,7.124755859375,0.007707983000045715,0.01987992799990934,0.0001,0.0022770890000174404,0.0,67.0
75,7,,,1682802672.0,9.766666666666666,0.0,0.3400000000000034,4925.161472,0.3024108990759322,41234.0,1.4936247348822038,882.880512,144.0,3912.351744,0.0,0.0,0.0,8.166666666666668,74059.0,1148.042317376689,204149.850112,2.719744,714.0,0.06299999999998818,5395.152896,0.0,63359.0,3.3,11.633333333333335,16484.253696,575.0,0.0028420319999895582,0.000164580000046044,0.006991491000007954,,,,,,,,,,
76,7,,,1682802672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.3939216227463,1.9180001800123136e-06,2208.0,6.9659423828125,0.0162875979999626,0.028948956000249382,0.0001,0.002661337000063213,0.0,68.0
77,7,,,1682802672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025627869999880204,0.00015343900008701894,0.006913641999972242,1639.0454219813523,1.6149999737535836e-06,2240.0,6.947265625,0.007619769000029919,0.019523559000163004,0.0001,0.0022723070001120504,0.0,69.0
78,7,,,1682802672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026427850000345643,0.00017035800010489766,0.007553757000096084,1503.8663227930344,1.6090000372059876e-06,2272.0,7.1651611328125,0.007945113000005222,0.021278487000472524,0.0001,0.00296486500019455,0.0,70.0
79,7,,,1682802672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002583104999985153,0.000354278000031627,0.00687222299984569,1228.2133659955812,1.4960000953578856e-06,2304.0,7.0303955078125,0.013152604999959294,0.026054104999957417,0.0001,0.0030903980000402953,0.0,71.0
80,7,,,1682802672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002935266000122283,0.00015410599985443696,0.006930339999826174,1542.687389408752,1.621000137674855e-06,2336.0,7.0533447265625,0.007957778999980292,0.020743022999795357,0.0001,0.002763910999874497,0.0,72.0
81,7,,,1682802672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026905339998393174,0.00015843200003473612,0.006932818999985102,1557.809457031997,1.647999852139037e-06,2368.0,6.9722900390625,0.007807907000142222,0.020541664999882414,0.0001,0.002950325000028897,0.0,73.0
82,7,,,1682802672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002674462999948446,0.00014973600013945543,0.0068401030000586616,1602.2061577545433,1.6139999843289843e-06,2400.0,7.1416015625,0.007913373000064894,0.019972461000179464,0.0001,0.0023931719999836787,0.0,74.0
83,7,,,1682802672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002686575999859997,0.00015400799998133152,0.006791449000047578,1590.773276372145,1.4370000371854985e-06,2432.0,7.1024169921875,0.007669452000072852,0.02011600300011196,0.0001,0.0028130810001130158,0.0,75.0
84,7,,,1682802672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002693858000156979,0.00016465099997731159,0.007049278000067716,1119.6825531870825,1.4390000160346972e-06,2464.0,7.0968017578125,0.015327262000027986,0.028579529000353432,0.0001,0.003343041000107405,0.0,76.0
85,7,,,1682802672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026943509999455273,0.00027509400001690665,0.006851682999922559,1571.8876538594814,1.7810000372264767e-06,2496.0,6.9254150390625,0.007846989999961806,0.020357688999865786,0.0001,0.00268778999998176,0.0,77.0
86,7,,,1682802672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025273189999097667,0.00015075799979058502,0.007030680000070788,1549.513818258516,1.9060000795434462e-06,2528.0,7.156494140625,0.007900276000100348,0.02065163899987965,0.0001,0.00304069999992862,0.0,78.0
