03_hivemind/num_peers,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_per_second,_step,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,03_hivemind/epoch_based_sps,04_peers/peer_3_samples_accumulated,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/reached_TBS,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_3_epoch,04_peers/peer_2_epoch,03_hivemind/undershot_TBS,04_peers/peer_1_epoch_oos,03_hivemind/per_epoch_training_samples,03_hivemind/epoch_s,03_hivemind/global_samples_accumulated,03_hivemind/total_training_samples,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,03_hivemind/estimated_current_samples,_runtime,04_peers/peer_4_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/num_clients,04_peers/peer_4_epoch,03_hivemind/global_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_1_epoch
4,71.01,10.0,103.25,188,,0.0,,672.0,413.1548840807723,1680992226.0,,413.1548840807723,2.0,2.0,,0.0,,,3264,,94.09,672.0,3429,272,100.55,704.0,0,2.0,2,0.0,0.0,88.66,704.0,2.0
4,66.13,10.0,108.62,189,,0.0,,800.0,435.1019166044242,1680992227.0,,435.1019166044242,2.0,2.0,,0.0,,,3840,,101.8,800.0,3995,273,105.94,832.0,0,2.0,2,0.0,0.0,96.79,832.0,2.0
4,63.36,10.0,113.39,190,,0.0,,928.0,445.56855384686116,1680992228.0,,445.56855384686116,2.0,2.0,,0.0,,,4384,,107.32,960.0,4537,274,110.03,992.0,0,2.0,2,0.0,0.0,104.35,960.0,2.0
4,60.71,10.0,115.86,191,,0.0,,1056.0,455.85794520459854,1680992229.0,,455.85794520459854,2.0,2.0,,0.0,,,4928,,108.11,1088.0,5092,275,113.18,1120.0,0,2.0,2,0.0,0.0,108.42,1120.0,2.0
4,60.63,10.0,117.94,192,,0.0,,1216.0,448.3750484444579,1680992230.0,,448.3750484444579,2.0,2.0,,0.0,,,5440,,112.57,1184.0,5583,276,114.77,1280.0,0,2.0,2,0.0,0.0,110.57,1248.0,2.0
4,58.29,10.0,118.83,193,,0.0,,1344.0,456.89877549844545,1680992231.0,,456.89877549844545,2.0,2.0,,0.0,,,5952,,114.96,1312.0,6135,277,111.6,1408.0,0,2.0,2,0.0,0.0,102.99,1376.0,2.0
4,57.51,10.0,119.51,194,,0.0,,1472.0,454.0663711462912,1680992233.0,,454.0663711462912,2.0,2.0,,0.0,,,6528,,116.15,1440.0,6654,279,113.65,1536.0,0,2.0,2,0.0,0.0,107.59,1504.0,2.0
4,55.48,10.0,120.0,195,,0.0,,1600.0,460.7604297727044,1680992234.0,,460.7604297727044,2.0,2.0,,0.0,,,7040,,107.59,1600.0,7204,280,115.1,1696.0,0,2.0,2,0.0,0.0,111.38,1632.0,2.0
4,53.7,10.0,120.07,196,,0.0,,1728.0,465.75216525003907,1680992235.0,,465.75216525003907,2.0,2.0,,0.0,,,7584,,111.35,1728.0,7756,281,115.96,1824.0,0,2.0,2,0.0,0.0,113.39,1760.0,2.0
4,52.11,10.0,120.28,197,,0.0,,1856.0,469.3453280910594,1680992236.0,,469.3453280910594,2.0,2.0,,0.0,,,8160,,114.09,1856.0,8312,282,116.66,1952.0,0,2.0,2,0.0,0.0,114.72,1920.0,2.0
4,50.74,10.0,120.48,198,,0.0,,2016.0,471.0768992791715,1680992237.0,,471.0768992791715,2.0,2.0,,0.0,,,8704,,116.25,1984.0,8863,283,116.99,2112.0,0,2.0,2,0.0,0.0,115.61,2048.0,2.0
4,49.47,10.0,120.41,199,,0.0,,2144.0,472.11669250617337,1680992238.0,,472.11669250617337,2.0,2.0,,0.0,,,9216,,117.25,2144.0,9413,284,117.14,2240.0,0,2.0,2,0.0,0.0,116.27,2176.0,2.0
4,48.2,10.0,120.18,200,,0.0,,2272.0,473.0836865994237,1680992240.0,,473.0836865994237,2.0,2.0,,0.0,,,9824,,118.13,2272.0,9965,286,117.23,2368.0,0,2.0,2,0.0,0.0,116.57,2304.0,2.0
4,47.02,10.0,120.34,201,,0.0,,2432.0,473.20481634163366,1680992241.0,,473.20481634163366,2.0,2.0,,0.0,,,10336,,118.67,2400.0,10519,287,117.2,2528.0,0,2.0,2,0.0,0.0,116.88,2464.0,2.0
4,45.82,10.0,120.2,202,,0.0,,2560.0,473.57908985537847,1680992242.0,,473.57908985537847,2.0,2.0,,0.0,,,10912,,118.74,2528.0,11070,288,117.14,2656.0,0,2.0,2,0.0,0.0,117.12,2592.0,2.0
4,44.66,10.0,120.18,203,,0.0,,2688.0,473.6163681833797,1680992243.0,,473.6163681833797,2.0,2.0,,0.0,,,11456,,119.09,2688.0,11618,289,117.22,2816.0,0,2.0,2,0.0,0.0,117.09,2720.0,2.0
4,43.46,10.0,120.07,204,,0.0,,2848.0,473.9178675756734,1680992244.0,,473.9178675756734,2.0,2.0,,0.0,,,12000,,119.25,2816.0,12170,290,117.11,2944.0,0,2.0,2,0.0,0.0,117.18,2848.0,2.0
4,42.36,10.0,120.12,205,,0.0,,2976.0,473.38781902738526,1680992245.0,,473.38781902738526,2.0,2.0,,0.0,,,12544,,119.39,2944.0,12713,291,117.16,3072.0,0,2.0,2,0.0,0.0,117.24,3008.0,2.0
4,41.24,10.0,119.68,206,,0.0,,3104.0,473.06687104236806,1680992246.0,,473.06687104236806,2.0,2.0,,0.0,,,13120,,119.36,3072.0,13259,292,117.1,3232.0,0,2.0,2,0.0,0.0,117.24,3136.0,2.0
4,40.12,10.0,119.82,207,,0.0,,3264.0,472.64509560529444,1680992248.0,,472.64509560529444,2.0,2.0,,0.0,,,13632,,119.26,3232.0,13807,294,116.78,3360.0,0,2.0,2,0.0,0.0,117.2,3264.0,2.0
4,39.01,10.0,119.47,208,,0.0,,3392.0,472.14531314368946,1680992249.0,,472.14531314368946,2.0,2.0,,0.0,,,14176,,119.2,3360.0,14352,295,116.71,3488.0,0,2.0,2,0.0,0.0,117.26,3392.0,2.0
4,37.84,10.0,119.09,209,,0.0,,3520.0,472.1830739770807,1680992250.0,,472.1830739770807,2.0,2.0,,0.0,,,14752,,119.17,3488.0,14901,296,116.59,3616.0,0,2.0,2,0.0,0.0,117.3,3552.0,2.0
4,36.71,10.0,119.22,210,,0.0,,3680.0,471.85686153276316,1680992251.0,,471.85686153276316,2.0,2.0,,0.0,,,15296,,119.19,3616.0,15448,297,116.58,3776.0,0,2.0,2,0.0,0.0,117.18,3680.0,2.0
4,35.56,10.0,119.13,211,,0.0,,3808.0,471.7178699463716,1680992252.0,,471.7178699463716,2.0,2.0,,0.0,,,15808,,119.2,3776.0,15995,298,116.41,3904.0,0,2.0,2,0.0,0.0,117.12,3808.0,2.0
4,34.42,10.0,119.18,212,,0.0,,3936.0,471.4263358520801,1680992253.0,,471.4263358520801,2.0,2.0,,0.0,,,16384,,119.13,3904.0,16543,299,116.34,4032.0,0,2.0,2,0.0,0.0,117.07,3936.0,2.0
4,33.27,10.0,119.41,213,,0.0,,4096.0,471.3461743158931,1680992255.0,,471.3461743158931,2.0,2.0,,0.0,,,16928,,118.88,4032.0,17089,301,116.22,4192.0,0,2.0,2,0.0,0.0,116.91,4064.0,2.0
4,32.09,10.0,119.33,214,,0.0,,4224.0,471.5024800891115,1680992256.0,,471.5024800891115,2.0,2.0,,0.0,,,17472,,118.9,4160.0,17636,302,116.25,4320.0,0,2.0,2,0.0,0.0,116.86,4224.0,2.0
4,30.94,10.0,119.23,215,,0.0,,4352.0,471.4843098250962,1680992257.0,,471.4843098250962,2.0,2.0,,0.0,,,18016,,119.01,4320.0,18181,303,116.3,4448.0,0,2.0,2,0.0,0.0,116.96,4352.0,2.0
4,29.79,10.0,119.24,216,,0.0,,4480.0,471.41581428189636,1680992258.0,,471.41581428189636,2.0,2.0,,0.0,,,18560,,119.02,4448.0,18727,304,116.31,4608.0,0,2.0,2,0.0,0.0,116.92,4480.0,2.0
4,28.62,10.0,119.19,217,,0.0,,4640.0,471.51803433866576,1680992259.0,,471.51803433866576,2.0,2.0,,0.0,,,19104,,119.03,4576.0,19274,305,116.32,4736.0,0,2.0,2,0.0,0.0,116.88,4608.0,2.0
4,27.45,10.0,119.31,218,,0.0,,4768.0,471.79599267517665,1680992260.0,,471.79599267517665,2.0,2.0,,0.0,,,19648,,119.0,4704.0,19819,306,116.33,4864.0,0,2.0,2,0.0,0.0,116.88,4768.0,2.0
4,26.32,10.0,119.34,219,,0.0,,4896.0,471.46457594527453,1680992262.0,,471.46457594527453,2.0,2.0,,0.0,,,20224,,119.0,4832.0,20360,308,116.51,5024.0,0,2.0,2,0.0,0.0,116.94,4896.0,2.0
4,25.17,10.0,119.21,220,,0.0,,5056.0,471.3170009413109,1680992263.0,,471.3170009413109,2.0,2.0,,0.0,,,20736,,118.99,4992.0,20903,309,116.51,5152.0,0,2.0,2,0.0,0.0,116.76,5024.0,2.0
4,24.03,10.0,119.17,221,,0.0,,5184.0,471.06520408967134,1680992264.0,,471.06520408967134,2.0,2.0,,0.0,,,21280,,119.04,5120.0,21450,310,116.42,5280.0,0,2.0,2,0.0,0.0,116.69,5152.0,2.0
4,22.87,10.0,118.98,222,,0.0,,5312.0,471.1299680280372,1680992265.0,,471.1299680280372,2.0,2.0,,0.0,,,21856,,119.05,5248.0,21992,311,116.42,5440.0,0,2.0,2,0.0,0.0,116.62,5280.0,2.0
4,21.74,10.0,118.99,223,,0.0,,5472.0,470.6662481660853,1680992266.0,,470.6662481660853,2.0,2.0,,0.0,,,22368,,119.02,5376.0,22536,312,116.48,5568.0,0,2.0,2,0.0,0.0,116.64,5440.0,2.0
4,20.58,10.0,118.75,224,,0.0,,5600.0,470.7818091242406,1680992267.0,,470.7818091242406,2.0,2.0,,0.0,,,22912,,118.99,5504.0,23081,313,116.43,5696.0,0,2.0,2,0.0,0.0,116.5,5568.0,2.0
4,19.42,10.0,118.81,225,,0.0,,5728.0,470.84547119409854,1680992268.0,,470.84547119409854,2.0,2.0,,0.0,,,23456,,119.01,5664.0,23625,314,116.47,5824.0,0,2.0,2,0.0,0.0,116.5,5696.0,2.0
4,18.3,10.0,118.93,226,,0.0,,5856.0,470.2423625338891,1680992270.0,,470.2423625338891,2.0,2.0,,0.0,,,24000,,119.0,5792.0,24164,316,116.49,5984.0,0,2.0,2,0.0,0.0,116.42,5824.0,2.0
4,17.15,9.8,118.8,227,,0.0,,6016.0,470.1092385033167,1680992271.0,,470.1092385033167,2.0,2.0,,0.0,,,24544,,118.79,5920.0,24706,317,116.33,6112.0,0,2.0,2,0.0,0.0,116.33,5952.0,2.0
4,15.99,9.14,118.69,228,,0.0,,6144.0,470.13030808024126,1680992272.0,,470.13030808024126,2.0,2.0,,0.0,,,25088,,118.77,6048.0,25251,318,116.5,6240.0,0,2.0,2,0.0,0.0,116.15,6112.0,2.0
4,14.84,8.48,118.82,229,,0.0,,6272.0,470.12602172127697,1680992273.0,,470.12602172127697,2.0,2.0,,0.0,,,25664,,118.68,6176.0,25792,319,116.62,6400.0,0,2.0,2,0.0,0.0,116.01,6240.0,2.0
4,13.69,7.82,118.93,230,,0.0,,6432.0,470.08494010417763,1680992274.0,,470.08494010417763,2.0,2.0,,0.0,,,26176,,118.69,6336.0,26333,320,116.56,6528.0,0,2.0,2,0.0,0.0,115.95,6368.0,2.0
4,12.53,7.16,118.92,231,,0.0,,6560.0,470.0847703888198,1680992275.0,,470.0847703888198,2.0,2.0,,0.0,,,26688,,118.59,6464.0,26879,321,116.65,6656.0,0,2.0,2,0.0,0.0,115.93,6496.0,2.0
4,11.36,6.49,118.79,232,,0.0,,6688.0,470.3255836547724,1680992277.0,,470.3255836547724,2.0,2.0,,0.0,,,27264,,118.61,6592.0,27425,323,116.81,6784.0,0,2.0,2,0.0,0.0,115.87,6624.0,2.0
4,10.18,5.82,118.94,233,,0.0,,6816.0,470.97655771771394,1680992278.0,,470.97655771771394,2.0,2.0,,0.0,,,27808,,118.64,6720.0,27973,324,116.87,6944.0,0,2.0,2,0.0,0.0,115.88,6784.0,2.0
4,9.03,5.16,119.15,234,,0.0,,6976.0,470.81509363681334,1680992279.0,,470.81509363681334,2.0,2.0,,0.0,,,28352,,118.82,6848.0,28518,325,117.05,7072.0,0,2.0,2,0.0,0.0,115.97,6912.0,2.0
4,7.87,4.5,119.18,235,,0.0,,7104.0,470.89831736524343,1680992280.0,,470.89831736524343,2.0,2.0,,0.0,,,28896,,118.7,7008.0,29063,326,117.03,7200.0,0,2.0,2,0.0,0.0,115.91,7040.0,2.0
4,6.71,3.83,119.24,236,,0.0,,7232.0,470.89567221010793,1680992281.0,,470.89567221010793,2.0,2.0,,0.0,,,29472,,118.66,7136.0,29608,327,117.2,7360.0,0,2.0,2,0.0,0.0,115.79,7168.0,2.0
4,5.55,3.17,119.25,237,,0.0,,7392.0,470.78391487001295,1680992282.0,,470.78391487001295,2.0,2.0,,0.0,,,29984,,118.6,7264.0,30154,328,117.23,7488.0,0,2.0,2,0.0,0.0,115.82,7328.0,2.0
4,4.39,2.51,119.2,238,,0.0,,7520.0,470.7574525243765,1680992284.0,,470.7574525243765,2.0,2.0,,0.0,,,30528,,118.57,7392.0,30703,330,117.27,7616.0,0,2.0,2,0.0,0.0,115.73,7456.0,2.0
4,3.23,1.84,119.16,239,,0.0,,7648.0,470.82079521692685,1680992285.0,,470.82079521692685,2.0,2.0,,0.0,,,31104,,118.53,7520.0,31249,331,117.26,7776.0,0,2.0,2,0.0,0.0,115.81,7584.0,2.0
4,2.06,1.18,119.2,240,,0.0,,7808.0,470.7678346478388,1680992286.0,,470.7678346478388,2.0,2.0,,0.0,,,31648,,118.6,7680.0,31797,332,117.32,7904.0,0,2.0,2,0.0,0.0,115.69,7712.0,2.0
4,0.9,0.52,119.23,241,,0.0,,7936.0,470.8912542749073,1680992287.0,,470.8912542749073,2.0,2.0,,0.0,,,32192,,118.47,7808.0,32343,333,117.23,8032.0,0,2.0,2,0.0,0.0,115.84,7872.0,2.0
4,0.0,0.5,119.34,242,,0.0,,8064.0,470.7083263515698,1680992288.0,,470.7083263515698,2.0,2.0,,0.0,,,32704,,118.55,7936.0,32886,334,117.13,8192.0,0,2.0,2,0.0,0.0,115.87,8000.0,2.0
4,0.0,0.5,119.24,243,,0.0,,8192.0,470.4737029367074,1680992289.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.45,8064.0,33428,335,117.21,8320.0,0,2.0,2,0.0,0.0,115.8,8128.0,2.0
4,0.0,0.5,119.03,244,,0.0,,8224.0,470.4737029367074,1680992290.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,33974,336,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,245,,0.0,,8224.0,470.4737029367074,1680992292.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,34522,338,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,246,,0.0,,8224.0,470.4737029367074,1680992293.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,35067,339,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,247,,0.0,,8224.0,470.4737029367074,1680992294.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,35610,340,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,248,,0.0,,8224.0,470.4737029367074,1680992295.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,36154,341,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,249,,0.0,,8224.0,470.4737029367074,1680992296.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,36697,342,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,250,,0.0,,8224.0,470.4737029367074,1680992297.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,37239,343,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,251,,0.0,,8224.0,470.4737029367074,1680992299.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,37783,345,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,252,,0.0,,8224.0,470.4737029367074,1680992300.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,38325,346,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,253,,0.0,,8224.0,470.4737029367074,1680992301.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,38867,347,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,254,,0.0,,8224.0,470.4737029367074,1680992302.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,39413,348,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,255,,0.0,,8224.0,470.4737029367074,1680992303.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,39958,349,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,256,,0.0,,8224.0,470.4737029367074,1680992304.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,40506,350,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,257,,0.0,,8224.0,470.4737029367074,1680992306.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,41052,352,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,258,,0.0,,8224.0,470.4737029367074,1680992307.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,41596,353,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,259,,0.0,,8224.0,470.4737029367074,1680992308.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,42141,354,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,260,,0.0,,8224.0,470.4737029367074,1680992309.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,42685,355,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,261,,0.0,,8224.0,470.4737029367074,1680992310.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,43228,356,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,262,,0.0,,8224.0,470.4737029367074,1680992311.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,43771,357,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,263,,0.0,,8224.0,470.4737029367074,1680992312.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,44315,358,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,264,,0.0,,8224.0,470.4737029367074,1680992314.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,44857,360,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,265,,0.0,,8224.0,470.4737029367074,1680992315.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,45400,361,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,266,,0.0,,8224.0,470.4737029367074,1680992316.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,45943,362,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,267,,0.0,,8224.0,470.4737029367074,1680992317.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,46489,363,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,268,,0.0,,8224.0,470.4737029367074,1680992318.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,47036,364,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,269,,0.0,,8224.0,470.4737029367074,1680992319.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,47577,365,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,270,,0.0,,8224.0,470.4737029367074,1680992321.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,48123,367,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,271,,0.0,,8224.0,470.4737029367074,1680992322.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,48669,368,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,0.0,0.5,119.03,272,,0.0,,8224.0,470.4737029367074,1680992323.0,,470.4737029367074,2.0,2.0,,0.0,,,32832,,118.39,8096.0,49220,369,117.24,8352.0,0,2.0,2,0.0,0.0,115.81,8160.0,2.0
4,68.6,10.0,119.03,273,,0.0,,8224.0,470.4737029367074,1680992324.0,,470.4737029367074,2.0,2.0,,0.0,,,0,,118.39,8096.0,496,370,117.24,8352.0,0,2.0,3,0.0,0.0,115.81,8160.0,2.0
4,67.44,10.0,119.03,274,3.0,0.0,311.53228076854,0.0,470.4737029367074,1680992325.0,0.0,470.4737029367074,3.0,3.0,0.0,0.0,32832.0,105.38875752780586,0,98464.0,118.39,0.0,1039,371,117.24,0.0,0,3.0,3,0.0,0.0,115.81,0.0,3.0
4,66.29,10.0,119.03,275,,0.0,,0.0,470.4737029367074,1680992326.0,,470.4737029367074,3.0,3.0,,0.0,,,0,,118.39,0.0,1582,372,117.24,0.0,0,3.0,3,0.0,0.0,115.81,0.0,3.0
4,65.13,10.0,119.03,276,,0.0,,0.0,470.4737029367074,1680992328.0,,470.4737029367074,3.0,3.0,,0.0,,,0,,118.39,0.0,2125,374,117.24,0.0,0,3.0,3,0.0,0.0,115.81,0.0,3.0
