03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_4_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_4_epoch_oos,04_peers/peer_5_samples_per_second,04_peers/peer_5_samples_accumulated,04_peers/peer_5_epoch,04_peers/peer_5_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
39166,451.295218721672,5,32800,186,0.0,268,1,0.5,451.295218721672,1683056917,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
39714,451.295218721672,5,32800,187,0.0,269,1,0.5,451.295218721672,1683056918,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
40259,451.295218721672,5,32800,188,0.0,270,1,0.5,451.295218721672,1683056919,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
40805,451.295218721672,5,32800,189,0.0,271,1,0.5,451.295218721672,1683056920,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
41348,451.295218721672,5,32800,190,0.0,273,1,0.5,451.295218721672,1683056922,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
41894,451.295218721672,5,32800,191,0.0,274,1,0.5,451.295218721672,1683056923,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
42443,451.295218721672,5,32800,192,0.0,275,1,0.5,451.295218721672,1683056924,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
42987,451.295218721672,5,32800,193,0.0,276,1,0.5,451.295218721672,1683056925,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
43530,451.295218721672,5,32800,194,0.0,277,1,0.5,451.295218721672,1683056926,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
44072,451.295218721672,5,32800,195,0.0,279,1,0.5,451.295218721672,1683056928,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
44616,451.295218721672,5,32800,196,0.0,280,1,0.5,451.295218721672,1683056929,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
45161,451.295218721672,5,32800,197,0.0,281,1,0.5,451.295218721672,1683056930,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
45707,451.295218721672,5,32800,198,0.0,282,1,0.5,451.295218721672,1683056931,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
46254,451.295218721672,5,32800,199,0.0,283,1,0.5,451.295218721672,1683056932,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
46801,451.295218721672,5,32800,200,0.0,285,1,0.5,451.295218721672,1683056934,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
47347,451.295218721672,5,32800,201,0.0,286,1,0.5,451.295218721672,1683056935,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
47889,451.295218721672,5,32800,202,0.0,287,1,0.5,451.295218721672,1683056936,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
48434,451.295218721672,5,32800,203,0.0,288,1,0.5,451.295218721672,1683056937,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
48980,451.295218721672,5,32800,204,0.0,289,1,0.5,451.295218721672,1683056938,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
49525,451.295218721672,5,32800,205,0.0,291,1,0.5,451.295218721672,1683056940,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
50071,451.295218721672,5,32800,206,0.0,292,1,0.5,451.295218721672,1683056941,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
50615,451.295218721672,5,32800,207,0.0,293,1,0.5,451.295218721672,1683056942,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
51163,451.295218721672,5,32800,208,0.0,294,1,0.5,451.295218721672,1683056943,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
51708,451.295218721672,5,32800,209,0.0,296,1,0.5,451.295218721672,1683056945,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
52253,451.295218721672,5,32800,210,0.0,297,1,0.5,451.295218721672,1683056946,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
52796,451.295218721672,5,32800,211,0.0,298,1,0.5,451.295218721672,1683056947,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
53416,451.295218721672,5,32800,212,0.0,299,1,0.5,451.295218721672,1683056948,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
595,466.3345467979491,5,320,213,68.99,301,2,10.0,466.3345467979491,1683056950,0,6560.0,1.0,90.82,0.0,6688.0,1.0,0.0,91.46,91.47,92.37,6720.0,0.0,1.0,1.0,6720.0,0.0,85.17,6112.0,1.0,0.0,,,,,,,
1125,460.04963358667516,5,896,214,68.78,302,2,10.0,460.04963358667516,1683056951,0,64.0,2.0,94.53,0.0,64.0,2.0,0.0,94.94,94.69,94.02,96.0,0.0,2.0,2.0,64.0,0.0,88.16,32.0,2.0,0.0,118.57073845993727,0.0,65664.0,32800.0,0.0,276.62811605986985,2.0
1674,459.0436856715912,5,1504,215,67.74,303,2,10.0,459.0436856715912,1683056952,0,192.0,2.0,92.9,0.0,192.0,2.0,0.0,93.35,93.09,93.95,192.0,0.0,2.0,2.0,192.0,0.0,86.75,128.0,2.0,0.0,,,,,,,
2228,458.8022723569841,5,1952,216,66.57,304,2,10.0,458.8022723569841,1683056953,0,320.0,2.0,92.81,0.0,320.0,2.0,0.0,93.46,93.1,93.57,320.0,0.0,2.0,2.0,320.0,0.0,86.11,224.0,2.0,0.0,,,,,,,
2813,466.06800966332463,5,2592,217,64.27,305,2,10.0,466.06800966332463,1683056954,0,416.0,2.0,92.79,0.0,416.0,2.0,0.0,93.55,93.13,93.58,416.0,0.0,2.0,2.0,416.0,0.0,85.76,288.0,2.0,0.0,,,,,,,
3402,472.34496522569265,5,3232,218,62.17,307,2,10.0,472.34496522569265,1683056956,0,544.0,2.0,92.75,0.0,544.0,2.0,0.0,96.19,95.69,97.52,544.0,0.0,2.0,2.0,544.0,0.0,83.92,416.0,2.0,0.0,,,,,,,
4299,561.9371727212665,5,3968,219,50.66,308,2,10.0,561.9371727212665,1683056957,0,672.0,2.0,97.89,0.0,672.0,2.0,0.0,96.55,96.07,96.17,672.0,0.0,2.0,2.0,672.0,0.0,85.67,544.0,2.0,0.0,,,,,,,
4609,469.2863937216134,5,4224,220,60.0,309,2,10.0,469.2863937216134,1683056958,0,832.0,2.0,109.94,0.0,832.0,2.0,0.0,119.61,124.31,122.06,832.0,0.0,2.0,2.0,832.0,0.0,86.01,640.0,2.0,0.0,,,,,,,
5011,440.65642750550353,5,4704,221,62.99,310,2,10.0,440.65642750550353,1683056959,0,832.0,2.0,109.94,0.0,864.0,2.0,0.0,83.57,86.49,82.74,864.0,0.0,2.0,2.0,864.0,0.0,106.55,800.0,2.0,0.0,,,,,,,
5333,405.9467970134802,5,5120,222,67.58,311,2,10.0,405.9467970134802,1683056960,0,928.0,2.0,75.06,0.0,992.0,2.0,0.0,86.72,86.03,86.3,992.0,0.0,2.0,2.0,992.0,0.0,106.55,800.0,2.0,0.0,,,,,,,
5903,421.72688084457354,5,5760,223,63.7,313,2,10.0,421.72688084457354,1683056962,0,1024.0,2.0,79.13,0.0,1088.0,2.0,0.0,88.32,87.83,88.1,1088.0,0.0,2.0,2.0,1088.0,0.0,62.58,832.0,2.0,0.0,,,,,,,
6456,430.84007074561475,5,6240,224,61.07,314,2,10.0,430.84007074561475,1683056963,0,1152.0,2.0,83.24,0.0,1216.0,2.0,0.0,89.86,89.47,89.99,1216.0,0.0,2.0,2.0,1216.0,0.0,69.17,960.0,2.0,0.0,,,,,,,
7011,438.4708914777412,5,6848,225,58.74,315,2,10.0,438.4708914777412,1683056964,0,1248.0,2.0,85.53,0.0,1312.0,2.0,0.0,90.66,90.36,91.02,1312.0,0.0,2.0,2.0,1312.0,0.0,73.27,1056.0,2.0,0.0,,,,,,,
7564,444.06180655849624,5,7360,226,56.76,316,2,10.0,444.06180655849624,1683056965,0,1376.0,2.0,87.78,0.0,1440.0,2.0,0.0,91.38,91.06,91.82,1440.0,0.0,2.0,2.0,1440.0,0.0,76.43,1152.0,2.0,0.0,,,,,,,
8119,447.6596602305018,5,7936,227,55.06,318,2,10.0,447.6596602305018,1683056967,0,1472.0,2.0,88.94,0.0,1536.0,2.0,0.0,91.74,91.51,92.29,1536.0,0.0,2.0,2.0,1536.0,0.0,79.58,1280.0,2.0,0.0,,,,,,,
8672,450.2440745808896,5,8448,228,53.52,319,2,10.0,450.2440745808896,1683056968,0,1568.0,2.0,89.77,0.0,1664.0,2.0,0.0,92.1,91.83,92.66,1664.0,0.0,2.0,2.0,1664.0,0.0,81.3,1376.0,2.0,0.0,,,,,,,
9223,451.83461257752674,5,9024,229,52.11,320,2,10.0,451.83461257752674,1683056969,0,1696.0,2.0,90.49,0.0,1760.0,2.0,0.0,92.26,91.99,92.83,1760.0,0.0,2.0,2.0,1760.0,0.0,82.66,1472.0,2.0,0.0,,,,,,,
9775,453.35752116979165,5,9568,230,50.72,321,2,10.0,453.35752116979165,1683056970,0,1792.0,2.0,90.8,0.0,1888.0,2.0,0.0,92.38,92.13,92.94,1888.0,0.0,2.0,2.0,1888.0,0.0,83.58,1568.0,2.0,0.0,,,,,,,
10326,453.8203565587997,5,10144,231,49.45,322,2,10.0,453.8203565587997,1683056971,0,1920.0,2.0,91.23,0.0,1984.0,2.0,0.0,92.43,92.19,93.09,1984.0,0.0,2.0,2.0,1984.0,0.0,84.42,1696.0,2.0,0.0,,,,,,,
10874,454.2377965488561,5,10656,232,48.2,324,2,10.0,454.2377965488561,1683056973,0,2016.0,2.0,91.42,0.0,2112.0,2.0,0.0,92.45,92.16,93.1,2112.0,0.0,2.0,2.0,2112.0,0.0,84.69,1792.0,2.0,0.0,,,,,,,
11425,454.3799561757582,5,11232,233,46.97,325,2,10.0,454.3799561757582,1683056974,0,2144.0,2.0,91.46,0.0,2208.0,2.0,0.0,92.48,92.15,93.15,2208.0,0.0,2.0,2.0,2208.0,0.0,84.99,1888.0,2.0,0.0,,,,,,,
11974,454.3811372080843,5,11776,234,45.76,326,2,10.0,454.3811372080843,1683056975,0,2240.0,2.0,91.51,0.0,2336.0,2.0,0.0,92.39,92.11,93.14,2336.0,0.0,2.0,2.0,2336.0,0.0,85.23,1984.0,2.0,0.0,,,,,,,
12523,454.3221946838682,5,12352,235,44.56,327,2,10.0,454.3221946838682,1683056976,0,2368.0,2.0,91.54,0.0,2432.0,2.0,0.0,92.12,92.1,93.15,2432.0,0.0,2.0,2.0,2432.0,0.0,85.46,2112.0,2.0,0.0,,,,,,,
13072,454.28349930523984,5,12864,236,43.36,328,2,10.0,454.28349930523984,1683056977,0,2464.0,2.0,91.61,0.0,2560.0,2.0,0.0,92.08,92.08,92.97,2560.0,0.0,2.0,2.0,2560.0,0.0,85.57,2208.0,2.0,0.0,,,,,,,
13620,454.157587576878,5,13408,237,42.16,330,2,10.0,454.157587576878,1683056979,0,2592.0,2.0,91.56,0.0,2656.0,2.0,0.0,92.06,92.04,93.0,2656.0,0.0,2.0,2.0,2656.0,0.0,85.63,2304.0,2.0,0.0,,,,,,,
14169,453.89210791166767,5,13952,238,40.98,331,2,10.0,453.89210791166767,1683056980,0,2688.0,2.0,91.57,0.0,2784.0,2.0,0.0,92.06,92.01,92.91,2784.0,0.0,2.0,2.0,2752.0,0.0,85.6,2400.0,2.0,0.0,,,,,,,
14713,453.70587236851094,5,14496,239,39.8,332,2,10.0,453.70587236851094,1683056981,0,2816.0,2.0,91.44,0.0,2880.0,2.0,0.0,92.0,92.01,92.9,2880.0,0.0,2.0,2.0,2880.0,0.0,85.54,2496.0,2.0,0.0,,,,,,,
15262,453.50534865133125,5,15040,240,38.6,333,2,10.0,453.50534865133125,1683056982,0,2912.0,2.0,91.43,0.0,2976.0,2.0,0.0,91.91,91.95,92.92,3008.0,0.0,2.0,2.0,2976.0,0.0,85.49,2624.0,2.0,0.0,,,,,,,
15809,453.37084607843576,5,15584,241,37.41,334,2,10.0,453.37084607843576,1683056983,0,3008.0,2.0,91.44,0.0,3104.0,2.0,0.0,91.84,91.89,92.91,3104.0,0.0,2.0,2.0,3104.0,0.0,85.43,2720.0,2.0,0.0,,,,,,,
16358,453.24091043265184,5,16128,242,36.21,336,2,10.0,453.24091043265184,1683056985,0,3136.0,2.0,91.41,0.0,3200.0,2.0,0.0,91.83,91.87,92.83,3232.0,0.0,2.0,2.0,3200.0,0.0,85.44,2816.0,2.0,0.0,,,,,,,
16903,453.17442968570805,5,16704,243,35.01,337,2,10.0,453.17442968570805,1683056986,0,3232.0,2.0,91.44,0.0,3328.0,2.0,0.0,91.73,91.82,92.82,3328.0,0.0,2.0,2.0,3328.0,0.0,85.43,2912.0,2.0,0.0,,,,,,,
17451,452.8745857016386,5,17248,244,33.82,338,2,10.0,452.8745857016386,1683056987,0,3360.0,2.0,91.38,0.0,3424.0,2.0,0.0,91.69,91.85,92.81,3456.0,0.0,2.0,2.0,3424.0,0.0,85.45,3040.0,2.0,0.0,,,,,,,
17996,452.77379286447365,5,17792,245,32.63,339,2,10.0,452.77379286447365,1683056988,0,3456.0,2.0,91.35,0.0,3552.0,2.0,0.0,91.5,91.8,92.79,3552.0,0.0,2.0,2.0,3552.0,0.0,85.44,3136.0,2.0,0.0,,,,,,,
18542,452.66102085716363,5,18336,246,31.43,340,2,10.0,452.66102085716363,1683056989,0,3584.0,2.0,91.34,0.0,3648.0,2.0,0.0,91.53,91.79,92.77,3680.0,0.0,2.0,2.0,3648.0,0.0,85.34,3232.0,2.0,0.0,,,,,,,
19090,452.5264039526634,5,18880,247,30.23,342,2,10.0,452.5264039526634,1683056991,0,3680.0,2.0,91.3,0.0,3776.0,2.0,0.0,91.54,91.72,92.72,3776.0,0.0,2.0,2.0,3776.0,0.0,85.39,3328.0,2.0,0.0,,,,,,,
19638,452.47630733600494,5,19456,248,29.02,343,2,10.0,452.47630733600494,1683056992,0,3808.0,2.0,91.23,0.0,3872.0,2.0,0.0,91.5,91.66,92.67,3904.0,0.0,2.0,2.0,3872.0,0.0,85.47,3424.0,2.0,0.0,,,,,,,
20183,452.3038553033741,5,19968,249,27.82,344,2,10.0,452.3038553033741,1683056993,0,3904.0,2.0,91.19,0.0,4000.0,2.0,0.0,91.48,91.63,92.7,4000.0,0.0,2.0,2.0,4000.0,0.0,85.47,3552.0,2.0,0.0,,,,,,,
20730,452.1304904799777,5,20480,250,26.63,345,2,10.0,452.1304904799777,1683056994,0,4000.0,2.0,91.18,0.0,4096.0,2.0,0.0,91.44,91.57,92.63,4128.0,0.0,2.0,2.0,4096.0,0.0,85.48,3648.0,2.0,0.0,,,,,,,
21275,452.0803512524343,5,21056,251,25.42,347,2,10.0,452.0803512524343,1683056996,0,4128.0,2.0,91.12,0.0,4192.0,2.0,0.0,91.4,91.56,92.59,4224.0,0.0,2.0,2.0,4192.0,0.0,85.46,3744.0,2.0,0.0,,,,,,,
21819,452.2252798130215,5,21600,252,24.21,348,2,10.0,452.2252798130215,1683056997,0,4224.0,2.0,91.03,0.0,4320.0,2.0,0.0,91.43,91.54,92.58,4352.0,0.0,2.0,2.0,4320.0,0.0,85.51,3840.0,2.0,0.0,,,,,,,
22361,451.9698627647042,5,22176,253,23.03,349,2,10.0,451.9698627647042,1683056998,0,4352.0,2.0,91.08,0.0,4416.0,2.0,0.0,91.44,91.52,92.55,4448.0,0.0,2.0,2.0,4416.0,0.0,85.64,3968.0,2.0,0.0,,,,,,,
22902,451.80506127165467,5,22688,254,21.84,350,2,10.0,451.80506127165467,1683056999,0,4448.0,2.0,91.01,0.0,4544.0,2.0,0.0,91.44,91.47,92.52,4576.0,0.0,2.0,2.0,4544.0,0.0,85.53,4064.0,2.0,0.0,,,,,,,
23444,451.69519881329256,5,23264,255,20.64,351,2,10.0,451.69519881329256,1683057000,0,4576.0,2.0,91.03,0.0,4640.0,2.0,0.0,91.42,91.42,92.49,4672.0,0.0,2.0,2.0,4640.0,0.0,85.45,4160.0,2.0,0.0,,,,,,,
23990,451.6192868152438,5,23744,256,19.44,353,2,10.0,451.6192868152438,1683057002,0,4672.0,2.0,91.0,0.0,4768.0,2.0,0.0,91.4,91.43,92.45,4800.0,0.0,2.0,2.0,4768.0,0.0,85.42,4256.0,2.0,0.0,,,,,,,
24534,451.0893458754535,5,24384,257,18.25,354,2,10.0,451.0893458754535,1683057003,0,4768.0,2.0,91.02,0.0,4864.0,2.0,0.0,91.4,91.43,92.4,4896.0,0.0,2.0,2.0,4864.0,0.0,85.38,4352.0,2.0,0.0,,,,,,,
25080,450.9702088057437,5,24864,258,17.05,355,2,10.0,450.9702088057437,1683057004,0,4896.0,2.0,90.93,0.0,4992.0,2.0,0.0,91.24,91.36,92.4,5024.0,0.0,2.0,2.0,4992.0,0.0,85.16,4480.0,2.0,0.0,,,,,,,
25625,450.6402054282384,5,25408,259,15.85,356,2,9.91,450.6402054282384,1683057005,0,4992.0,2.0,90.92,0.0,5088.0,2.0,0.0,91.26,91.36,92.39,5120.0,0.0,2.0,2.0,5088.0,0.0,85.04,4576.0,2.0,0.0,,,,,,,
26170,450.43085780440464,5,25952,260,14.65,357,2,9.16,450.43085780440464,1683057006,0,5120.0,2.0,90.83,0.0,5184.0,2.0,0.0,91.19,91.32,92.36,5248.0,0.0,2.0,2.0,5184.0,0.0,84.94,4672.0,2.0,0.0,,,,,,,
26713,450.39544294707747,5,26496,261,13.44,359,2,8.4,450.39544294707747,1683057008,0,5216.0,2.0,90.86,0.0,5312.0,2.0,0.0,91.05,91.26,92.37,5344.0,0.0,2.0,2.0,5312.0,0.0,84.9,4768.0,2.0,0.0,,,,,,,
27255,450.2886021744086,5,27072,262,12.24,360,2,7.65,450.2886021744086,1683057009,0,5344.0,2.0,90.83,0.0,5408.0,2.0,0.0,91.09,91.29,92.3,5472.0,0.0,2.0,2.0,5408.0,0.0,84.88,4864.0,2.0,0.0,,,,,,,
27798,450.02253507394653,5,27584,263,11.04,361,2,6.9,450.02253507394653,1683057010,0,5440.0,2.0,90.79,0.0,5536.0,2.0,0.0,91.1,91.29,92.29,5568.0,0.0,2.0,2.0,5536.0,0.0,84.82,4992.0,2.0,0.0,,,,,,,
28338,449.92848117929987,5,28160,264,9.85,362,2,6.15,449.92848117929987,1683057011,0,5536.0,2.0,90.7,0.0,5632.0,2.0,0.0,91.06,91.21,92.26,5696.0,0.0,2.0,2.0,5632.0,0.0,84.79,5088.0,2.0,0.0,,,,,,,
28879,449.73071182230456,5,28672,265,8.65,363,2,5.4,449.73071182230456,1683057012,0,5664.0,2.0,90.71,0.0,5760.0,2.0,0.0,90.95,91.21,92.26,5792.0,0.0,2.0,2.0,5760.0,0.0,84.79,5184.0,2.0,0.0,,,,,,,
29418,449.5650103213449,5,29216,266,7.45,365,2,4.66,449.5650103213449,1683057014,0,5760.0,2.0,90.66,0.0,5856.0,2.0,0.0,90.88,91.15,92.24,5920.0,0.0,2.0,2.0,5856.0,0.0,84.8,5280.0,2.0,0.0,,,,,,,
29961,449.4020719730386,5,29792,267,6.25,366,2,3.9,449.4020719730386,1683057015,0,5888.0,2.0,90.61,0.0,5952.0,2.0,0.0,90.83,91.16,92.24,6016.0,0.0,2.0,2.0,5984.0,0.0,84.73,5376.0,2.0,0.0,,,,,,,
30500,449.1817577861307,5,30272,268,5.05,367,2,3.16,449.1817577861307,1683057016,0,5984.0,2.0,90.59,0.0,6080.0,2.0,0.0,90.83,91.08,92.17,6144.0,0.0,2.0,2.0,6080.0,0.0,84.73,5504.0,2.0,0.0,,,,,,,
31042,449.1338746828132,5,30880,269,3.84,368,2,2.4,449.1338746828132,1683057017,0,6080.0,2.0,90.61,0.0,6176.0,2.0,0.0,90.7,91.0,92.12,6240.0,0.0,2.0,2.0,6176.0,0.0,84.75,5600.0,2.0,0.0,,,,,,,
31585,449.11134691634,5,31360,270,2.63,369,2,1.65,449.11134691634,1683057018,0,6208.0,2.0,90.56,0.0,6304.0,2.0,0.0,90.66,91.05,92.12,6368.0,0.0,2.0,2.0,6304.0,0.0,84.75,5696.0,2.0,0.0,,,,,,,
32125,448.9306326113982,5,31904,271,1.43,371,2,0.9,448.9306326113982,1683057020,0,6304.0,2.0,90.57,0.0,6400.0,2.0,0.0,90.66,91.03,92.1,6464.0,0.0,2.0,2.0,6400.0,0.0,84.75,5792.0,2.0,0.0,,,,,,,
32661,447.62330763095656,5,32480,272,0.24,372,2,0.5,447.62330763095656,1683057021,0,6432.0,2.0,90.58,0.0,6496.0,2.0,0.0,90.71,90.92,92.06,6560.0,0.0,2.0,2.0,6528.0,0.0,84.66,5888.0,2.0,0.0,,,,,,,
33200,447.7113860284041,5,32800,273,0.0,373,2,0.5,447.7113860284041,1683057022,0,6528.0,2.0,90.53,0.0,6624.0,2.0,0.0,90.64,90.98,90.89,6688.0,0.0,2.0,2.0,6624.0,0.0,84.58,6016.0,2.0,0.0,,,,,,,
33740,447.7113860284041,5,32800,274,0.0,374,2,0.5,447.7113860284041,1683057023,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
34280,447.7113860284041,5,32800,275,0.0,375,2,0.5,447.7113860284041,1683057024,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
34818,447.7113860284041,5,32800,276,0.0,377,2,0.5,447.7113860284041,1683057026,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
35357,447.7113860284041,5,32800,277,0.0,378,2,0.5,447.7113860284041,1683057027,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
35898,447.7113860284041,5,32800,278,0.0,379,2,0.5,447.7113860284041,1683057028,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
36438,447.7113860284041,5,32800,279,0.0,380,2,0.5,447.7113860284041,1683057029,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
36980,447.7113860284041,5,32800,280,0.0,381,2,0.5,447.7113860284041,1683057030,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
37522,447.7113860284041,5,32800,281,0.0,383,2,0.5,447.7113860284041,1683057032,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
38063,447.7113860284041,5,32800,282,0.0,384,2,0.5,447.7113860284041,1683057033,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
38613,447.7113860284041,5,32800,283,0.0,385,2,0.5,447.7113860284041,1683057034,0,6592.0,2.0,90.58,0.0,6688.0,2.0,0.0,90.59,90.98,91.23,6752.0,0.0,2.0,2.0,6688.0,0.0,84.32,6080.0,2.0,0.0,,,,,,,
