03_hivemind/next_fetch_time_s,03_hivemind/num_clients,03_hivemind/reached_TBS,03_hivemind/global_samples_accumulated,_step,_timestamp,04_peers/peer_1_samples_accumulated,04_peers/peer_2_samples_accumulated,03_hivemind/actual_total_samples_per_second,04_peers/peer_1_epoch,04_peers/peer_2_epoch,03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/epoch_based_sps,03_hivemind/total_training_samples,04_peers/peer_1_samples_per_second,03_hivemind/overshot_TBS,03_hivemind/undershot_TBS,03_hivemind/per_epoch_training_samples,03_hivemind/num_peers,03_hivemind/eta_next_epoch_s,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,_runtime,03_hivemind/epoch_s,03_hivemind/global_epoch,04_peers/peer_1_epoch_oos
10.0,0,,32,0,1680986015.0,,,0.6169303004041596,,,32,0.6169303004041596,,,,,,,1,53062.33,,,40,,0,
10.0,0,,64,1,1680986016.0,32.0,,1.2764551259503507,0.0,,65,1.2764551259503507,,,0.62,,,,1,25620.36,,,41,,0,0.0
10.0,0,,96,2,1680986017.0,64.0,,1.97964646208265,0.0,,98,1.97964646208265,,,1.28,,,,1,16503.16,,,42,,0,0.0
10.0,0,,160,3,1680986018.0,96.0,,3.5163210769835325,0.0,,161,3.5163210769835325,,,1.98,,,,1,9273.14,,,43,,0,0.0
10.0,0,,192,4,1680986019.0,160.0,,4.348137819792609,0.0,,194,4.348137819792609,,,3.52,,,,1,7491.55,,,44,,0,0.0
10.0,0,,256,5,1680986020.0,192.0,,10.226836584546549,0.0,,263,10.226836584546549,,,4.35,,,,2,3178.39,,,45,,0,0.0
10.0,0,,352,6,1680986022.0,224.0,32.0,18.818641316922875,0.0,0.0,359,18.818641316922875,,,5.22,,,,2,1722.15,0.0,5.01,47,,0,0.0
10.0,0,,416,7,1680986023.0,256.0,96.0,22.748118969072873,0.0,0.0,431,22.748118969072873,,,6.13,,,,2,1421.53,0.0,12.69,48,,0,0.0
10.0,0,,512,8,1680986024.0,288.0,128.0,27.27109337289604,0.0,0.0,528,27.27109337289604,,,7.08,,,,2,1182.2,0.0,15.67,49,,0,0.0
10.0,0,,608,9,1680986025.0,352.0,160.0,32.37932005783327,0.0,0.0,616,32.37932005783327,,,9.05,,,,2,992.98,0.0,18.22,50,,0,0.0
10.0,0,,672,10,1680986026.0,384.0,224.0,35.061105277010924,0.0,0.0,689,35.061105277010924,,,10.07,,,,2,914.93,0.0,22.31,51,,0,0.0
10.0,0,,736,11,1680986027.0,416.0,256.0,37.52669453282998,0.0,0.0,764,37.52669453282998,,,11.11,,,,2,852.84,0.0,23.95,52,,0,0.0
10.0,0,,832,12,1680986028.0,448.0,288.0,40.89742029761659,0.0,0.0,848,40.89742029761659,,,12.16,,,,2,780.49,0.0,25.37,53,,0,0.0
10.0,0,,928,13,1680986030.0,480.0,352.0,43.92282711345508,0.0,0.0,941,43.92282711345508,,,13.21,,,,2,724.6,0.0,27.69,55,,0,0.0
10.0,0,,992,14,1680986031.0,544.0,384.0,45.795345346754175,0.0,0.0,1017,45.795345346754175,,,15.29,,,,2,693.33,0.0,28.63,56,,0,0.0
10.0,0,,1056,15,1680986032.0,576.0,416.0,47.5387881898901,0.0,0.0,1093,47.5387881898901,,,16.32,,,,2,666.3,0.0,29.47,57,,0,0.0
10.0,0,,1152,16,1680986033.0,608.0,448.0,49.76204375979859,0.0,0.0,1174,49.76204375979859,,,17.33,,,,2,634.9,0.0,30.21,58,,0,0.0
10.0,0,,1216,17,1680986034.0,640.0,512.0,51.232196962388045,0.0,0.0,1251,51.232196962388045,,,18.32,,,,2,615.18,0.0,31.44,59,,0,0.0
10.0,0,,1312,18,1680986035.0,672.0,544.0,53.50962038217322,0.0,0.0,1341,53.50962038217322,,,19.28,,,,2,587.32,0.0,31.95,60,,0,0.0
10.0,0,,1408,19,1680986036.0,736.0,576.0,55.12439907991236,0.0,0.0,1421,55.12439907991236,,,21.1,,,,2,568.65,0.0,32.41,61,,0,0.0
10.0,0,,1472,20,1680986038.0,768.0,640.0,56.26268628682193,0.0,0.0,1499,56.26268628682193,,,21.97,,,,2,555.77,0.0,33.16,63,,0,0.0
10.0,0,,1536,21,1680986039.0,800.0,672.0,57.320929251047204,0.0,0.0,1576,57.320929251047204,,,22.8,,,,2,544.16,0.0,33.47,64,,0,0.0
10.0,0,,1632,22,1680986040.0,832.0,704.0,58.516060032644475,0.0,0.0,1656,58.516060032644475,,,23.59,,,,2,531.68,0.0,33.73,65,,0,0.0
10.0,0,,1728,23,1680986041.0,864.0,768.0,60.09331482041179,0.0,0.0,1743,60.09331482041179,,,24.35,,,,2,516.29,0.0,34.16,66,,0,0.0
10.0,0,,1792,24,1680986042.0,928.0,800.0,60.919974389048406,0.0,0.0,1821,60.919974389048406,,,25.76,,,,2,507.99,0.0,34.34,67,,0,0.0
10.0,0,,1856,25,1680986043.0,960.0,832.0,61.67811264347311,0.0,0.0,1900,61.67811264347311,,,26.4,,,,2,500.47,0.0,34.52,68,,0,0.0
10.0,0,,1952,26,1680986045.0,992.0,864.0,62.5064351908696,0.0,0.0,1980,62.5064351908696,,,27.0,,,,2,492.55,0.0,34.68,70,,0,0.0
10.0,0,,2016,27,1680986046.0,1024.0,928.0,63.15242133378449,0.0,0.0,2060,63.15242133378449,,,27.57,,,,2,486.26,0.0,34.94,71,,0,0.0
10.0,0,,2112,28,1680986047.0,1056.0,960.0,64.22445708637602,0.0,0.0,2144,64.22445708637602,,,28.1,,,,2,476.82,0.0,35.06,72,,0,0.0
10.0,0,,2208,29,1680986048.0,1120.0,992.0,64.85769175320743,0.0,0.0,2225,64.85769175320743,,,29.06,,,,2,470.93,0.0,35.17,73,,0,0.0
10.0,0,,2272,30,1680986049.0,1152.0,1056.0,65.3665758395918,0.0,0.0,2305,65.3665758395918,,,29.49,,,,2,466.03,0.0,35.36,74,,0,0.0
10.0,0,,2336,31,1680986050.0,1184.0,1088.0,65.80996730988669,0.0,0.0,2385,65.80996730988669,,,29.9,,,,2,461.68,0.0,35.46,75,,0,0.0
10.0,0,,2432,32,1680986051.0,1216.0,1120.0,66.2970963056941,0.0,0.0,2465,66.2970963056941,,,30.29,,,,2,457.08,0.0,35.52,76,,0,0.0
10.0,0,,2528,33,1680986053.0,1248.0,1184.0,66.98008809379814,0.0,0.0,2548,66.98008809379814,,,30.64,,,,2,451.17,0.0,35.66,78,,0,0.0
10.0,0,,2592,34,1680986054.0,1312.0,1216.0,67.33538460627321,0.0,0.0,2629,67.33538460627321,,,31.26,,,,2,447.59,0.0,35.72,79,,0,0.0
10.0,0,,2656,35,1680986055.0,1344.0,1248.0,67.65309103441136,0.0,0.0,2710,67.65309103441136,,,31.55,,,,2,444.3,0.0,35.79,80,,0,0.0
10.0,0,,2752,36,1680986056.0,1376.0,1280.0,68.013820746806,0.0,0.0,2791,68.013820746806,,,31.8,,,,2,440.75,0.0,35.85,81,,0,0.0
10.0,0,,2848,37,1680986057.0,1408.0,1344.0,68.44148559596628,0.0,0.0,2874,68.44148559596628,,,32.04,,,,2,436.78,0.0,35.97,82,,0,0.0
10.0,0,,2912,38,1680986058.0,1472.0,1376.0,68.67316786121901,0.0,0.0,2955,68.67316786121901,,,32.42,,,,2,434.13,0.0,36.02,83,,0,0.0
10.0,0,,3008,39,1680986059.0,1504.0,1408.0,68.94801203762673,0.0,0.0,3037,68.94801203762673,,,32.62,,,,2,431.22,0.0,36.05,84,,0,0.0
10.0,0,,3072,40,1680986061.0,1536.0,1472.0,69.17296760354526,0.0,0.0,3118,69.17296760354526,,,32.81,,,,2,428.64,0.0,36.14,86,,0,0.0
10.0,0,,3168,41,1680986062.0,1568.0,1504.0,69.51532702702012,0.0,0.0,3201,69.51532702702012,,,32.99,,,,2,425.34,0.0,36.18,87,,0,0.0
10.0,0,,3264,42,1680986063.0,1632.0,1536.0,69.72658371150513,0.0,0.0,3282,69.72658371150513,,,33.3,,,,2,422.87,0.0,36.22,88,,0,0.0
10.0,0,,3328,43,1680986064.0,1664.0,1600.0,69.8571075088503,0.0,0.0,3364,69.8571075088503,,,33.45,,,,2,420.92,0.0,36.28,89,,0,0.0
10.0,0,,3392,44,1680986065.0,1696.0,1632.0,70.03202223656301,0.0,0.0,3446,70.03202223656301,,,33.56,,,,2,418.7,0.0,36.3,90,,0,0.0
10.0,0,,3520,45,1680986066.0,1728.0,1664.0,70.32370954271144,0.0,0.0,3529,70.32370954271144,,,33.69,,,,2,415.78,0.0,36.34,91,,0,0.0
10.0,0,,3584,46,1680986067.0,1792.0,1728.0,70.43141220526643,0.0,0.0,3610,70.43141220526643,,,33.91,,,,2,413.98,0.0,36.41,92,,0,0.0
10.0,0,,3648,47,1680986069.0,1824.0,1760.0,70.54754544657597,0.0,0.0,3692,70.54754544657597,,,33.99,,,,2,412.14,0.0,36.44,94,,0,0.0
10.0,0,,3712,48,1680986070.0,1856.0,1792.0,70.63674800428771,0.0,0.0,3774,70.63674800428771,,,34.08,,,,2,410.46,0.0,36.47,95,,0,0.0
10.0,0,,3840,49,1680986071.0,1888.0,1824.0,70.80275138407234,0.0,0.0,3857,70.80275138407234,,,34.15,,,,2,408.33,0.0,36.49,96,,0,0.0
10.0,0,,3904,50,1680986072.0,1952.0,1888.0,70.89690846841827,0.0,0.0,3939,70.89690846841827,,,34.27,,,,2,406.63,0.0,36.53,97,,0,0.0
10.0,0,,3968,51,1680986073.0,1984.0,1920.0,70.99074212233236,0.0,0.0,4022,70.99074212233236,,,34.34,,,,2,404.93,0.0,36.55,98,,0,0.0
10.0,0,,4064,52,1680986074.0,2016.0,1952.0,71.05407437921673,0.0,0.0,4104,71.05407437921673,,,34.41,,,,2,403.41,0.0,36.58,99,,0,0.0
10.0,0,,4160,53,1680986076.0,2048.0,2016.0,71.16207295418317,0.0,0.0,4187,71.16207295418317,,,34.47,,,,2,401.63,0.0,36.59,101,,0,0.0
10.0,0,,4224,54,1680986077.0,2112.0,2048.0,71.2149319607928,0.0,0.0,4270,71.2149319607928,,,34.56,,,,2,400.17,0.0,36.6,102,,0,0.0
10.0,0,,4320,55,1680986078.0,2144.0,2080.0,71.27585669639299,0.0,0.0,4352,71.27585669639299,,,34.61,,,,2,398.68,0.0,36.61,103,,0,0.0
10.0,0,,4384,56,1680986079.0,2176.0,2144.0,71.3176896597163,0.0,0.0,4434,71.3176896597163,,,34.65,,,,2,397.3,0.0,36.63,104,,0,0.0
10.0,0,,4480,57,1680986080.0,2208.0,2176.0,71.3916698867175,0.0,0.0,4516,71.3916698867175,,,34.68,,,,2,395.73,0.0,36.64,105,,0,0.0
10.0,0,,4576,58,1680986081.0,2272.0,2208.0,71.43195699558404,0.0,0.0,4599,71.43195699558404,,,34.74,,,,2,394.35,0.0,36.65,106,,0,0.0
10.0,0,,4640,59,1680986082.0,2304.0,2272.0,71.44519626831323,0.0,0.0,4681,71.44519626831323,,,34.75,,,,2,393.13,0.0,36.68,107,,0,0.0
10.0,0,,4704,60,1680986084.0,2336.0,2304.0,71.48190744677603,0.0,0.0,4763,71.48190744677603,,,34.76,,,,2,391.78,0.0,36.69,109,,0,0.0
10.0,0,,4832,61,1680986085.0,2368.0,2336.0,71.50619112014836,0.0,0.0,4845,71.50619112014836,,,34.79,,,,2,390.49,0.0,36.7,110,,0,0.0
10.0,0,,4896,62,1680986086.0,2432.0,2400.0,71.51822868478655,0.0,0.0,4928,71.51822868478655,,,34.81,,,,2,389.28,0.0,36.7,111,,0,0.0
10.0,0,,4960,63,1680986087.0,2464.0,2432.0,71.5238594319008,0.0,0.0,5010,71.5238594319008,,,34.82,,,,2,388.1,0.0,36.7,112,,0,0.0
10.0,0,,5056,64,1680986088.0,2496.0,2464.0,71.5289059924942,0.0,0.0,5092,71.5289059924942,,,34.82,,,,2,386.91,0.0,36.71,113,,0,0.0
10.0,0,,5152,65,1680986089.0,2528.0,2528.0,71.5297924237509,0.0,0.0,5174,71.5297924237509,,,34.82,,,,2,385.76,0.0,36.71,114,,0,0.0
10.0,0,,5216,66,1680986090.0,2592.0,2560.0,71.53669001408392,0.0,0.0,5257,71.53669001408392,,,34.83,,,,2,384.57,0.0,36.7,115,,0,0.0
10.0,0,,5312,67,1680986092.0,2624.0,2592.0,71.54491586328984,0.0,0.0,5339,71.54491586328984,,,34.84,,,,2,383.38,0.0,36.7,117,,0,0.0
10.0,0,,5376,68,1680986093.0,2656.0,2656.0,71.52316663042699,0.0,0.0,5422,71.52316663042699,,,34.83,,,,2,382.34,0.0,36.71,118,,0,0.0
10.0,0,,5472,69,1680986094.0,2688.0,2688.0,71.54178673723828,0.0,0.0,5504,71.54178673723828,,,34.81,,,,2,381.09,0.0,36.71,119,,0,0.0
10.0,0,,5536,70,1680986095.0,2752.0,2720.0,71.50736710020354,0.0,0.0,5585,71.50736710020354,,,34.82,,,,2,380.14,0.0,36.72,120,,0,0.0
10.0,0,,5632,71,1680986096.0,2784.0,2752.0,71.51356734893339,0.0,0.0,5668,71.51356734893339,,,34.81,,,,2,378.95,0.0,36.7,121,,0,0.0
10.0,0,,5696,72,1680986097.0,2816.0,2816.0,71.48402491783423,0.0,0.0,5750,71.48402491783423,,,34.82,,,,2,377.96,0.0,36.7,122,,0,0.0
10.0,0,,5792,73,1680986098.0,2848.0,2848.0,71.46390073314132,0.0,0.0,5832,71.46390073314132,,,34.79,,,,2,376.92,0.0,36.69,123,,0,0.0
10.0,0,,5888,74,1680986100.0,2912.0,2880.0,71.43207413954224,0.0,0.0,5914,71.43207413954224,,,34.77,,,,2,375.94,0.0,36.69,125,,0,0.0
10.0,0,,5952,75,1680986101.0,2944.0,2944.0,71.42693721307542,0.0,0.0,5996,71.42693721307542,,,34.74,,,,2,374.82,0.0,36.69,126,,0,0.0
10.0,0,,6016,76,1680986102.0,2976.0,2976.0,71.43303858335774,0.0,0.0,6078,71.43303858335774,,,34.74,,,,2,373.64,0.0,36.69,127,,0,0.0
10.0,0,,6144,77,1680986103.0,3008.0,3008.0,71.43517930947799,0.0,0.0,6160,71.43517930947799,,,34.73,,,,2,372.47,0.0,36.7,128,,0,0.0
10.0,0,,6208,78,1680986104.0,3072.0,3072.0,71.40443034741983,0.0,0.0,6242,71.40443034741983,,,34.73,,,,2,371.49,0.0,36.71,129,,0,0.0
10.0,0,,6272,79,1680986105.0,3104.0,3104.0,71.40700663741623,0.0,0.0,6324,71.40700663741623,,,34.71,,,,2,370.32,0.0,36.69,130,,0,0.0
10.0,0,,6368,80,1680986107.0,3136.0,3136.0,71.34894856936151,0.0,0.0,6406,71.34894856936151,,,34.72,,,,2,369.48,0.0,36.69,132,,0,0.0
10.0,0,,6464,81,1680986108.0,3168.0,3200.0,71.29911065729996,0.0,0.0,6488,71.29911065729996,,,34.7,,,,2,368.59,0.0,36.65,133,,0,0.0
10.0,0,,6528,82,1680986109.0,3232.0,3232.0,71.27010383223157,0.0,0.0,6569,71.27010383223157,,,34.67,,,,2,367.6,0.0,36.63,134,,0,0.0
10.0,0,,6624,83,1680986110.0,3264.0,3264.0,71.21716108169682,0.0,0.0,6651,71.21716108169682,,,34.65,,,,2,366.73,0.0,36.62,135,,0,0.0
10.0,0,,6688,84,1680986111.0,3296.0,3328.0,71.1988233518729,0.0,0.0,6732,71.1988233518729,,,34.61,,,,2,365.68,0.0,36.61,136,,0,0.0
10.0,0,,6784,85,1680986112.0,3328.0,3360.0,71.14432618123577,0.0,0.0,6814,71.14432618123577,,,34.59,,,,2,364.81,0.0,36.61,137,,0,0.0
10.0,0,,6880,86,1680986113.0,3392.0,3392.0,71.13492028860801,0.0,0.0,6896,71.13492028860801,,,34.54,,,,2,363.71,0.0,36.6,138,,0,0.0
10.0,0,,6944,87,1680986115.0,3424.0,3456.0,71.10994204693318,0.0,0.0,6977,71.10994204693318,,,34.54,,,,2,362.69,0.0,36.6,140,,0,0.0
10.0,0,,7008,88,1680986116.0,3456.0,3488.0,71.10161911517392,0.0,0.0,7059,71.10161911517392,,,34.52,,,,2,361.59,0.0,36.59,141,,0,0.0
10.0,0,,7072,89,1680986117.0,3488.0,3520.0,71.07597217901105,0.0,0.0,7140,71.07597217901105,,,34.51,,,,2,360.57,0.0,36.59,142,,0,0.0
10.0,0,,7200,90,1680986118.0,3520.0,3552.0,71.03725671545678,0.0,0.0,7222,71.03725671545678,,,34.49,,,,2,359.62,0.0,36.59,143,,0,0.0
10.0,0,,7264,91,1680986119.0,3584.0,3616.0,71.0305536995347,0.0,0.0,7303,71.0305536995347,,,34.48,,,,2,358.5,0.0,36.56,144,,0,0.0
10.0,0,,7328,92,1680986120.0,3616.0,3648.0,70.99311843636363,0.0,0.0,7385,70.99311843636363,,,34.46,,,,2,357.55,0.0,36.57,145,,0,0.0
10.0,0,,7424,93,1680986121.0,3648.0,3680.0,70.95897929111794,0.0,0.0,7466,70.95897929111794,,,34.44,,,,2,356.58,0.0,36.56,146,,0,0.0
10.0,0,,7520,94,1680986123.0,3680.0,3744.0,70.9327310634863,0.0,0.0,7547,70.9327310634863,,,34.42,,,,2,355.56,0.0,36.54,148,,0,0.0
10.0,0,,7584,95,1680986124.0,3744.0,3776.0,70.90199270162492,0.0,0.0,7628,70.90199270162492,,,34.4,,,,2,354.57,0.0,36.53,149,,0,0.0
10.0,0,,7680,96,1680986125.0,3776.0,3808.0,70.88469078458641,0.0,0.0,7710,70.88469078458641,,,34.37,,,,2,353.51,0.0,36.53,150,,0,0.0
10.0,0,,7744,97,1680986126.0,3808.0,3872.0,70.887313818242,0.0,0.0,7791,70.887313818242,,,34.36,,,,2,352.35,0.0,36.52,151,,0,0.0
10.0,0,,7840,98,1680986127.0,3840.0,3904.0,70.88779924218716,0.0,0.0,7872,70.88779924218716,,,34.36,,,,2,351.2,0.0,36.53,152,,0,0.0
10.0,0,,7936,99,1680986128.0,3904.0,3936.0,70.89876423645265,0.0,0.0,7953,70.89876423645265,,,34.35,,,,2,350.0,0.0,36.54,153,,0,0.0
10.0,0,,8000,100,1680986130.0,3936.0,4000.0,70.89814918683096,0.0,0.0,8035,70.89814918683096,,,34.34,,,,2,348.86,0.0,36.56,155,,0,0.0
10.0,0,,8064,101,1680986131.0,3968.0,4032.0,70.90182498152757,0.0,0.0,8116,70.90182498152757,,,34.33,,,,2,347.69,0.0,36.57,156,,0,0.0
10.0,0,,8160,102,1680986132.0,4000.0,4064.0,70.86009353308128,0.0,0.0,8198,70.86009353308128,,,34.34,,,,2,346.75,0.0,36.56,157,,0,0.0
10.0,0,,8256,103,1680986133.0,4032.0,4128.0,70.85755677776518,0.0,0.0,8279,70.85755677776518,,,34.33,,,,2,345.61,0.0,36.53,158,,0,0.0
10.0,0,,8320,104,1680986134.0,4096.0,4160.0,70.84842628653091,0.0,0.0,8360,70.84842628653091,,,34.32,,,,2,344.51,0.0,36.53,159,,0,0.0
10.0,0,,8384,105,1680986135.0,4128.0,4192.0,70.84327931966415,0.0,0.0,8441,70.84327931966415,,,34.31,,,,2,343.39,0.0,36.54,160,,0,0.0
10.0,0,,8480,106,1680986136.0,4160.0,4224.0,70.83765666416946,0.0,0.0,8523,70.83765666416946,,,34.31,,,,2,342.27,0.0,36.53,161,,0,0.0
10.0,0,,8576,107,1680986138.0,4192.0,4288.0,70.82193603856535,0.0,0.0,8604,70.82193603856535,,,34.33,,,,2,341.2,0.0,36.51,163,,0,0.0
10.0,0,,8640,108,1680986139.0,4256.0,4320.0,70.82935113429792,0.0,0.0,8685,70.82935113429792,,,34.3,,,,2,340.01,0.0,36.52,164,,0,0.0
10.0,0,,8736,109,1680986140.0,4288.0,4352.0,70.81604529050873,0.0,0.0,8766,70.81604529050873,,,34.3,,,,2,338.93,0.0,36.53,165,,0,0.0
10.0,0,,8800,110,1680986141.0,4320.0,4416.0,70.8081965276418,0.0,0.0,8847,70.8081965276418,,,34.29,,,,2,337.83,0.0,36.53,166,,0,0.0
10.0,0,,8896,111,1680986142.0,4352.0,4448.0,70.82602729908561,0.0,0.0,8929,70.82602729908561,,,34.28,,,,2,336.59,0.0,36.52,167,,0,0.0
10.0,0,,8992,112,1680986143.0,4416.0,4480.0,70.8259897768518,0.0,0.0,9010,70.8259897768518,,,34.29,,,,2,335.44,0.0,36.54,168,,0,0.0
10.0,0,,9056,113,1680986144.0,4448.0,4544.0,70.84388880590242,0.0,0.0,9092,70.84388880590242,,,34.29,,,,2,334.2,0.0,36.54,169,,0,0.0
10.0,0,,9120,114,1680986146.0,4480.0,4576.0,70.86592033441207,0.0,0.0,9173,70.86592033441207,,,34.31,,,,2,332.95,0.0,36.54,171,,0,0.0
10.0,0,,9216,115,1680986147.0,4512.0,4608.0,70.87232067116395,0.0,0.0,9255,70.87232067116395,,,34.33,,,,2,331.77,0.0,36.54,172,,0,0.0
10.0,0,,9312,116,1680986148.0,4544.0,4672.0,70.89853526212113,0.0,0.0,9336,70.89853526212113,,,34.33,,,,2,330.5,0.0,36.54,173,,0,0.0
10.0,0,,9376,117,1680986149.0,4608.0,4704.0,70.90923337517437,0.0,0.0,9418,70.90923337517437,,,34.36,,,,2,329.29,0.0,36.54,174,,0,0.0
10.0,0,,9472,118,1680986150.0,4640.0,4736.0,70.91944838171207,0.0,0.0,9499,70.91944838171207,,,34.37,,,,2,328.1,0.0,36.54,175,,0,0.0
10.0,0,,9536,119,1680986151.0,4672.0,4800.0,70.94242700459671,0.0,0.0,9581,70.94242700459671,,,34.37,,,,2,326.84,0.0,36.55,176,,0,0.0
10.0,0,,9632,120,1680986152.0,4704.0,4832.0,70.97012930322342,0.0,0.0,9663,70.97012930322342,,,34.37,,,,2,325.56,0.0,36.57,177,,0,0.0
10.0,0,,9696,121,1680986154.0,4768.0,4864.0,70.96437064988135,0.0,0.0,9744,70.96437064988135,,,34.4,,,,2,324.44,0.0,36.57,179,,0,0.0
10.0,0,,9792,122,1680986155.0,4800.0,4896.0,70.9692718175062,0.0,0.0,9826,70.9692718175062,,,34.4,,,,2,323.27,0.0,36.56,180,,0,0.0
10.0,0,,9856,123,1680986156.0,4832.0,4960.0,71.00021939183307,0.0,0.0,9908,71.00021939183307,,,34.41,,,,2,321.97,0.0,36.56,181,,0,0.0
10.0,0,,9952,124,1680986157.0,4864.0,4992.0,71.02988242328306,0.0,0.0,9990,71.02988242328306,,,34.43,,,,2,320.68,0.0,36.57,182,,0,0.0
10.0,0,,10048,125,1680986158.0,4928.0,5024.0,71.03730717874585,0.0,0.0,10072,71.03730717874585,,,34.44,,,,2,319.5,0.0,36.59,183,,0,0.0
10.0,0,,10112,126,1680986159.0,4960.0,5088.0,71.04807685415847,0.0,0.0,10154,71.04807685415847,,,34.45,,,,2,318.3,0.0,36.59,184,,0,0.0
10.0,0,,10176,127,1680986161.0,4992.0,5120.0,71.05249733777785,0.0,0.0,10236,71.05249733777785,,,34.45,,,,2,317.12,0.0,36.6,186,,0,0.0
10.0,0,,10304,128,1680986162.0,5024.0,5152.0,71.0756464439734,0.0,0.0,10317,71.0756464439734,,,34.45,,,,2,315.87,0.0,36.6,187,,0,0.0
10.0,0,,10368,129,1680986163.0,5088.0,5216.0,71.11528885501689,0.0,0.0,10400,71.11528885501689,,,34.48,,,,2,314.53,0.0,36.59,188,,0,0.0
10.0,0,,10432,130,1680986164.0,5120.0,5248.0,71.13332656218378,0.0,0.0,10481,71.13332656218378,,,34.51,,,,2,313.31,0.0,36.61,189,,0,0.0
10.0,0,,10528,131,1680986165.0,5152.0,5280.0,71.14181108153795,0.0,0.0,10563,71.14181108153795,,,34.51,,,,2,312.12,0.0,36.62,190,,0,0.0
10.0,0,,10624,132,1680986166.0,5184.0,5344.0,71.172704413535,0.0,0.0,10645,71.172704413535,,,34.5,,,,2,310.83,0.0,36.64,191,,0,0.0
10.0,0,,10688,133,1680986167.0,5248.0,5376.0,71.17560565634425,0.0,0.0,10727,71.17560565634425,,,34.53,,,,2,309.67,0.0,36.65,192,,0,0.0
10.0,0,,10784,134,1680986169.0,5280.0,5408.0,71.18128140165325,0.0,0.0,10809,71.18128140165325,,,34.52,,,,2,308.49,0.0,36.66,194,,0,0.0
10.0,0,,10848,135,1680986170.0,5312.0,5472.0,71.20554566869971,0.0,0.0,10891,71.20554566869971,,,34.51,,,,2,307.24,0.0,36.67,195,,0,0.0
10.0,0,,10944,136,1680986171.0,5344.0,5504.0,71.2371219027327,0.0,0.0,10973,71.2371219027327,,,34.53,,,,2,305.95,0.0,36.68,196,,0,0.0
10.0,0,,11040,137,1680986172.0,5408.0,5536.0,71.25586837879467,0.0,0.0,11055,71.25586837879467,,,34.56,,,,2,304.72,0.0,36.68,197,,0,0.0
10.0,0,,11104,138,1680986173.0,5440.0,5600.0,71.2624872861991,0.0,0.0,11137,71.2624872861991,,,34.57,,,,2,303.54,0.0,36.69,198,,0,0.0
10.0,0,,11168,139,1680986174.0,5472.0,5632.0,71.26531002527119,0.0,0.0,11219,71.26531002527119,,,34.57,,,,2,302.38,0.0,36.69,199,,0,0.0
10.0,0,,11232,140,1680986175.0,5504.0,5664.0,71.28488268915277,0.0,0.0,11300,71.28488268915277,,,34.57,,,,2,301.15,0.0,36.69,200,,0,0.0
10.0,0,,11360,141,1680986177.0,5536.0,5696.0,71.28136540121037,0.0,0.0,11382,71.28136540121037,,,34.59,,,,2,300.02,0.0,36.7,202,,0,0.0
10.0,0,,11424,142,1680986178.0,5600.0,5760.0,71.29173746738823,0.0,0.0,11464,71.29173746738823,,,34.58,,,,2,298.82,0.0,36.7,203,,0,0.0
10.0,0,,11488,143,1680986179.0,5632.0,5792.0,71.30015651439322,0.0,0.0,11546,71.30015651439322,,,34.59,,,,2,297.64,0.0,36.7,204,,0,0.0
10.0,0,,11584,144,1680986180.0,5664.0,5824.0,71.3198946480457,0.0,0.0,11629,71.3198946480457,,,34.6,,,,2,296.4,0.0,36.7,205,,0,0.0
10.0,0,,11680,145,1680986181.0,5696.0,5888.0,71.32807628263286,0.0,0.0,11711,71.32807628263286,,,34.61,,,,2,295.21,0.0,36.71,206,,0,0.0
10.0,0,,11744,146,1680986182.0,5760.0,5920.0,71.32634893421476,0.0,0.0,11793,71.32634893421476,,,34.62,,,,2,294.07,0.0,36.71,207,,0,0.0
10.0,0,,11840,147,1680986184.0,5792.0,5952.0,71.3308998177359,0.0,0.0,11875,71.3308998177359,,,34.62,,,,2,292.9,0.0,36.7,209,,0,0.0
10.0,0,,11904,148,1680986185.0,5824.0,6016.0,71.34132984290353,0.0,0.0,11957,71.34132984290353,,,34.62,,,,2,291.71,0.0,36.72,210,,0,0.0
10.0,0,,12000,149,1680986186.0,5856.0,6048.0,71.35177016492318,0.0,0.0,12039,71.35177016492318,,,34.62,,,,2,290.51,0.0,36.72,211,,0,0.0
10.0,0,,12096,150,1680986187.0,5920.0,6080.0,71.34933832666734,0.0,0.0,12121,71.34933832666734,,,34.63,,,,2,289.38,0.0,36.72,212,,0,0.0
10.0,0,,12160,151,1680986188.0,5952.0,6144.0,71.3360501069283,0.0,0.0,12203,71.3360501069283,,,34.63,,,,2,288.28,0.0,36.72,213,,0,0.0
10.0,0,,12224,152,1680986189.0,5984.0,6176.0,71.34887622028694,0.0,0.0,12285,71.34887622028694,,,34.63,,,,2,287.08,0.0,36.71,214,,0,0.0
10.0,0,,12352,153,1680986190.0,6016.0,6208.0,71.37232548503144,0.0,0.0,12368,71.37232548503144,,,34.64,,,,2,285.83,0.0,36.71,215,,0,0.0
10.0,0,,12416,154,1680986192.0,6080.0,6272.0,71.37796934015003,0.0,0.0,12450,71.37796934015003,,,34.66,,,,2,284.66,0.0,36.71,217,,0,0.0
10.0,0,,12480,155,1680986193.0,6112.0,6304.0,71.36483820862595,0.0,0.0,12531,71.36483820862595,,,34.66,,,,2,283.56,0.0,36.71,218,,0,0.0
