03_hivemind/total_training_samples,04_peers/peer_3_samples_per_second,03_hivemind/actual_total_samples_per_second,03_hivemind/global_epoch,04_peers/peer_4_epoch_oos,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_4_samples_per_second,04_peers/peer_1_samples_accumulated,04_peers/peer_4_samples_accumulated,03_hivemind/epoch_s,03_hivemind/undershot_TBS,04_peers/peer_3_epoch_oos,_runtime,04_peers/peer_4_epoch,04_peers/peer_3_epoch,03_hivemind/num_peers,04_peers/peer_2_epoch,03_hivemind/epoch_based_sps,03_hivemind/eta_next_epoch_s,03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_1_epoch,03_hivemind/overshot_TBS,04_peers/peer_1_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_3_samples_accumulated,03_hivemind/per_epoch_training_samples,_step,03_hivemind/reached_TBS,04_peers/peer_2_epoch_oos,03_hivemind/global_samples_accumulated,03_hivemind/next_fetch_time_s,_timestamp,03_hivemind/num_clients
,,1.9934434078227028,0,,,,,,,,,,51,,,1,,,16389.58,96,1.9934434078227028,,,,,,,0,,,96,10.0,1680787687.0,0
,,5.666815007219708,0,,0.0,,,96.0,,,,,52,,,1,,,5742.68,225,5.666815007219708,0.0,,1.99,,,,1,,,224,10.0,1680787688.0,0
,,10.8459700702235,0,,0.0,,,224.0,,,,,53,,,1,,,2988.45,355,10.8459700702235,0.0,,5.67,,,,2,,,352,10.0,1680787689.0,0
,,19.967024251676175,0,,0.0,,,352.0,,,,,54,,,1,,,1615.35,514,19.967024251676175,0.0,,10.85,,,,3,,,512,10.0,1680787690.0,0
,,29.622319609114886,0,,0.0,,,512.0,,,,,55,,,1,,,1084.4,645,29.622319609114886,0.0,,19.97,,,,4,,,640,10.0,1680787691.0,0
,,41.18305315389444,0,,0.0,,,640.0,,,,,57,,,1,,,776.76,778,41.18305315389444,0.0,,29.62,,,,5,,,768,10.0,1680787693.0,0
,,54.00435210262523,0,,0.0,,,768.0,,,,,58,,,1,,,589.84,914,54.00435210262523,0.0,,41.18,,,,6,,,896,10.0,1680787694.0,0
,,70.19626691752377,0,,0.0,,,896.0,,,,,59,,,1,,,451.63,1065,70.19626691752377,0.0,,54.0,,,,7,,,1056,10.0,1680787695.0,0
,,82.01746368865074,0,,0.0,,,1056.0,,,,,60,,,1,,,384.88,1201,82.01746368865074,0.0,,70.2,,,,8,,,1184,10.0,1680787696.0,0
,,92.02828564539453,0,,0.0,,,1184.0,,,,,61,,,1,,,341.53,1338,92.02828564539453,0.0,,82.02,,,,9,,,1312,10.0,1680787697.0,0
,,136.52466472025097,0,,0.0,,,1312.0,,,,,62,,,4,,,227.24,1744,136.52466472025097,0.0,,92.03,,,,10,,,1728,10.0,1680787698.0,0
,13.14,207.0571513174187,0,0.0,0.0,17.56,4.24,1472.0,32.0,,,0.0,64,0.0,0.0,4,0.0,,146.96,2340,207.0571513174187,0.0,,101.59,128.0,96.0,,11,,0.0,2304,10.0,1680787700.0,0
,36.65,266.45170435279886,0,0.0,0.0,36.3,27.08,1600.0,192.0,,,0.0,65,0.0,0.0,4,0.0,,112.14,2888,266.45170435279886,0.0,,107.02,256.0,256.0,,12,,0.0,2816,10.0,1680787701.0,0
,55.12,323.8546544892911,0,0.0,0.0,54.62,45.87,1728.0,320.0,,,0.0,66,0.0,0.0,4,0.0,,90.49,3462,323.8546544892911,0.0,,110.85,384.0,384.0,,13,,0.0,3392,10.0,1680787702.0,0
,71.58,373.15993823206975,0,0.0,0.0,74.75,63.4,1888.0,448.0,,,0.0,67,0.0,0.0,4,0.0,,76.97,4044,373.15993823206975,0.0,,114.13,544.0,512.0,,14,,0.0,3968,10.0,1680787703.0,0
,88.22,407.31298857761215,0,0.0,0.0,87.49,81.73,2016.0,608.0,,,0.0,68,0.0,0.0,4,0.0,,69.13,4609,407.31298857761215,0.0,,115.72,672.0,672.0,,15,,0.0,4512,10.0,1680787704.0,0
,98.06,431.5316345520966,0,0.0,0.0,99.46,93.05,2144.0,736.0,,,0.0,69,0.0,0.0,4,0.0,,63.96,5167,431.5316345520966,0.0,,116.74,832.0,800.0,,16,,0.0,5056,10.0,1680787705.0,0
,106.72,448.54902275772713,0,0.0,0.0,106.01,101.42,2272.0,864.0,,,0.0,71,0.0,0.0,4,0.0,,60.28,5728,448.54902275772713,0.0,,117.38,960.0,960.0,,17,,0.0,5632,10.0,1680787707.0,0
,111.31,459.33886374072404,0,0.0,0.0,110.72,108.67,2432.0,1024.0,,,0.0,72,0.0,0.0,4,0.0,,57.64,6290,459.33886374072404,0.0,,117.85,1088.0,1088.0,,18,,0.0,6176,10.0,1680787708.0,0
,114.48,466.77374403658297,0,0.0,0.0,114.43,112.39,2560.0,1152.0,,,0.0,73,0.0,0.0,4,0.0,,55.52,6852,466.77374403658297,0.0,,118.04,1248.0,1216.0,,19,,0.0,6752,10.0,1680787709.0,0
,117.03,470.9233983679113,0,0.0,0.0,116.2,115.36,2688.0,1312.0,,,0.0,74,0.0,0.0,4,0.0,,53.85,7409,470.9233983679113,0.0,,118.18,1376.0,1376.0,,20,,0.0,7296,10.0,1680787710.0,0
,118.39,474.1656196859608,0,0.0,0.0,117.46,116.79,2848.0,1440.0,,,0.0,75,0.0,0.0,4,0.0,,52.31,7963,474.1656196859608,0.0,,118.29,1504.0,1504.0,,21,,0.0,7872,10.0,1680787711.0,0
,119.45,475.4944093237841,0,0.0,0.0,118.47,117.94,2976.0,1568.0,,,0.0,76,0.0,0.0,4,0.0,,51.0,8518,475.4944093237841,0.0,,118.31,1664.0,1664.0,,22,,0.0,8416,10.0,1680787712.0,0
,119.97,476.4190574362144,0,0.0,0.0,118.82,118.59,3104.0,1728.0,,,0.0,77,0.0,0.0,4,0.0,,49.74,9071,476.4190574362144,0.0,,118.12,1792.0,1792.0,,23,,0.0,8960,10.0,1680787713.0,0
,120.25,477.17509707454803,0,0.0,0.0,119.08,118.98,3264.0,1856.0,,,0.0,79,0.0,0.0,4,0.0,,48.49,9628,477.17509707454803,0.0,,118.11,1920.0,1920.0,,24,,0.0,9536,10.0,1680787715.0,0
,120.62,477.49916509083056,0,0.0,0.0,119.33,119.16,3392.0,1984.0,,,0.0,80,0.0,0.0,4,0.0,,47.31,10178,477.49916509083056,0.0,,118.07,2080.0,2080.0,,25,,0.0,10080,10.0,1680787716.0,0
,120.72,477.564966148907,0,0.0,0.0,119.22,119.58,3520.0,2144.0,,,0.0,81,0.0,0.0,4,0.0,,46.15,10731,477.564966148907,0.0,,117.97,2208.0,2208.0,,26,,0.0,10592,10.0,1680787717.0,0
,120.61,477.38663321099216,0,0.0,0.0,119.51,119.44,3648.0,2272.0,,,0.0,82,0.0,0.0,4,0.0,,45.01,11283,477.38663321099216,0.0,,118.0,2336.0,2336.0,,27,,0.0,11200,10.0,1680787718.0,0
,120.7,477.0107833164675,0,0.0,0.0,119.51,119.22,3808.0,2400.0,,,0.0,83,0.0,0.0,4,0.0,,43.89,11834,477.0107833164675,0.0,,117.96,2496.0,2496.0,,28,,0.0,11744,10.0,1680787719.0,0
,120.76,476.92964822520975,0,0.0,0.0,119.45,119.12,3936.0,2560.0,,,0.0,84,0.0,0.0,4,0.0,,42.73,12389,476.92964822520975,0.0,,117.68,2624.0,2624.0,,29,,0.0,12288,10.0,1680787720.0,0
,120.79,476.69834364694975,0,0.0,0.0,119.39,119.08,4064.0,2688.0,,,0.0,86,0.0,0.0,4,0.0,,41.59,12943,476.69834364694975,0.0,,117.67,2752.0,2784.0,,30,,0.0,12832,10.0,1680787722.0,0
,120.73,476.62442500218026,0,0.0,0.0,119.3,118.95,4192.0,2816.0,,,0.0,87,0.0,0.0,4,0.0,,40.44,13494,476.62442500218026,0.0,,117.71,2912.0,2912.0,,31,,0.0,13376,10.0,1680787723.0,0
,120.79,476.1161755944481,0,0.0,0.0,119.2,118.96,4352.0,2944.0,,,0.0,88,0.0,0.0,4,0.0,,39.32,14045,476.1161755944481,0.0,,117.67,3040.0,3040.0,,32,,0.0,13952,10.0,1680787724.0,0
,120.7,475.84701087543544,0,0.0,0.0,119.01,118.74,4480.0,3104.0,,,0.0,89,0.0,0.0,4,0.0,,38.19,14597,475.84701087543544,0.0,,117.67,3168.0,3200.0,,33,,0.0,14496,10.0,1680787725.0,0
,120.73,475.5422633539759,0,0.0,0.0,118.84,118.66,4608.0,3232.0,,,0.0,90,0.0,0.0,4,0.0,,37.05,15147,475.5422633539759,0.0,,117.61,3328.0,3328.0,,34,,0.0,15008,10.0,1680787726.0,0
,120.71,475.1651999131335,0,0.0,0.0,118.71,118.53,4736.0,3360.0,,,0.0,91,0.0,0.0,4,0.0,,35.93,15698,475.1651999131335,0.0,,117.59,3456.0,3456.0,,35,,0.0,15616,10.0,1680787727.0,0
,120.48,474.75673781357165,0,0.0,0.0,118.68,118.5,4896.0,3520.0,,,0.0,93,0.0,0.0,4,0.0,,34.79,16249,474.75673781357165,0.0,,117.49,3584.0,3616.0,,36,,0.0,16128,10.0,1680787729.0,0
,120.31,474.5643859259726,0,0.0,0.0,118.64,118.45,5024.0,3648.0,,,0.0,94,0.0,0.0,4,0.0,,33.64,16802,474.5643859259726,0.0,,117.35,3712.0,3744.0,,37,,0.0,16704,10.0,1680787730.0,0
,120.37,473.6483093981485,0,0.0,0.0,118.43,118.38,5152.0,3776.0,,,0.0,95,0.0,0.0,4,0.0,,32.54,17354,473.6483093981485,0.0,,117.38,3872.0,3904.0,,38,,0.0,17248,10.0,1680787731.0,0
,120.2,473.5240838539294,0,0.0,0.0,118.21,117.96,5280.0,3936.0,,,0.0,96,0.0,0.0,4,0.0,,31.38,17907,473.5240838539294,0.0,,117.29,4000.0,4032.0,,39,,0.0,17792,10.0,1680787732.0,0
,120.09,473.24803282727703,0,0.0,0.0,118.17,118.0,5440.0,4064.0,,,0.0,97,0.0,0.0,4,0.0,,30.23,18459,473.24803282727703,0.0,,117.26,4128.0,4160.0,,40,,0.0,18368,10.0,1680787733.0,0
,120.05,473.08280699087385,0,0.0,0.0,117.98,118.04,5568.0,4192.0,,,0.0,98,0.0,0.0,4,0.0,,29.08,19009,473.08280699087385,0.0,,117.18,4288.0,4320.0,,41,,0.0,18880,10.0,1680787734.0,0
,119.94,472.91475842658963,0,0.0,0.0,117.89,118.01,5696.0,4320.0,,,0.0,100,0.0,0.0,4,0.0,,27.93,19561,472.91475842658963,0.0,,117.24,4416.0,4448.0,,42,,0.0,19456,10.0,1680787736.0,0
,120.04,472.3997878210662,0,0.0,0.0,117.87,117.88,5856.0,4480.0,,,0.0,101,0.0,0.0,4,0.0,,26.8,20107,472.3997878210662,0.0,,117.11,4544.0,4576.0,,43,,0.0,20032,10.0,1680787737.0,0
,119.82,472.32105997358826,0,0.0,0.0,117.67,117.78,5984.0,4608.0,,,0.0,102,0.0,0.0,4,0.0,,25.65,20655,472.32105997358826,0.0,,117.13,4704.0,4736.0,,44,,0.0,20544,10.0,1680787738.0,0
,119.63,472.2583122301307,0,0.0,0.0,117.79,117.68,6112.0,4736.0,,,0.0,103,0.0,0.0,4,0.0,,24.49,21203,472.2583122301307,0.0,,117.22,4832.0,4864.0,,45,,0.0,21056,10.0,1680787739.0,0
,119.65,472.19833634572467,0,0.0,0.0,117.7,117.59,6240.0,4864.0,,,0.0,104,0.0,0.0,4,0.0,,23.32,21756,472.19833634572467,0.0,,117.33,4960.0,4992.0,,46,,0.0,21664,10.0,1680787740.0,0
,119.55,472.2084537525069,0,0.0,0.0,117.7,117.53,6400.0,5024.0,,,0.0,105,0.0,0.0,4,0.0,,22.16,22303,472.2084537525069,0.0,,117.41,5088.0,5152.0,,47,,0.0,22208,10.0,1680787741.0,0
,119.45,472.21421246319323,0,0.0,0.0,117.71,117.56,6528.0,5152.0,,,0.0,107,0.0,0.0,4,0.0,,21.01,22847,472.21421246319323,0.0,,117.49,5248.0,5280.0,,48,,0.0,22720,10.0,1680787743.0,0
,119.45,472.0445623150948,0,0.0,0.0,117.65,117.56,6656.0,5280.0,,,0.0,108,0.0,0.0,4,0.0,,19.85,23397,472.0445623150948,0.0,,117.55,5376.0,5408.0,,49,,0.0,23296,10.0,1680787744.0,0
,119.48,471.78050478897916,0,0.0,0.0,117.6,117.49,6784.0,5440.0,,,0.0,109,0.0,0.0,4,0.0,,18.7,23944,471.78050478897916,0.0,,117.47,5504.0,5568.0,,50,,0.0,23840,10.0,1680787745.0,0
,119.48,471.75599249681636,0,0.0,0.0,117.58,117.23,6944.0,5568.0,,,0.0,110,0.0,0.0,4,0.0,,17.54,24493,471.75599249681636,0.0,,117.49,5632.0,5696.0,,51,,0.0,24384,10.0,1680787746.0,0
,119.36,471.5199820383618,0,0.0,0.0,117.57,117.21,7072.0,5696.0,,,0.0,111,0.0,0.0,4,0.0,,16.39,25041,471.5199820383618,0.0,,117.61,5792.0,5824.0,,52,,0.0,24928,9.36,1680787747.0,0
,119.27,471.6237546209817,0,0.0,0.0,117.52,117.08,7200.0,5824.0,,,0.0,112,0.0,0.0,4,0.0,,15.22,25588,471.6237546209817,0.0,,117.65,5920.0,5984.0,,53,,0.0,25504,8.7,1680787748.0,0
,119.12,471.7151097539768,0,0.0,0.0,117.59,117.11,7360.0,5984.0,,,0.0,114,0.0,0.0,4,0.0,,14.06,26137,471.7151097539768,0.0,,117.81,6048.0,6112.0,,54,,0.0,26048,8.03,1680787750.0,0
,119.05,471.66584815796756,0,0.0,0.0,117.72,117.06,7488.0,6112.0,,,0.0,115,0.0,0.0,4,0.0,,12.89,26688,471.66584815796756,0.0,,117.88,6208.0,6240.0,,55,,0.0,26592,7.37,1680787751.0,0
,119.0,471.44933954573713,0,0.0,0.0,117.71,117.09,7616.0,6240.0,,,0.0,116,0.0,0.0,4,0.0,,11.73,27236,471.44933954573713,0.0,,117.86,6336.0,6400.0,,56,,0.0,27104,6.71,1680787752.0,0
,118.95,471.557999096215,0,0.0,0.0,117.71,117.02,7744.0,6368.0,,,0.0,117,0.0,0.0,4,0.0,,10.56,27787,471.557999096215,0.0,,117.77,6464.0,6528.0,,57,,0.0,27680,6.04,1680787753.0,0
,118.96,471.6186593695966,0,0.0,0.0,117.75,117.04,7904.0,6528.0,,,0.0,118,0.0,0.0,4,0.0,,9.39,28339,471.6186593695966,0.0,,117.81,6592.0,6656.0,,58,,0.0,28256,5.37,1680787754.0,0
,118.9,471.58372952280274,0,0.0,0.0,117.77,117.07,8032.0,6656.0,,,0.0,119,0.0,0.0,4,0.0,,8.23,28888,471.58372952280274,0.0,,117.88,6752.0,6816.0,,59,,0.0,28768,4.7,1680787755.0,0
,118.73,471.7260624337704,0,0.0,0.0,117.87,117.08,8160.0,6784.0,,,0.0,121,0.0,0.0,4,0.0,,7.06,29439,471.7260624337704,0.0,,117.9,6880.0,6944.0,,60,,0.0,29312,4.03,1680787757.0,0
,118.71,471.8580001383742,0,0.0,0.0,117.91,117.13,8320.0,6912.0,,,0.0,122,0.0,0.0,4,0.0,,5.87,29996,471.8580001383742,0.0,,117.99,7008.0,7072.0,,61,,0.0,29920,3.36,1680787758.0,0
,118.73,472.1096716112951,0,0.0,0.0,118.0,117.13,8448.0,7072.0,,,0.0,123,0.0,0.0,4,0.0,,4.71,30545,472.1096716112951,0.0,,118.0,7168.0,7232.0,,62,,0.0,30432,2.69,1680787759.0,0
,118.74,472.40201074035804,0,0.0,0.0,118.09,117.23,8576.0,7200.0,,,0.0,124,0.0,0.0,4,0.0,,3.55,31091,472.40201074035804,0.0,,118.04,7296.0,7360.0,,63,,0.0,30944,2.03,1680787760.0,0
,118.75,472.605674594151,0,0.0,0.0,118.14,117.4,8704.0,7328.0,,,0.0,125,0.0,0.0,4,0.0,,2.38,31641,472.605674594151,0.0,,118.11,7424.0,7488.0,,64,,0.0,31584,1.36,1680787761.0,0
,118.62,472.20024504852745,0,0.0,0.0,118.34,117.54,8864.0,7488.0,,,0.0,126,0.0,0.0,4,0.0,,1.23,32188,472.20024504852745,0.0,,118.11,7584.0,7648.0,,65,,0.0,32096,0.7,1680787762.0,0
,118.41,472.2597098882459,0,0.0,0.0,118.3,117.5,8992.0,7616.0,,,0.0,127,0.0,0.0,4,0.0,,0.07,32737,472.2597098882459,0.0,,118.0,7712.0,7776.0,,66,,0.0,32608,0.5,1680787763.0,0
,118.43,472.04462780151084,0,0.0,0.0,118.19,117.49,9120.0,7744.0,,,0.0,129,0.0,0.0,4,0.0,,0.0,33337,472.04462780151084,0.0,,118.15,7840.0,7904.0,,67,,0.0,32864,0.5,1680787765.0,0
,118.47,472.04462780151084,0,0.0,0.0,118.2,117.34,9184.0,7808.0,,,0.0,130,0.0,0.0,4,0.0,,0.0,33888,472.04462780151084,0.0,,118.02,7904.0,7968.0,,68,,0.0,32864,0.5,1680787766.0,0
,118.47,472.04462780151084,0,0.0,0.0,118.2,117.34,9184.0,7808.0,,,0.0,131,0.0,0.0,4,0.0,,0.0,34439,472.04462780151084,0.0,,118.02,7904.0,7968.0,,69,,0.0,32864,0.5,1680787767.0,0
,118.47,472.04462780151084,0,0.0,0.0,118.2,117.34,9184.0,7808.0,,,0.0,132,0.0,0.0,4,0.0,,0.0,34991,472.04462780151084,0.0,,118.02,7904.0,7968.0,,70,,0.0,32864,0.5,1680787768.0,0
,118.47,472.04462780151084,0,0.0,0.0,118.2,117.34,9184.0,7808.0,,,0.0,133,0.0,0.0,4,0.0,,0.0,35543,472.04462780151084,0.0,,118.02,7904.0,7968.0,,71,,0.0,32864,0.5,1680787769.0,0
,118.47,472.04462780151084,0,0.0,0.0,118.2,117.34,9184.0,7808.0,,,0.0,135,0.0,0.0,4,0.0,,0.0,36091,472.04462780151084,0.0,,118.02,7904.0,7968.0,,72,,0.0,32864,0.5,1680787771.0,0
,118.47,472.04462780151084,0,0.0,0.0,118.2,117.34,9184.0,7808.0,,,0.0,136,0.0,0.0,4,0.0,,0.0,36642,472.04462780151084,0.0,,118.02,7904.0,7968.0,,73,,0.0,32864,0.5,1680787772.0,0
,118.47,472.04462780151084,0,0.0,0.0,118.2,117.34,9184.0,7808.0,,,0.0,137,0.0,0.0,4,0.0,,0.0,37194,472.04462780151084,0.0,,118.02,7904.0,7968.0,,74,,0.0,32864,0.5,1680787773.0,0
,118.47,472.04462780151084,0,0.0,0.0,118.2,117.34,9184.0,7808.0,,,0.0,138,0.0,0.0,4,0.0,,0.0,37744,472.04462780151084,0.0,,118.02,7904.0,7968.0,,75,,0.0,32864,0.5,1680787774.0,0
,118.47,472.04462780151084,0,0.0,0.0,118.2,117.34,9184.0,7808.0,,,0.0,139,0.0,0.0,4,0.0,,0.0,38292,472.04462780151084,0.0,,118.02,7904.0,7968.0,,76,,0.0,32864,0.5,1680787775.0,0
,118.47,472.04462780151084,0,0.0,0.0,118.2,117.34,9184.0,7808.0,,,0.0,140,0.0,0.0,4,0.0,,0.0,38843,472.04462780151084,0.0,,118.02,7904.0,7968.0,,77,,0.0,32864,0.5,1680787776.0,0
,118.47,472.04462780151084,0,0.0,0.0,118.2,117.34,9184.0,7808.0,,,0.0,142,0.0,0.0,4,0.0,,0.0,39393,472.04462780151084,0.0,,118.02,7904.0,7968.0,,78,,0.0,32864,0.5,1680787778.0,0
,118.47,472.04462780151084,0,0.0,0.0,118.2,117.34,9184.0,7808.0,,,0.0,143,0.0,0.0,4,0.0,,0.0,39944,472.04462780151084,0.0,,118.02,7904.0,7968.0,,79,,0.0,32864,0.5,1680787779.0,0
,118.47,472.04462780151084,0,0.0,0.0,118.2,117.34,9184.0,7808.0,,,0.0,144,0.0,0.0,4,0.0,,0.0,40490,472.04462780151084,0.0,,118.02,7904.0,7968.0,,80,,0.0,32864,0.5,1680787780.0,0
,118.47,472.04462780151084,0,0.0,0.0,118.2,117.34,9184.0,7808.0,,,0.0,145,0.0,0.0,4,0.0,,0.0,41042,472.04462780151084,0.0,,118.02,7904.0,7968.0,,81,,0.0,32864,0.5,1680787781.0,0
,118.47,452.3056612984193,1,0.0,0.0,118.2,117.34,9184.0,7808.0,,,0.0,146,0.0,0.0,4,0.0,,71.03,641,452.3056612984193,0.0,,118.02,7904.0,7968.0,,82,,0.0,512,10.0,1680787782.0,0
32864.0,112.39,439.5556388678041,1,0.0,0.0,114.67,110.39,128.0,128.0,95.34157522628084,0.0,0.0,147,1.0,1.0,4,1.0,344.69747245104315,71.98,1129,439.5556388678041,1.0,1.0,114.85,128.0,128.0,32864.0,83,0.0,0.0,1024,10.0,1680787783.0,0
,108.67,404.41273568319616,1,0.0,0.0,112.37,108.86,256.0,256.0,,,0.0,149,1.0,1.0,4,1.0,,77.28,1516,404.41273568319616,1.0,,109.65,256.0,256.0,,84,,0.0,1312,10.0,1680787785.0,0
,93.32,409.20738274740836,1,0.0,0.0,94.26,108.23,320.0,320.0,,,0.0,150,1.0,1.0,4,1.0,,75.21,1990,409.20738274740836,1.0,,108.6,352.0,320.0,,85,,0.0,1888,10.0,1680787786.0,0
,103.96,432.66682870135764,1,0.0,0.0,103.08,99.97,480.0,448.0,,,0.0,151,1.0,1.0,4,1.0,,69.83,2556,432.66682870135764,1.0,,102.19,480.0,480.0,,86,,0.0,2464,10.0,1680787787.0,0
,109.0,448.35865081345474,1,0.0,0.0,109.37,106.82,608.0,608.0,,,0.0,152,1.0,1.0,4,1.0,,66.14,3114,448.35865081345474,1.0,,107.48,640.0,608.0,,87,,0.0,3040,10.0,1680787788.0,0
,113.05,458.0274563784193,1,0.0,0.0,112.71,110.74,768.0,736.0,,,0.0,153,1.0,1.0,4,1.0,,63.53,3672,458.0274563784193,1.0,,111.86,768.0,768.0,,88,,0.0,3552,10.0,1680787789.0,0
,115.08,464.37136913177324,1,0.0,0.0,114.92,113.45,896.0,864.0,,,0.0,154,1.0,1.0,4,1.0,,61.46,4228,464.37136913177324,1.0,,114.57,896.0,896.0,,89,,0.0,4128,10.0,1680787790.0,0
,116.51,468.8814118240358,1,0.0,0.0,116.42,115.46,1024.0,1024.0,,,0.0,156,1.0,1.0,4,1.0,,59.68,4785,468.8814118240358,1.0,,115.98,1056.0,1024.0,,90,,0.0,4704,10.0,1680787792.0,0
,117.73,471.04995334139846,1,0.0,0.0,117.54,116.52,1184.0,1152.0,,,0.0,157,1.0,1.0,4,1.0,,58.22,5345,471.04995334139846,1.0,,117.09,1184.0,1184.0,,91,,0.0,5216,10.0,1680787793.0,0
,118.18,472.6811305015188,1,0.0,0.0,118.16,117.29,1312.0,1280.0,,,0.0,158,1.0,1.0,4,1.0,,56.85,5898,472.6811305015188,1.0,,117.42,1312.0,1312.0,,92,,0.0,5792,10.0,1680787794.0,0
,118.71,473.63678956572477,1,0.0,0.0,118.57,117.71,1440.0,1440.0,,,0.0,159,1.0,1.0,4,1.0,,55.56,6453,473.63678956572477,1.0,,117.69,1472.0,1440.0,,93,,0.0,6368,10.0,1680787795.0,0
,118.85,473.655670402613,1,0.0,0.0,118.68,118.08,1600.0,1568.0,,,0.0,160,1.0,1.0,4,1.0,,54.39,7005,473.655670402613,1.0,,118.03,1600.0,1600.0,,94,,0.0,6880,10.0,1680787796.0,0
,118.9,473.8851393336528,1,0.0,0.0,118.68,118.02,1728.0,1696.0,,,0.0,161,1.0,1.0,4,1.0,,53.2,7558,473.8851393336528,1.0,,118.05,1728.0,1728.0,,95,,0.0,7456,10.0,1680787797.0,0
,118.89,473.73618191139934,1,0.0,0.0,118.69,118.08,1856.0,1856.0,,,0.0,163,1.0,1.0,4,1.0,,52.05,8110,473.73618191139934,1.0,,118.22,1888.0,1856.0,,96,,0.0,8000,10.0,1680787799.0,0
,118.83,473.3928903289663,1,0.0,0.0,118.64,118.0,1984.0,1984.0,,,0.0,164,1.0,1.0,4,1.0,,50.92,8662,473.3928903289663,1.0,,118.26,2016.0,2016.0,,97,,0.0,8544,10.0,1680787800.0,0
,118.72,472.96373867034856,1,0.0,0.0,118.53,117.93,2144.0,2112.0,,,0.0,165,1.0,1.0,4,1.0,,49.8,9215,472.96373867034856,1.0,,118.22,2144.0,2144.0,,98,,0.0,9120,10.0,1680787801.0,0
,118.69,472.65728948687246,1,0.0,0.0,118.41,117.85,2272.0,2272.0,,,0.0,166,1.0,1.0,4,1.0,,48.67,9765,472.65728948687246,1.0,,118.02,2304.0,2272.0,,99,,0.0,9664,10.0,1680787802.0,0
,118.56,472.28835105333894,1,0.0,0.0,118.32,117.71,2400.0,2400.0,,,0.0,167,1.0,1.0,4,1.0,,47.54,10315,472.28835105333894,1.0,,118.07,2432.0,2432.0,,100,,0.0,10208,10.0,1680787803.0,0
,118.56,471.8479462713991,1,0.0,0.0,118.22,117.54,2560.0,2528.0,,,0.0,168,1.0,1.0,4,1.0,,46.42,10863,471.8479462713991,1.0,,117.96,2560.0,2560.0,,101,,0.0,10720,10.0,1680787804.0,0
,118.5,471.5917516150791,1,0.0,0.0,118.2,117.45,2688.0,2656.0,,,0.0,170,1.0,1.0,4,1.0,,45.29,11411,471.5917516150791,1.0,,117.7,2688.0,2688.0,,102,,0.0,11328,10.0,1680787806.0,0
,118.37,471.27459727080543,1,0.0,0.0,118.03,117.5,2816.0,2816.0,,,0.0,171,1.0,1.0,4,1.0,,44.15,11962,471.27459727080543,1.0,,117.68,2848.0,2848.0,,103,,0.0,11872,10.0,1680787807.0,0
,118.24,471.03403681264865,1,0.0,0.0,117.93,117.47,2976.0,2944.0,,,0.0,172,1.0,1.0,4,1.0,,43.02,12506,471.03403681264865,1.0,,117.63,2976.0,2976.0,,104,,0.0,12384,10.0,1680787808.0,0
,118.31,470.8891195258253,1,0.0,0.0,117.86,117.36,3104.0,3072.0,,,0.0,173,1.0,1.0,4,1.0,,41.86,13055,470.8891195258253,1.0,,117.5,3104.0,3104.0,,105,,0.0,12960,10.0,1680787809.0,0
,118.28,470.4939444612164,1,0.0,0.0,117.82,117.37,3232.0,3232.0,,,0.0,174,1.0,1.0,4,1.0,,40.73,13604,470.4939444612164,1.0,,117.41,3264.0,3232.0,,106,,0.0,13504,10.0,1680787810.0,0
,118.11,470.17606102818087,1,0.0,0.0,117.78,117.27,3360.0,3360.0,,,0.0,175,1.0,1.0,4,1.0,,39.6,14149,470.17606102818087,1.0,,117.33,3392.0,3392.0,,107,,0.0,14048,10.0,1680787811.0,0
,118.01,469.9211964566518,1,0.0,0.0,117.61,117.25,3520.0,3488.0,,,0.0,177,1.0,1.0,4,1.0,,38.46,14694,469.9211964566518,1.0,,117.31,3520.0,3520.0,,108,,0.0,14560,10.0,1680787813.0,0
,118.12,469.625163957744,1,0.0,0.0,117.53,117.17,3648.0,3616.0,,,0.0,178,1.0,1.0,4,1.0,,37.33,15238,469.625163957744,1.0,,117.1,3648.0,3648.0,,109,,0.0,15168,10.0,1680787814.0,0
,118.05,469.55062419571794,1,0.0,0.0,117.41,117.18,3776.0,3776.0,,,0.0,179,1.0,1.0,4,1.0,,36.17,15783,469.55062419571794,1.0,,116.99,3808.0,3808.0,,110,,0.0,15680,10.0,1680787815.0,0
,118.14,469.3337932530087,1,0.0,0.0,117.41,117.04,3904.0,3904.0,,,0.0,180,1.0,1.0,4,1.0,,35.04,16324,469.3337932530087,1.0,,116.96,3936.0,3936.0,,111,,0.0,16224,10.0,1680787816.0,0
,118.17,469.0963719154152,1,0.0,0.0,117.35,116.95,4064.0,4032.0,,,0.0,181,1.0,1.0,4,1.0,,33.89,16868,469.0963719154152,1.0,,116.86,4064.0,4064.0,,112,,0.0,16736,10.0,1680787817.0,0
,118.12,469.2269420448204,1,0.0,0.0,117.25,116.94,4192.0,4160.0,,,0.0,182,1.0,1.0,4,1.0,,32.71,17417,469.2269420448204,1.0,,116.79,4192.0,4192.0,,113,,0.0,17344,10.0,1680787818.0,0
