03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_4_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
882,26.130539784655895,1,864,17,1220.26,63,0,10.0,26.130539784655895,1683585378,0,832.0,0.0,25.26,0.0,,,,,,,,,,,,,,,,,,,
922,26.94581004826889,1,896,18,1181.86,65,0,10.0,26.94581004826889,1683585380,0,864.0,0.0,26.13,0.0,,,,,,,,,,,,,,,,,,,
1056,28.450113079560776,1,960,19,1114.65,69,0,10.0,28.450113079560776,1683585384,0,896.0,0.0,26.95,0.0,,,,,,,,,,,,,,,,,,,
1210,30.891281792102696,1,1088,20,1021.59,73,0,10.0,30.891281792102696,1683585388,0,960.0,0.0,28.45,0.0,,,,,,,,,,,,,,,,,,,
1451,48.885763481770134,2,1408,21,640.62,74,0,10.0,48.885763481770134,1683585389,0,1088.0,0.0,30.89,0.0,,,,,,,,,,,,,,,,,,,
1543,51.80082063016616,2,1504,22,602.79,75,0,10.0,51.80082063016616,1683585390,0,1248.0,0.0,33.02,0.0,160.0,0.0,0.0,15.87,,,,,,,,,,,,,,,
1651,55.96772255614583,2,1600,23,555.99,77,0,10.0,55.96772255614583,1683585392,0,1312.0,0.0,33.65,0.0,192.0,0.0,0.0,18.15,,,,,,,,,,,,,,,
1758,59.57194820142707,2,1728,24,520.55,78,0,10.0,59.57194820142707,1683585393,0,1344.0,0.0,33.92,0.0,256.0,0.0,0.0,22.05,,,,,,,,,,,,,,,
1851,61.107164957559135,2,1792,25,505.94,79,0,10.0,61.107164957559135,1683585394,0,1408.0,0.0,34.37,0.0,320.0,0.0,0.0,25.2,,,,,,,,,,,,,,,
1957,63.71435655276608,2,1920,26,483.58,81,0,10.0,63.71435655276608,1683585396,0,1440.0,0.0,34.56,0.0,352.0,0.0,0.0,26.54,,,,,,,,,,,,,,,
2087,68.14448565047756,3,2016,27,450.23,82,0,10.0,68.14448565047756,1683585397,0,1504.0,0.0,34.88,0.0,416.0,0.0,0.0,28.84,,,,,,,,,,,,,,,
2326,82.86007100635474,4,2272,28,367.39,83,0,10.0,82.86007100635474,1683585398,0,1536.0,0.0,35.01,0.0,448.0,0.0,0.0,29.81,3.32,0.0,0.0,32.0,,,,,,,,,,,
2507,89.90902535322219,4,2432,29,336.58,85,0,10.0,89.90902535322219,1683585400,0,1600.0,0.0,35.24,0.0,512.0,0.0,0.0,31.46,9.25,0.0,0.0,96.0,6.91,64.0,0.0,0.0,,,,,,,
2733,100.45190932969068,4,2656,30,299.0,86,0,10.0,100.45190932969068,1683585401,0,1632.0,0.0,35.34,0.0,576.0,0.0,0.0,32.8,11.87,0.0,0.0,128.0,9.9,96.0,0.0,0.0,,,,,,,
2938,107.75088923338178,4,2848,31,276.84,87,0,10.0,107.75088923338178,1683585402,0,1696.0,0.0,35.49,0.0,608.0,0.0,0.0,33.37,16.5,0.0,0.0,192.0,15.09,160.0,0.0,0.0,,,,,,,
3141,113.59164081682086,4,3040,32,260.82,89,0,10.0,113.59164081682086,1683585404,0,1728.0,0.0,35.55,0.0,672.0,0.0,0.0,34.33,18.53,0.0,0.0,224.0,19.34,224.0,0.0,0.0,,,,,,,
3360,120.42207867180431,4,3264,33,244.21,90,0,10.0,120.42207867180431,1683585405,0,1792.0,0.0,35.62,0.0,704.0,0.0,0.0,34.72,22.08,0.0,0.0,288.0,21.18,256.0,0.0,0.0,,,,,,,
3552,123.68228784112206,4,3456,34,236.22,91,0,10.0,123.68228784112206,1683585406,0,1824.0,0.0,35.65,0.0,768.0,0.0,0.0,35.41,25.03,0.0,0.0,352.0,24.33,320.0,0.0,0.0,,,,,,,
3765,128.44723487065127,4,3648,35,225.8,93,0,10.0,128.44723487065127,1683585408,0,1888.0,0.0,35.74,0.0,832.0,0.0,0.0,35.95,26.31,0.0,0.0,384.0,25.68,352.0,0.0,0.0,,,,,,,
3960,130.81105099157386,4,3840,36,220.23,94,0,10.0,130.81105099157386,1683585409,0,1920.0,0.0,35.75,0.0,864.0,0.0,0.0,36.18,28.52,0.0,0.0,448.0,27.99,416.0,0.0,0.0,,,,,,,
4169,134.33629855003662,4,4032,37,212.89,95,0,10.0,134.33629855003662,1683585410,0,1984.0,0.0,35.78,0.0,928.0,0.0,0.0,36.57,29.46,0.0,0.0,480.0,29.0,448.0,0.0,0.0,,,,,,,
4377,137.3124709312251,4,4288,38,206.76,97,0,10.0,137.3124709312251,1683585412,0,2016.0,0.0,35.79,0.0,960.0,0.0,0.0,36.75,31.11,0.0,0.0,544.0,30.69,512.0,0.0,0.0,,,,,,,
4574,138.6788600740265,4,4448,39,203.31,98,0,10.0,138.6788600740265,1683585413,0,2080.0,0.0,35.81,0.0,1024.0,0.0,0.0,37.01,32.42,0.0,0.0,608.0,32.06,576.0,0.0,0.0,,,,,,,
4779,140.74689076689842,4,4672,40,198.86,99,0,10.0,140.74689076689842,1683585414,0,2112.0,0.0,35.81,0.0,1088.0,0.0,0.0,37.22,33.0,0.0,0.0,640.0,32.65,608.0,0.0,0.0,,,,,,,
4976,141.73339374896162,4,4832,41,196.08,101,0,10.0,141.73339374896162,1683585416,0,2176.0,0.0,35.82,0.0,1120.0,0.0,0.0,37.3,33.97,0.0,0.0,704.0,33.65,672.0,0.0,0.0,,,,,,,
5181,143.1648958747574,4,5056,42,192.7,102,0,10.0,143.1648958747574,1683585417,0,2208.0,0.0,35.82,0.0,1184.0,0.0,0.0,37.46,34.38,0.0,0.0,736.0,34.08,704.0,0.0,0.0,,,,,,,
5383,144.365148189418,4,5280,43,189.69,103,0,10.0,144.365148189418,1683585418,0,2272.0,0.0,35.8,0.0,1216.0,0.0,0.0,37.52,35.08,0.0,0.0,800.0,34.77,768.0,0.0,0.0,,,,,,,
5581,144.86305288675152,4,5440,44,187.68,105,0,10.0,144.86305288675152,1683585420,0,2304.0,0.0,35.8,0.0,1280.0,0.0,0.0,37.58,35.64,0.0,0.0,864.0,35.35,832.0,0.0,0.0,,,,,,,
5783,145.7273716654075,4,5664,45,185.17,106,0,10.0,145.7273716654075,1683585421,0,2368.0,0.0,35.79,0.0,1312.0,0.0,0.0,37.6,35.9,0.0,0.0,896.0,35.57,864.0,0.0,0.0,,,,,,,
5981,146.12782823220851,4,5856,46,183.31,107,0,10.0,146.12782823220851,1683585422,0,2400.0,0.0,35.76,0.0,1376.0,0.0,0.0,37.66,36.3,0.0,0.0,960.0,36.0,928.0,0.0,0.0,,,,,,,
6181,146.68806827630127,4,6048,47,181.25,109,0,10.0,146.68806827630127,1683585424,0,2464.0,0.0,35.79,0.0,1440.0,0.0,0.0,37.69,36.48,0.0,0.0,992.0,36.17,960.0,0.0,0.0,,,,,,,
6380,147.04763111756492,4,6272,48,179.45,110,0,10.0,147.04763111756492,1683585425,0,2496.0,0.0,35.77,0.0,1472.0,0.0,0.0,37.71,36.75,0.0,0.0,1056.0,36.46,1024.0,0.0,0.0,,,,,,,
6579,147.3109946068928,4,6432,49,177.78,111,0,10.0,147.3109946068928,1683585426,0,2560.0,0.0,35.76,0.0,1536.0,0.0,0.0,37.74,36.97,0.0,0.0,1120.0,36.58,1056.0,0.0,0.0,,,,,,,
6779,147.6315400253269,4,6656,50,176.04,113,0,10.0,147.6315400253269,1683585428,0,2592.0,0.0,35.74,0.0,1568.0,0.0,0.0,37.73,37.06,0.0,0.0,1152.0,36.78,1120.0,0.0,0.0,,,,,,,
6976,147.71608223074455,4,6816,51,174.6,114,0,10.0,147.71608223074455,1683585429,0,2624.0,0.0,35.73,0.0,1632.0,0.0,0.0,37.74,37.21,0.0,0.0,1216.0,36.96,1184.0,0.0,0.0,,,,,,,
7175,147.9058158250407,4,7040,52,173.04,115,0,10.0,147.9058158250407,1683585430,0,2688.0,0.0,35.72,0.0,1664.0,0.0,0.0,37.75,37.23,0.0,0.0,1248.0,37.02,1216.0,0.0,0.0,,,,,,,
7373,147.98997848371005,4,7232,53,171.6,117,0,10.0,147.98997848371005,1683585432,0,2720.0,0.0,35.7,0.0,1728.0,0.0,0.0,37.73,37.34,0.0,0.0,1312.0,37.14,1280.0,0.0,0.0,,,,,,,
7573,148.1079102138711,4,7424,54,170.11,118,0,10.0,148.1079102138711,1683585433,0,2784.0,0.0,35.71,0.0,1792.0,0.0,0.0,37.73,37.38,0.0,0.0,1344.0,37.18,1312.0,0.0,0.0,,,,,,,
7771,148.18070139291808,4,7648,55,168.69,119,0,10.0,148.18070139291808,1683585434,0,2816.0,0.0,35.72,0.0,1824.0,0.0,0.0,37.7,37.44,0.0,0.0,1408.0,37.24,1376.0,0.0,0.0,,,,,,,
7970,148.22587048632232,4,7808,56,167.3,121,0,10.0,148.22587048632232,1683585436,0,2880.0,0.0,35.74,0.0,1888.0,0.0,0.0,37.67,37.5,0.0,0.0,1472.0,37.27,1408.0,0.0,0.0,,,,,,,
8169,148.28657419517862,4,8064,57,165.89,122,0,10.0,148.28657419517862,1683585437,0,2912.0,0.0,35.74,0.0,1920.0,0.0,0.0,37.66,37.51,0.0,0.0,1504.0,37.31,1472.0,0.0,0.0,,,,,,,
8366,148.2924175454453,4,8192,58,164.55,123,0,10.0,148.2924175454453,1683585438,0,2976.0,0.0,35.78,0.0,1984.0,0.0,0.0,37.61,37.54,0.0,0.0,1568.0,37.36,1536.0,0.0,0.0,,,,,,,
8564,148.31519291774072,4,8448,59,163.2,125,0,10.0,148.31519291774072,1683585440,0,3008.0,0.0,35.79,0.0,2016.0,0.0,0.0,37.59,37.54,0.0,0.0,1600.0,37.37,1568.0,0.0,0.0,,,,,,,
8762,148.32890634869835,4,8608,60,161.84,126,0,10.0,148.32890634869835,1683585441,0,3072.0,0.0,35.82,0.0,2080.0,0.0,0.0,37.57,37.53,0.0,0.0,1664.0,37.4,1632.0,0.0,0.0,,,,,,,
8961,148.35240570158214,4,8832,61,160.47,127,0,10.0,148.35240570158214,1683585442,0,3104.0,0.0,35.84,0.0,2144.0,0.0,0.0,37.55,37.53,0.0,0.0,1696.0,37.41,1664.0,0.0,0.0,,,,,,,
9159,148.30966571422115,4,9024,62,159.19,129,0,10.0,148.30966571422115,1683585444,0,3168.0,0.0,35.87,0.0,2176.0,0.0,0.0,37.53,37.53,0.0,0.0,1760.0,37.43,1728.0,0.0,0.0,,,,,,,
9357,148.30909163514022,4,9216,63,157.85,130,0,10.0,148.30909163514022,1683585445,0,3200.0,0.0,35.87,0.0,2240.0,0.0,0.0,37.48,37.53,0.0,0.0,1824.0,37.43,1760.0,0.0,0.0,,,,,,,
9556,148.30379710832017,4,9408,64,156.52,132,0,10.0,148.30379710832017,1683585447,0,3264.0,0.0,35.88,0.0,2272.0,0.0,0.0,37.46,37.53,0.0,0.0,1856.0,37.44,1824.0,0.0,0.0,,,,,,,
9753,148.28039763196065,4,9600,65,155.21,133,0,10.0,148.28039763196065,1683585448,0,3296.0,0.0,35.9,0.0,2336.0,0.0,0.0,37.43,37.53,0.0,0.0,1920.0,37.44,1856.0,0.0,0.0,,,,,,,
9949,148.13457659554922,4,9824,66,154.04,134,0,10.0,148.13457659554922,1683585449,0,3360.0,0.0,35.92,0.0,2368.0,0.0,0.0,37.4,37.53,0.0,0.0,1952.0,37.43,1920.0,0.0,0.0,,,,,,,
10147,148.1193474859664,4,9984,67,152.72,136,0,10.0,148.1193474859664,1683585451,0,3392.0,0.0,35.95,0.0,2432.0,0.0,0.0,37.36,37.4,0.0,0.0,2016.0,37.42,1984.0,0.0,0.0,,,,,,,
10345,148.06861966377298,4,10208,68,151.44,137,0,10.0,148.06861966377298,1683585452,0,3456.0,0.0,35.98,0.0,2464.0,0.0,0.0,37.33,37.39,0.0,0.0,2048.0,37.42,2016.0,0.0,0.0,,,,,,,
10542,148.03407212289966,4,10400,69,150.14,138,0,10.0,148.03407212289966,1683585453,0,3488.0,0.0,36.0,0.0,2528.0,0.0,0.0,37.3,37.38,0.0,0.0,2112.0,37.39,2080.0,0.0,0.0,,,,,,,
10739,147.97484820249855,4,10592,70,148.87,140,0,10.0,147.97484820249855,1683585455,0,3552.0,0.0,36.02,0.0,2592.0,0.0,0.0,37.25,37.37,0.0,0.0,2144.0,37.39,2112.0,0.0,0.0,,,,,,,
10936,147.89889743880835,4,10816,71,147.61,141,0,10.0,147.89889743880835,1683585456,0,3584.0,0.0,36.04,0.0,2624.0,0.0,0.0,37.21,37.36,0.0,0.0,2208.0,37.36,2176.0,0.0,0.0,,,,,,,
11134,147.86734143806285,4,11008,72,146.31,142,0,10.0,147.86734143806285,1683585457,0,3648.0,0.0,36.06,0.0,2688.0,0.0,0.0,37.17,37.32,0.0,0.0,2272.0,37.35,2208.0,0.0,0.0,,,,,,,
11330,147.7507052056796,4,11200,73,145.09,144,0,10.0,147.7507052056796,1683585459,0,3712.0,0.0,36.08,0.0,2720.0,0.0,0.0,37.15,37.31,0.0,0.0,2304.0,37.33,2272.0,0.0,0.0,,,,,,,
11527,147.70149974388858,4,11392,74,143.81,145,0,10.0,147.70149974388858,1683585460,0,3744.0,0.0,36.09,0.0,2784.0,0.0,0.0,37.08,37.28,0.0,0.0,2368.0,37.3,2304.0,0.0,0.0,,,,,,,
11724,147.64027114917616,4,11616,75,142.53,146,0,10.0,147.64027114917616,1683585461,0,3808.0,0.0,36.12,0.0,2816.0,0.0,0.0,37.05,37.24,0.0,0.0,2400.0,37.29,2368.0,0.0,0.0,,,,,,,
11921,147.59413118589055,4,11776,76,141.25,148,0,10.0,147.59413118589055,1683585463,0,3840.0,0.0,36.14,0.0,2880.0,0.0,0.0,37.01,37.22,0.0,0.0,2464.0,37.27,2432.0,0.0,0.0,,,,,,,
12117,147.50113051300886,4,12000,77,140.01,149,0,10.0,147.50113051300886,1683585464,0,3904.0,0.0,36.14,0.0,2912.0,0.0,0.0,36.98,37.2,0.0,0.0,2496.0,37.27,2464.0,0.0,0.0,,,,,,,
12313,147.45301083688395,4,12160,78,138.72,150,0,10.0,147.45301083688395,1683585465,0,3936.0,0.0,36.15,0.0,2976.0,0.0,0.0,36.94,37.17,0.0,0.0,2560.0,37.24,2528.0,0.0,0.0,,,,,,,
12509,147.35832704867238,4,12384,79,137.48,152,0,10.0,147.35832704867238,1683585467,0,4000.0,0.0,36.17,0.0,3008.0,0.0,0.0,36.92,37.13,0.0,0.0,2592.0,37.24,2560.0,0.0,0.0,,,,,,,
12705,147.32196891772912,4,12544,80,136.18,153,0,10.0,147.32196891772912,1683585468,0,4032.0,0.0,36.16,0.0,3072.0,0.0,0.0,36.89,37.09,0.0,0.0,2656.0,37.22,2624.0,0.0,0.0,,,,,,,
12901,147.24627311339054,4,12768,81,134.92,154,0,10.0,147.24627311339054,1683585469,0,4096.0,0.0,36.18,0.0,3104.0,0.0,0.0,36.87,37.07,0.0,0.0,2688.0,37.21,2656.0,0.0,0.0,,,,,,,
13097,147.20848583470803,4,12992,82,133.63,156,0,10.0,147.20848583470803,1683585471,0,4128.0,0.0,36.18,0.0,3168.0,0.0,0.0,36.84,37.04,0.0,0.0,2752.0,37.18,2720.0,0.0,0.0,,,,,,,
13293,147.14670501867693,4,13152,83,132.35,157,0,10.0,147.14670501867693,1683585472,0,4192.0,0.0,36.2,0.0,3232.0,0.0,0.0,36.81,37.02,0.0,0.0,2816.0,37.18,2752.0,0.0,0.0,,,,,,,
13488,147.04161245621793,4,13408,84,131.12,158,0,10.0,147.04161245621793,1683585473,0,4224.0,0.0,36.21,0.0,3264.0,0.0,0.0,36.79,37.0,0.0,0.0,2848.0,37.14,2816.0,0.0,0.0,,,,,,,
13684,147.00912006167826,4,13536,85,129.82,160,0,10.0,147.00912006167826,1683585475,0,4288.0,0.0,36.19,0.0,3328.0,0.0,0.0,36.75,36.96,0.0,0.0,2912.0,37.14,2880.0,0.0,0.0,,,,,,,
13879,146.91348210376503,4,13792,86,128.57,161,0,10.0,146.91348210376503,1683585476,0,4320.0,0.0,36.21,0.0,3360.0,0.0,0.0,36.73,36.94,0.0,0.0,2944.0,37.13,2912.0,0.0,0.0,,,,,,,
14078,146.86265007922333,4,13920,87,127.26,162,0,10.0,146.86265007922333,1683585477,0,4384.0,0.0,36.21,0.0,3424.0,0.0,0.0,36.69,36.9,0.0,0.0,3008.0,37.11,2976.0,0.0,0.0,,,,,,,
14273,146.7532878767918,4,14176,88,126.03,164,0,10.0,146.7532878767918,1683585479,0,4416.0,0.0,36.21,0.0,3456.0,0.0,0.0,36.67,36.88,0.0,0.0,3040.0,37.1,3008.0,0.0,0.0,,,,,,,
14468,146.7042552638264,4,14304,89,124.74,165,0,10.0,146.7042552638264,1683585480,0,4480.0,0.0,36.2,0.0,3520.0,0.0,0.0,36.65,36.85,0.0,0.0,3104.0,37.05,3072.0,0.0,0.0,,,,,,,
14663,146.6286882153442,4,14560,90,123.48,166,0,10.0,146.6286882153442,1683585481,0,4512.0,0.0,36.2,0.0,3552.0,0.0,0.0,36.63,36.83,0.0,0.0,3136.0,37.05,3104.0,0.0,0.0,,,,,,,
14857,146.57358278970082,4,14688,91,122.2,168,0,10.0,146.57358278970082,1683585483,0,4576.0,0.0,36.19,0.0,3616.0,0.0,0.0,36.61,36.8,0.0,0.0,3200.0,37.03,3168.0,0.0,0.0,,,,,,,
15052,146.4749369436073,4,14944,92,120.95,169,0,10.0,146.4749369436073,1683585484,0,4608.0,0.0,36.19,0.0,3648.0,0.0,0.0,36.59,36.79,0.0,0.0,3232.0,37.0,3200.0,0.0,0.0,,,,,,,
15248,146.450089510106,4,15072,93,119.63,170,0,10.0,146.450089510106,1683585485,0,4672.0,0.0,36.19,0.0,3712.0,0.0,0.0,36.56,36.74,0.0,0.0,3296.0,36.99,3264.0,0.0,0.0,,,,,,,
15442,146.3897970396206,4,15328,94,118.35,172,0,10.0,146.3897970396206,1683585487,0,4704.0,0.0,36.19,0.0,3744.0,0.0,0.0,36.56,36.73,0.0,0.0,3328.0,36.98,3296.0,0.0,0.0,,,,,,,
15637,146.33906589787452,4,15456,95,117.07,173,0,10.0,146.33906589787452,1683585488,0,4768.0,0.0,36.2,0.0,3808.0,0.0,0.0,36.51,36.72,0.0,0.0,3392.0,36.96,3360.0,0.0,0.0,,,,,,,
15831,146.27409110334645,4,15712,96,115.79,174,0,10.0,146.27409110334645,1683585489,0,4800.0,0.0,36.19,0.0,3840.0,0.0,0.0,36.48,36.72,0.0,0.0,3424.0,36.94,3392.0,0.0,0.0,,,,,,,
16024,146.22230823013075,4,15872,97,114.51,176,0,10.0,146.22230823013075,1683585491,0,4864.0,0.0,36.18,0.0,3904.0,0.0,0.0,36.46,36.69,0.0,0.0,3488.0,36.94,3456.0,0.0,0.0,,,,,,,
16217,146.12969583542406,4,16096,98,113.26,177,0,10.0,146.12969583542406,1683585492,0,4896.0,0.0,36.17,0.0,3936.0,0.0,0.0,36.44,36.68,0.0,0.0,3520.0,36.93,3520.0,0.0,0.0,,,,,,,
16409,145.9739748129867,4,16288,99,112.07,178,0,10.0,145.9739748129867,1683585493,0,4960.0,0.0,36.15,0.0,4000.0,0.0,0.0,36.4,36.66,0.0,0.0,3584.0,36.91,3552.0,0.0,0.0,,,,,,,
16602,145.94138685212263,4,16480,100,110.77,180,0,10.0,145.94138685212263,1683585495,0,4992.0,0.0,36.14,0.0,4032.0,0.0,0.0,36.3,36.64,0.0,0.0,3648.0,36.89,3616.0,0.0,0.0,,,,,,,
16795,145.8383061835801,4,16672,101,109.53,181,0,10.0,145.8383061835801,1683585496,0,5056.0,0.0,36.14,0.0,4096.0,0.0,0.0,36.29,36.63,0.0,0.0,3680.0,36.88,3648.0,0.0,0.0,,,,,,,
16988,145.7622096648944,4,16864,102,108.26,182,0,10.0,145.7622096648944,1683585497,0,5088.0,0.0,36.13,0.0,4128.0,0.0,0.0,36.28,36.58,0.0,0.0,3744.0,36.85,3712.0,0.0,0.0,,,,,,,
17181,145.69925488145577,4,17056,103,106.98,184,0,10.0,145.69925488145577,1683585499,0,5152.0,0.0,36.09,0.0,4192.0,0.0,0.0,36.26,36.58,0.0,0.0,3776.0,36.83,3744.0,0.0,0.0,,,,,,,
17374,145.65550527949276,4,17248,104,105.68,185,0,10.0,145.65550527949276,1683585500,0,5184.0,0.0,36.09,0.0,4224.0,0.0,0.0,36.26,36.55,0.0,0.0,3840.0,36.8,3808.0,0.0,0.0,,,,,,,
17568,145.6089651707115,4,17440,105,104.39,186,0,10.0,145.6089651707115,1683585501,0,5248.0,0.0,36.09,0.0,4288.0,0.0,0.0,36.22,36.55,0.0,0.0,3872.0,36.8,3840.0,0.0,0.0,,,,,,,
17761,145.5146771950286,4,17632,106,103.13,188,0,10.0,145.5146771950286,1683585503,0,5280.0,0.0,36.08,0.0,4320.0,0.0,0.0,36.22,36.53,0.0,0.0,3936.0,36.79,3904.0,0.0,0.0,,,,,,,
17953,145.47350175077491,4,17824,107,101.84,189,0,10.0,145.47350175077491,1683585504,0,5344.0,0.0,36.04,0.0,4384.0,0.0,0.0,36.18,36.52,0.0,0.0,3968.0,36.77,3936.0,0.0,0.0,,,,,,,
18146,145.41112088174978,4,18016,108,100.55,190,0,10.0,145.41112088174978,1683585505,0,5376.0,0.0,36.04,0.0,4416.0,0.0,0.0,36.19,36.48,0.0,0.0,4032.0,36.76,4000.0,0.0,0.0,,,,,,,
18339,145.3623042009276,4,18208,109,99.27,191,0,10.0,145.3623042009276,1683585506,0,5440.0,0.0,36.01,0.0,4480.0,0.0,0.0,36.19,36.45,0.0,0.0,4064.0,36.77,4032.0,0.0,0.0,,,,,,,
18531,145.32050888235648,4,18400,110,97.97,193,0,10.0,145.32050888235648,1683585508,0,5472.0,0.0,36.0,0.0,4512.0,0.0,0.0,36.17,36.43,0.0,0.0,4128.0,36.76,4096.0,0.0,0.0,,,,,,,
18724,145.3078599284955,4,18592,111,96.65,194,0,10.0,145.3078599284955,1683585509,0,5536.0,0.0,36.0,0.0,4576.0,0.0,0.0,36.14,36.42,0.0,0.0,4160.0,36.76,4128.0,0.0,0.0,,,,,,,
18919,145.2677874111439,4,18784,112,95.34,195,0,10.0,145.2677874111439,1683585510,0,5568.0,0.0,36.02,0.0,4608.0,0.0,0.0,36.13,36.43,0.0,0.0,4224.0,36.73,4192.0,0.0,0.0,,,,,,,
19111,145.23654035795175,4,18976,113,94.03,197,0,10.0,145.23654035795175,1683585512,0,5632.0,0.0,36.01,0.0,4672.0,0.0,0.0,36.09,36.42,0.0,0.0,4256.0,36.74,4224.0,0.0,0.0,,,,,,,
19305,145.2124073994296,4,19168,114,92.72,198,0,10.0,145.2124073994296,1683585513,0,5664.0,0.0,36.01,0.0,4704.0,0.0,0.0,36.08,36.43,0.0,0.0,4320.0,36.72,4288.0,0.0,0.0,,,,,,,
19496,145.1734415967561,4,19360,115,91.42,199,0,10.0,145.1734415967561,1683585514,0,5728.0,0.0,36.0,0.0,4768.0,0.0,0.0,36.06,36.41,0.0,0.0,4352.0,36.73,4320.0,0.0,0.0,,,,,,,
19689,145.139185369869,4,19584,116,90.11,201,0,10.0,145.139185369869,1683585516,0,5760.0,0.0,36.0,0.0,4800.0,0.0,0.0,36.06,36.38,0.0,0.0,4416.0,36.73,4384.0,0.0,0.0,,,,,,,
