04_peers/peer_2_samples_per_second,03_hivemind/global_samples_accumulated,04_peers/peer_3_epoch,03_hivemind/global_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_2_epoch_oos,04_peers/peer_3_epoch_oos,03_hivemind/epoch_based_sps,_step,03_hivemind/epoch_s,03_hivemind/num_peers,04_peers/peer_1_epoch,04_peers/peer_2_epoch,03_hivemind/estimated_current_samples,03_hivemind/undershot_TBS,04_peers/peer_2_samples_accumulated,_runtime,04_peers/peer_3_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,_timestamp,04_peers/peer_4_epoch,03_hivemind/num_clients,03_hivemind/reached_TBS,03_hivemind/overshot_TBS,03_hivemind/eta_next_epoch_s,03_hivemind/total_training_samples,04_peers/peer_3_samples_accumulated,04_peers/peer_4_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_per_second,04_peers/peer_4_samples_accumulated,03_hivemind/per_epoch_training_samples,03_hivemind/actual_total_samples_per_second,04_peers/peer_4_samples_per_second
36.19,128,0.0,1,0.0,0.0,0.0,,206,,4,0.0,0.0,258,,8128.0,280,36.47,8352.0,150.88543286872127,1680786940.0,0.0,0,,,215.46,,8160.0,0.0,10.0,36.16,8192.0,,150.88543286872127,36.65
37.57,352,1.0,1,0.0,0.0,0.0,137.00779950974373,207,239.63599238498136,4,1.0,1.0,384,0.0,32.0,281,37.86,32.0,146.27186401836923,1680786941.0,1.0,0,0.0,1.0,221.4,32832.0,32.0,0.0,10.0,37.46,32.0,32832.0,146.27186401836923,37.99
36.86,512,1.0,1,0.0,0.0,0.0,,208,,4,1.0,1.0,569,,96.0,282,37.11,64.0,147.77603397399798,1680786942.0,1.0,0,,,217.89,,96.0,0.0,10.0,35.08,96.0,,147.77603397399798,37.22
36.82,640,1.0,1,0.0,0.0,0.0,,209,,4,1.0,1.0,739,,128.0,283,37.08,128.0,147.62096368717738,1680786943.0,1.0,0,,,216.97,,128.0,0.0,10.0,36.67,128.0,,147.62096368717738,37.2
36.77,832,1.0,1,0.0,0.0,0.0,,210,,4,1.0,1.0,909,,160.0,284,37.05,160.0,147.4563250357038,1680786944.0,1.0,0,,,216.06,,160.0,0.0,10.0,36.62,160.0,,147.4563250357038,37.18
36.75,1024,1.0,1,0.0,0.0,0.0,,211,,4,1.0,1.0,1077,,192.0,285,36.98,192.0,147.2706883055316,1680786945.0,1.0,0,,,215.19,,224.0,0.0,10.0,36.59,224.0,,147.2706883055316,37.13
36.68,1152,1.0,1,0.0,0.0,0.0,,212,,4,1.0,1.0,1247,,256.0,287,36.95,256.0,147.1722346526426,1680786947.0,1.0,0,,,214.18,,256.0,0.0,10.0,36.53,256.0,,147.1722346526426,37.11
36.66,1344,1.0,1,0.0,0.0,0.0,,213,,4,1.0,1.0,1416,,288.0,288,36.91,288.0,146.98977952747492,1680786948.0,1.0,0,,,213.29,,288.0,0.0,10.0,36.52,288.0,,146.98977952747492,37.08
36.63,1536,1.0,1,0.0,0.0,0.0,,214,,4,1.0,1.0,1586,,320.0,289,36.87,320.0,146.8363128299619,1680786949.0,1.0,0,,,212.36,,352.0,0.0,10.0,36.47,352.0,,146.8363128299619,37.03
36.58,1664,1.0,1,0.0,0.0,0.0,,215,,4,1.0,1.0,1756,,384.0,290,36.85,384.0,146.73025203678782,1680786950.0,1.0,0,,,211.36,,384.0,0.0,10.0,36.41,384.0,,146.73025203678782,37.0
36.54,1856,1.0,1,0.0,0.0,0.0,,216,,4,1.0,1.0,1924,,416.0,291,36.83,416.0,146.54397709785292,1680786951.0,1.0,0,,,210.48,,416.0,0.0,10.0,36.37,416.0,,146.54397709785292,36.98
36.51,2048,1.0,1,0.0,0.0,0.0,,217,,4,1.0,1.0,2094,,448.0,292,36.77,448.0,146.38199316445375,1680786952.0,1.0,0,,,209.55,,480.0,0.0,10.0,36.34,480.0,,146.38199316445375,36.92
36.45,2176,1.0,1,0.0,0.0,0.0,,218,,4,1.0,1.0,2262,,512.0,294,36.72,512.0,146.25954746081564,1680786954.0,1.0,0,,,208.57,,512.0,0.0,10.0,36.32,512.0,,146.25954746081564,36.9
36.41,2336,1.0,1,0.0,0.0,0.0,,219,,4,1.0,1.0,2433,,544.0,295,36.69,544.0,146.11991359132,1680786955.0,1.0,0,,,207.6,,544.0,0.0,10.0,36.29,544.0,,146.11991359132,36.87
36.38,2560,1.0,1,0.0,0.0,0.0,,220,,4,1.0,1.0,2600,,576.0,296,36.66,576.0,145.85727438889785,1680786956.0,1.0,0,,,206.83,,576.0,0.0,10.0,36.27,608.0,,145.85727438889785,36.82
36.31,2688,1.0,1,0.0,0.0,0.0,,221,,4,1.0,1.0,2768,,640.0,297,36.54,640.0,145.75095362197894,1680786957.0,1.0,0,,,205.83,,640.0,0.0,10.0,36.22,640.0,,145.75095362197894,36.79
36.27,2848,1.0,1,0.0,0.0,0.0,,222,,4,1.0,1.0,2936,,672.0,298,36.52,672.0,145.60980132241167,1680786958.0,1.0,0,,,204.88,,672.0,0.0,10.0,36.2,672.0,,145.60980132241167,36.77
36.24,3040,1.0,1,0.0,0.0,0.0,,223,,4,1.0,1.0,3103,,704.0,299,36.47,704.0,145.43803353780612,1680786959.0,1.0,0,,,203.97,,704.0,0.0,10.0,36.18,736.0,,145.43803353780612,36.71
36.19,3200,1.0,1,0.0,0.0,0.0,,224,,4,1.0,1.0,3271,,768.0,301,36.4,736.0,145.28540156175612,1680786961.0,1.0,0,,,203.03,,768.0,0.0,10.0,36.16,768.0,,145.28540156175612,36.68
36.17,3328,1.0,1,0.0,0.0,0.0,,225,,4,1.0,1.0,3439,,800.0,302,36.36,800.0,145.15018338312095,1680786962.0,1.0,0,,,202.06,,800.0,0.0,10.0,36.1,800.0,,145.15018338312095,36.66
36.14,3520,1.0,1,0.0,0.0,0.0,,226,,4,1.0,1.0,3606,,832.0,303,36.31,832.0,144.9739329721137,1680786963.0,1.0,0,,,201.15,,832.0,0.0,10.0,36.07,832.0,,144.9739329721137,36.63
36.12,3712,1.0,1,0.0,0.0,0.0,,227,,4,1.0,1.0,3774,,864.0,304,36.26,864.0,144.83941748937684,1680786964.0,1.0,0,,,200.18,,896.0,0.0,10.0,36.02,896.0,,144.83941748937684,36.57
36.06,3840,1.0,1,0.0,0.0,0.0,,228,,4,1.0,1.0,3941,,928.0,305,36.23,928.0,144.7109025948049,1680786965.0,1.0,0,,,199.2,,928.0,0.0,10.0,35.98,928.0,,144.7109025948049,36.57
36.04,4032,1.0,1,0.0,0.0,0.0,,229,,4,1.0,1.0,4108,,960.0,306,36.19,960.0,144.5388064202815,1680786966.0,1.0,0,,,198.29,,960.0,0.0,10.0,35.95,960.0,,144.5388064202815,36.53
36.0,4224,1.0,1,0.0,0.0,0.0,,230,,4,1.0,1.0,4274,,992.0,308,36.14,992.0,144.42862949652553,1680786968.0,1.0,0,,,197.28,,1024.0,0.0,10.0,35.91,1024.0,,144.42862949652553,36.49
35.98,4352,1.0,1,0.0,0.0,0.0,,231,,4,1.0,1.0,4443,,1056.0,309,36.12,1056.0,144.39030826778836,1680786969.0,1.0,0,,,196.17,,1056.0,0.0,10.0,35.87,1056.0,,144.39030826778836,36.46
35.98,4544,1.0,1,0.0,0.0,0.0,,232,,4,1.0,1.0,4610,,1088.0,310,36.09,1088.0,144.3035457527393,1680786970.0,1.0,0,,,195.13,,1088.0,0.0,10.0,35.86,1088.0,,144.3035457527393,36.46
35.97,4704,1.0,1,0.0,0.0,0.0,,233,,4,1.0,1.0,4777,,1120.0,311,36.07,1120.0,144.26121951598162,1680786971.0,1.0,0,,,194.03,,1152.0,0.0,10.0,35.86,1152.0,,144.26121951598162,36.41
35.97,4864,1.0,1,0.0,0.0,0.0,,234,,4,1.0,1.0,4946,,1184.0,312,36.07,1152.0,144.27394076808318,1680786972.0,1.0,0,,,192.84,,1184.0,0.0,10.0,35.84,1184.0,,144.27394076808318,36.39
35.97,5024,1.0,1,0.0,0.0,0.0,,235,,4,1.0,1.0,5114,,1216.0,313,36.09,1216.0,144.27050311306039,1680786973.0,1.0,0,,,191.68,,1216.0,0.0,10.0,35.83,1216.0,,144.27050311306039,36.38
35.97,5216,1.0,1,0.0,0.0,0.0,,236,,4,1.0,1.0,5281,,1248.0,315,36.11,1248.0,144.3043663247359,1680786975.0,1.0,0,,,190.48,,1248.0,0.0,10.0,35.84,1280.0,,144.3043663247359,36.36
35.98,5376,1.0,1,0.0,0.0,0.0,,237,,4,1.0,1.0,5449,,1312.0,316,36.15,1280.0,144.34643410649014,1680786976.0,1.0,0,,,189.26,,1312.0,0.0,10.0,35.82,1312.0,,144.34643410649014,36.36
35.99,5536,1.0,1,0.0,0.0,0.0,,238,,4,1.0,1.0,5617,,1344.0,317,36.17,1344.0,144.36525880837152,1680786977.0,1.0,0,,,188.07,,1344.0,0.0,10.0,35.82,1344.0,,144.36525880837152,36.36
36.0,5696,1.0,1,0.0,0.0,0.0,,239,,4,1.0,1.0,5786,,1376.0,318,36.18,1376.0,144.429090138799,1680786978.0,1.0,0,,,186.82,,1376.0,0.0,10.0,35.83,1408.0,,144.429090138799,36.36
36.01,5888,1.0,1,0.0,0.0,0.0,,240,,4,1.0,1.0,5954,,1408.0,319,36.21,1408.0,144.4633355719159,1680786979.0,1.0,0,,,185.61,,1440.0,0.0,10.0,35.84,1440.0,,144.4633355719159,36.38
36.02,6048,1.0,1,0.0,0.0,0.0,,241,,4,1.0,1.0,6121,,1472.0,320,36.22,1472.0,144.50325838475055,1680786980.0,1.0,0,,,184.4,,1472.0,0.0,10.0,35.85,1472.0,,144.50325838475055,36.38
36.03,6208,1.0,1,0.0,0.0,0.0,,242,,4,1.0,1.0,6289,,1504.0,321,36.23,1504.0,144.55544424969258,1680786981.0,1.0,0,,,183.17,,1504.0,0.0,10.0,35.85,1536.0,,144.55544424969258,36.4
36.04,6368,1.0,1,0.0,0.0,0.0,,243,,4,1.0,1.0,6457,,1536.0,323,36.26,1536.0,144.57604212245167,1680786983.0,1.0,0,,,181.99,,1568.0,0.0,10.0,35.85,1568.0,,144.57604212245167,36.41
36.03,6560,1.0,1,0.0,0.0,0.0,,244,,4,1.0,1.0,6626,,1600.0,324,36.27,1568.0,144.61984559645921,1680786984.0,1.0,0,,,180.76,,1600.0,0.0,10.0,35.86,1600.0,,144.61984559645921,36.42
36.04,6720,1.0,1,0.0,0.0,0.0,,245,,4,1.0,1.0,6795,,1632.0,325,36.28,1632.0,144.6684710583965,1680786985.0,1.0,0,,,179.53,,1632.0,0.0,10.0,35.87,1664.0,,144.6684710583965,36.43
36.05,6880,1.0,1,0.0,0.0,0.0,,246,,4,1.0,1.0,6964,,1664.0,326,36.32,1664.0,144.7015451375288,1680786986.0,1.0,0,,,178.33,,1696.0,0.0,10.0,35.87,1696.0,,144.7015451375288,36.43
36.08,7072,1.0,1,0.0,0.0,0.0,,247,,4,1.0,1.0,7133,,1728.0,327,36.31,1696.0,144.75146676988805,1680786987.0,1.0,0,,,177.1,,1728.0,0.0,10.0,35.87,1728.0,,144.75146676988805,36.44
36.1,7232,1.0,1,0.0,0.0,0.0,,248,,4,1.0,1.0,7302,,1760.0,328,36.3,1760.0,144.84444996955716,1680786988.0,1.0,0,,,175.82,,1760.0,0.0,10.0,35.9,1792.0,,144.84444996955716,36.45
36.1,7392,1.0,1,0.0,0.0,0.0,,249,,4,1.0,1.0,7471,,1792.0,330,36.37,1792.0,144.9190315942965,1680786990.0,1.0,0,,,174.56,,1824.0,0.0,10.0,35.9,1824.0,,144.9190315942965,36.47
36.11,7584,1.0,1,0.0,0.0,0.0,,250,,4,1.0,1.0,7640,,1856.0,331,36.38,1824.0,144.96694176655222,1680786991.0,1.0,0,,,173.34,,1856.0,0.0,10.0,35.93,1856.0,,144.96694176655222,36.5
36.11,7744,1.0,1,0.0,0.0,0.0,,251,,4,1.0,1.0,7810,,1888.0,332,36.39,1888.0,145.038548232311,1680786992.0,1.0,0,,,172.08,,1888.0,0.0,10.0,35.95,1920.0,,145.038548232311,36.52
36.13,7904,1.0,1,0.0,0.0,0.0,,252,,4,1.0,1.0,7981,,1920.0,333,36.41,1920.0,145.1049994630324,1680786993.0,1.0,0,,,170.82,,1952.0,0.0,10.0,35.96,1952.0,,145.1049994630324,36.54
36.17,8096,1.0,1,0.0,0.0,0.0,,253,,4,1.0,1.0,8150,,1984.0,334,36.42,1952.0,145.1399019834551,1680786994.0,1.0,0,,,169.62,,1984.0,0.0,10.0,35.96,1984.0,,145.1399019834551,36.55
36.18,8256,1.0,1,0.0,0.0,0.0,,254,,4,1.0,1.0,8319,,2016.0,335,36.4,2016.0,145.20105367638112,1680786995.0,1.0,0,,,168.38,,2016.0,0.0,10.0,35.99,2048.0,,145.20105367638112,36.58
36.19,8416,1.0,1,0.0,0.0,0.0,,255,,4,1.0,1.0,8489,,2048.0,337,36.43,2048.0,145.27165206367218,1680786997.0,1.0,0,,,167.13,,2080.0,0.0,10.0,36.0,2080.0,,145.27165206367218,36.58
36.21,8608,1.0,1,0.0,0.0,0.0,,256,,4,1.0,1.0,8659,,2112.0,338,36.46,2080.0,145.33893241243004,1680786998.0,1.0,0,,,165.88,,2112.0,0.0,10.0,36.02,2112.0,,145.33893241243004,36.58
36.23,8768,1.0,1,0.0,0.0,0.0,,257,,4,1.0,1.0,8829,,2144.0,339,36.47,2144.0,145.4195268533407,1680786999.0,1.0,0,,,164.62,,2144.0,0.0,10.0,36.03,2176.0,,145.4195268533407,36.61
36.24,8896,1.0,1,0.0,0.0,0.0,,258,,4,1.0,1.0,8999,,2176.0,340,36.51,2176.0,145.48478512765791,1680787000.0,1.0,0,,,163.38,,2208.0,0.0,10.0,36.04,2208.0,,145.48478512765791,36.63
36.27,9088,1.0,1,0.0,0.0,0.0,,259,,4,1.0,1.0,9168,,2208.0,341,36.51,2208.0,145.5230974545105,1680787001.0,1.0,0,,,162.17,,2240.0,0.0,10.0,36.06,2240.0,,145.5230974545105,36.64
36.29,9280,1.0,1,0.0,0.0,0.0,,260,,4,1.0,1.0,9337,,2272.0,342,36.5,2240.0,145.5893783739017,1680787002.0,1.0,0,,,160.94,,2272.0,0.0,10.0,36.07,2304.0,,145.5893783739017,36.66
36.32,9408,1.0,1,0.0,0.0,0.0,,261,,4,1.0,1.0,9507,,2304.0,344,36.53,2304.0,145.64904735274393,1680787004.0,1.0,0,,,159.71,,2336.0,0.0,10.0,36.06,2336.0,,145.64904735274393,36.68
36.33,9600,1.0,1,0.0,0.0,0.0,,262,,4,1.0,1.0,9677,,2336.0,345,36.55,2336.0,145.70473635614374,1680787005.0,1.0,0,,,158.48,,2368.0,0.0,10.0,36.07,2368.0,,145.70473635614374,36.69
36.34,9792,1.0,1,0.0,0.0,0.0,,263,,4,1.0,1.0,9847,,2400.0,346,36.57,2368.0,145.75206163262897,1680787006.0,1.0,0,,,157.26,,2400.0,0.0,10.0,36.09,2432.0,,145.75206163262897,36.7
36.34,9920,1.0,1,0.0,0.0,0.0,,264,,4,1.0,1.0,10018,,2432.0,347,36.6,2432.0,145.80695380138653,1680787007.0,1.0,0,,,156.03,,2464.0,0.0,10.0,36.11,2464.0,,145.80695380138653,36.71
36.34,10112,1.0,1,0.0,0.0,0.0,,265,,4,1.0,1.0,10189,,2464.0,348,36.61,2464.0,145.8506311646263,1680787008.0,1.0,0,,,154.81,,2496.0,0.0,10.0,36.13,2496.0,,145.8506311646263,36.72
36.34,10304,1.0,1,0.0,0.0,0.0,,266,,4,1.0,1.0,10359,,2528.0,349,36.62,2496.0,145.93707929370564,1680787009.0,1.0,0,,,153.55,,2528.0,0.0,10.0,36.13,2560.0,,145.93707929370564,36.75
36.37,10432,1.0,1,0.0,0.0,0.0,,267,,4,1.0,1.0,10528,,2560.0,351,36.65,2560.0,145.94292002670397,1680787011.0,1.0,0,,,152.39,,2592.0,0.0,10.0,36.17,2592.0,,145.94292002670397,36.75
36.36,10624,1.0,1,0.0,0.0,0.0,,268,,4,1.0,1.0,10698,,2592.0,352,36.65,2592.0,145.9896018790394,1680787012.0,1.0,0,,,151.17,,2624.0,0.0,10.0,36.18,2624.0,,145.9896018790394,36.76
36.36,10816,1.0,1,0.0,0.0,0.0,,269,,4,1.0,1.0,10867,,2656.0,353,36.65,2624.0,146.00325718582462,1680787013.0,1.0,0,,,150.0,,2656.0,0.0,10.0,36.2,2688.0,,146.00325718582462,36.78
36.34,10944,1.0,1,0.0,0.0,0.0,,270,,4,1.0,1.0,11037,,2688.0,354,36.65,2688.0,146.0027012297589,1680787014.0,1.0,0,,,148.84,,2720.0,0.0,10.0,36.23,2720.0,,146.0027012297589,36.78
36.34,11136,1.0,1,0.0,0.0,0.0,,271,,4,1.0,1.0,11206,,2720.0,355,36.64,2720.0,145.99796920762648,1680787015.0,1.0,0,,,147.69,,2752.0,0.0,10.0,36.22,2752.0,,145.99796920762648,36.79
36.34,11328,1.0,1,0.0,0.0,0.0,,272,,4,1.0,1.0,11376,,2784.0,356,36.64,2752.0,146.02717263390508,1680787016.0,1.0,0,,,146.5,,2784.0,0.0,10.0,36.23,2816.0,,146.02717263390508,36.78
36.34,11456,1.0,1,0.0,0.0,0.0,,273,,4,1.0,1.0,11546,,2816.0,358,36.66,2816.0,146.0237695994005,1680787018.0,1.0,0,,,145.33,,2848.0,0.0,10.0,36.23,2848.0,,146.0237695994005,36.8
36.34,11648,1.0,1,0.0,0.0,0.0,,274,,4,1.0,1.0,11716,,2848.0,359,36.66,2848.0,146.03271020813372,1680787019.0,1.0,0,,,144.16,,2880.0,0.0,10.0,36.24,2880.0,,146.03271020813372,36.79
36.35,11840,1.0,1,0.0,0.0,0.0,,275,,4,1.0,1.0,11886,,2912.0,360,36.67,2880.0,146.0204868088311,1680787020.0,1.0,0,,,143.01,,2912.0,0.0,10.0,36.24,2944.0,,146.0204868088311,36.78
36.33,11968,1.0,1,0.0,0.0,0.0,,276,,4,1.0,1.0,12056,,2944.0,361,36.66,2944.0,146.02780940028916,1680787021.0,1.0,0,,,141.84,,2976.0,0.0,10.0,36.24,2976.0,,146.02780940028916,36.79
36.35,12160,1.0,1,0.0,0.0,0.0,,277,,4,1.0,1.0,12228,,2976.0,362,36.66,2976.0,146.02512900213083,1680787022.0,1.0,0,,,140.66,,3008.0,0.0,10.0,36.23,3008.0,,146.02512900213083,36.78
36.34,12320,1.0,1,0.0,0.0,0.0,,278,,4,1.0,1.0,12396,,3040.0,363,36.67,3008.0,146.00453983964306,1680787023.0,1.0,0,,,139.53,,3040.0,0.0,10.0,36.23,3072.0,,146.00453983964306,36.78
36.34,12480,1.0,1,0.0,0.0,0.0,,279,,4,1.0,1.0,12566,,3072.0,365,36.67,3040.0,145.98576412489416,1680787025.0,1.0,0,,,138.38,,3104.0,0.0,10.0,36.22,3104.0,,145.98576412489416,36.77
36.32,12672,1.0,1,0.0,0.0,0.0,,280,,4,1.0,1.0,12736,,3104.0,366,36.67,3104.0,145.99264749952596,1680787026.0,1.0,0,,,137.21,,3136.0,0.0,10.0,36.23,3136.0,,145.99264749952596,36.76
36.32,12832,1.0,1,0.0,0.0,0.0,,281,,4,1.0,1.0,12906,,3168.0,367,36.67,3136.0,145.99107308017278,1680787027.0,1.0,0,,,136.05,,3168.0,0.0,10.0,36.23,3200.0,,145.99107308017278,36.77
36.33,12992,1.0,1,0.0,0.0,0.0,,282,,4,1.0,1.0,13075,,3200.0,368,36.66,3168.0,145.97156165891832,1680787028.0,1.0,0,,,134.91,,3232.0,0.0,10.0,36.23,3232.0,,145.97156165891832,36.77
36.34,13184,1.0,1,0.0,0.0,0.0,,283,,4,1.0,1.0,13246,,3232.0,369,36.67,3232.0,145.97592854623187,1680787029.0,1.0,0,,,133.74,,3264.0,0.0,10.0,36.2,3264.0,,145.97592854623187,36.76
36.33,13344,1.0,1,0.0,0.0,0.0,,284,,4,1.0,1.0,13414,,3296.0,370,36.66,3264.0,145.9100920350528,1680787030.0,1.0,0,,,132.64,,3296.0,0.0,10.0,36.2,3328.0,,145.9100920350528,36.78
36.31,13504,1.0,1,0.0,0.0,0.0,,285,,4,1.0,1.0,13583,,3328.0,372,36.62,3296.0,145.91673724231424,1680787032.0,1.0,0,,,131.48,,3360.0,0.0,10.0,36.2,3360.0,,145.91673724231424,36.78
36.32,13664,1.0,1,0.0,0.0,0.0,,286,,4,1.0,1.0,13752,,3360.0,373,36.61,3360.0,145.84470696707135,1680787033.0,1.0,0,,,130.39,,3392.0,0.0,10.0,36.21,3392.0,,145.84470696707135,36.77
36.31,13856,1.0,1,0.0,0.0,0.0,,287,,4,1.0,1.0,13923,,3392.0,374,36.59,3392.0,145.84734630393632,1680787034.0,1.0,0,,,129.21,,3424.0,0.0,10.0,36.19,3456.0,,145.84734630393632,36.75
36.3,14016,1.0,1,0.0,0.0,0.0,,288,,4,1.0,1.0,14092,,3456.0,375,36.58,3424.0,145.7950608373162,1680787035.0,1.0,0,,,128.1,,3488.0,0.0,10.0,36.2,3488.0,,145.7950608373162,36.77
36.3,14176,1.0,1,0.0,0.0,0.0,,289,,4,1.0,1.0,14262,,3488.0,376,36.57,3488.0,145.75970852009215,1680787036.0,1.0,0,,,126.96,,3520.0,0.0,10.0,36.16,3520.0,,145.75970852009215,36.76
36.3,14368,1.0,1,0.0,0.0,0.0,,290,,4,1.0,1.0,14431,,3520.0,377,36.55,3520.0,145.733055604576,1680787037.0,1.0,0,,,125.83,,3552.0,0.0,10.0,36.16,3584.0,,145.733055604576,36.75
36.29,14528,1.0,1,0.0,0.0,0.0,,291,,4,1.0,1.0,14599,,3584.0,378,36.52,3552.0,145.71012181668002,1680787038.0,1.0,0,,,124.69,,3616.0,0.0,10.0,36.17,3616.0,,145.71012181668002,36.75
36.3,14688,1.0,1,0.0,0.0,0.0,,292,,4,1.0,1.0,14767,,3616.0,380,36.52,3616.0,145.68131208034194,1680787040.0,1.0,0,,,123.56,,3648.0,0.0,10.0,36.17,3648.0,,145.68131208034194,36.72
36.29,14848,1.0,1,0.0,0.0,0.0,,293,,4,1.0,1.0,14936,,3648.0,381,36.51,3648.0,145.66760790148317,1680787041.0,1.0,0,,,122.41,,3680.0,0.0,10.0,36.16,3712.0,,145.66760790148317,36.72
36.29,15008,1.0,1,0.0,0.0,0.0,,294,,4,1.0,1.0,15106,,3712.0,382,36.52,3680.0,145.64598754080967,1680787042.0,1.0,0,,,121.27,,3712.0,0.0,10.0,36.14,3744.0,,145.64598754080967,36.72
36.28,15200,1.0,1,0.0,0.0,0.0,,295,,4,1.0,1.0,15276,,3744.0,383,36.51,3712.0,145.64083521340763,1680787043.0,1.0,0,,,120.11,,3776.0,0.0,10.0,36.13,3776.0,,145.64083521340763,36.72
36.28,15360,1.0,1,0.0,0.0,0.0,,296,,4,1.0,1.0,15445,,3776.0,384,36.51,3776.0,145.5945574528448,1680787044.0,1.0,0,,,118.98,,3808.0,0.0,10.0,36.13,3840.0,,145.5945574528448,36.72
36.28,15520,1.0,1,0.0,0.0,0.0,,297,,4,1.0,1.0,15615,,3840.0,385,36.48,3808.0,145.53824389735962,1680787045.0,1.0,0,,,117.86,,3840.0,0.0,10.0,36.14,3872.0,,145.53824389735962,36.7
36.25,15712,1.0,1,0.0,0.0,0.0,,298,,4,1.0,1.0,15786,,3872.0,387,36.47,3840.0,145.51801028329413,1680787047.0,1.0,0,,,116.7,,3904.0,0.0,10.0,36.12,3904.0,,145.51801028329413,36.69
36.24,15872,1.0,1,0.0,0.0,0.0,,299,,4,1.0,1.0,15955,,3904.0,388,36.47,3904.0,145.51445946230245,1680787048.0,1.0,0,,,115.54,,3936.0,0.0,10.0,36.13,3968.0,,145.51445946230245,36.68
36.23,16032,1.0,1,0.0,0.0,0.0,,300,,4,1.0,1.0,16125,,3968.0,389,36.48,3936.0,145.48232727826866,1680787049.0,1.0,0,,,114.4,,3968.0,0.0,10.0,36.13,4000.0,,145.48232727826866,36.68
36.23,16224,1.0,1,0.0,0.0,0.0,,301,,4,1.0,1.0,16293,,4000.0,390,36.46,3968.0,145.46037514260223,1680787050.0,1.0,0,,,113.26,,4032.0,0.0,10.0,36.12,4032.0,,145.46037514260223,36.67
36.22,16384,1.0,1,0.0,0.0,0.0,,302,,4,1.0,1.0,16462,,4032.0,391,36.46,4032.0,145.45528051122923,1680787051.0,1.0,0,,,112.1,,4064.0,0.0,10.0,36.11,4096.0,,145.45528051122923,36.66
36.22,16544,1.0,1,0.0,0.0,0.0,,303,,4,1.0,1.0,16632,,4096.0,392,36.46,4064.0,145.4362012991262,1680787052.0,1.0,0,,,110.95,,4096.0,0.0,10.0,36.1,4128.0,,145.4362012991262,36.68
36.21,16736,1.0,1,0.0,0.0,0.0,,304,,4,1.0,1.0,16802,,4128.0,394,36.44,4096.0,145.4333725641939,1680787054.0,1.0,0,,,109.78,,4160.0,0.0,10.0,36.11,4160.0,,145.4333725641939,36.68
36.2,16896,1.0,1,0.0,0.0,0.0,,305,,4,1.0,1.0,16972,,4160.0,395,36.43,4160.0,145.43497167967718,1680787055.0,1.0,0,,,108.61,,4192.0,0.0,10.0,36.12,4224.0,,145.43497167967718,36.68
36.2,17056,1.0,1,0.0,0.0,0.0,,306,,4,1.0,1.0,17141,,4224.0,396,36.43,4192.0,145.39361133055777,1680787056.0,1.0,0,,,107.48,,4224.0,0.0,10.0,36.11,4256.0,,145.39361133055777,36.7
36.16,17248,1.0,1,0.0,0.0,0.0,,307,,4,1.0,1.0,17309,,4256.0,397,36.42,4224.0,145.3719413320163,1680787057.0,1.0,0,,,106.34,,4288.0,0.0,10.0,36.11,4288.0,,145.3719413320163,36.7
36.17,17376,1.0,1,0.0,0.0,0.0,,308,,4,1.0,1.0,17479,,4288.0,398,36.41,4288.0,145.3725374785862,1680787058.0,1.0,0,,,105.17,,4320.0,0.0,10.0,36.1,4352.0,,145.3725374785862,36.69
36.17,17568,1.0,1,0.0,0.0,0.0,,309,,4,1.0,1.0,17649,,4320.0,399,36.42,4320.0,145.33323430757065,1680787059.0,1.0,0,,,104.03,,4352.0,0.0,10.0,36.09,4384.0,,145.33323430757065,36.69
36.17,17760,1.0,1,0.0,0.0,0.0,,310,,4,1.0,1.0,17819,,4384.0,401,36.42,4352.0,145.32710708436514,1680787061.0,1.0,0,,,102.86,,4416.0,0.0,10.0,36.09,4416.0,,145.32710708436514,36.66
36.18,17888,1.0,1,0.0,0.0,0.0,,311,,4,1.0,1.0,17988,,4416.0,402,36.43,4416.0,145.3503110311855,1680787062.0,1.0,0,,,101.68,,4448.0,0.0,10.0,36.08,4480.0,,145.3503110311855,36.65
36.19,18080,1.0,1,0.0,0.0,0.0,,312,,4,1.0,1.0,18157,,4448.0,403,36.42,4448.0,145.3480928792771,1680787063.0,1.0,0,,,100.52,,4480.0,0.0,10.0,36.09,4512.0,,145.3480928792771,36.64
36.2,18240,1.0,1,0.0,0.0,0.0,,313,,4,1.0,1.0,18328,,4512.0,404,36.43,4480.0,145.34524682852503,1680787064.0,1.0,0,,,99.35,,4544.0,0.0,10.0,36.09,4544.0,,145.34524682852503,36.62
36.21,18400,1.0,1,0.0,0.0,0.0,,314,,4,1.0,1.0,18498,,4544.0,405,36.43,4512.0,145.35684920139462,1680787065.0,1.0,0,,,98.17,,4576.0,0.0,10.0,36.1,4608.0,,145.35684920139462,36.61
36.19,18592,1.0,1,0.0,0.0,0.0,,315,,4,1.0,1.0,18669,,4576.0,406,36.44,4576.0,145.35974908856002,1680787066.0,1.0,0,,,97.0,,4608.0,0.0,10.0,36.1,4640.0,,145.35974908856002,36.63
36.19,18752,1.0,1,0.0,0.0,0.0,,316,,4,1.0,1.0,18839,,4640.0,408,36.44,4608.0,145.35699013938327,1680787068.0,1.0,0,,,95.83,,4672.0,0.0,10.0,36.09,4672.0,,145.35699013938327,36.63
