04_peers/peer_8_epoch,04_peers/peer_8_epoch_oos,04_peers/peer_3_samples_per_second,03_hivemind/per_epoch_training_samples,04_peers/peer_2_epoch,04_peers/peer_4_epoch,04_peers/peer_7_epoch,03_hivemind/undershot_TBS,03_hivemind/epoch_based_sps,03_hivemind/total_training_samples,04_peers/peer_6_samples_accumulated,04_peers/peer_8_samples_accumulated,_timestamp,03_hivemind/epoch_s,03_hivemind/global_epoch,03_hivemind/estimated_current_samples,03_hivemind/global_samples_accumulated,03_hivemind/next_fetch_time_s,04_peers/peer_6_samples_per_second,_step,03_hivemind/num_clients,04_peers/peer_5_epoch_oos,03_hivemind/actual_total_samples_per_second,04_peers/peer_5_epoch,03_hivemind/eta_next_epoch_s,04_peers/peer_3_samples_accumulated,04_peers/peer_2_samples_per_second,04_peers/peer_8_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_3_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_7_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_7_epoch_oos,04_peers/peer_1_samples_per_second,04_peers/peer_5_samples_per_second,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,04_peers/peer_6_epoch_oos,04_peers/peer_1_samples_accumulated,04_peers/peer_7_samples_accumulated,_runtime,03_hivemind/num_peers,03_hivemind/reached_TBS,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_4_samples_per_second,04_peers/peer_5_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_6_epoch,04_peers/peer_1_epoch_oos
3.0,0.0,91.43,,3.0,3.0,3.0,,,,1312.0,1344.0,1683052442.0,,3,11909,11648,10.0,91.4,124,0,0.0,730.8444793882752,3.0,28.54,1312.0,92.37,90.79,1376.0,3.0,0.0,0.0,91.32,1312.0,0.0,90.43,92.29,,0.0,0.0,1312.0,1312.0,247,8,,730.8444793882752,91.22,1344.0,3.0,3.0,0.0
3.0,0.0,91.38,,3.0,3.0,3.0,,,,1440.0,1472.0,1683052443.0,,3,12937,12704,10.0,91.35,125,0,0.0,730.508625580523,3.0,27.15,1440.0,92.33,90.67,1504.0,3.0,0.0,0.0,91.3,1440.0,0.0,90.43,92.25,,0.0,0.0,1440.0,1440.0,248,8,,730.508625580523,91.14,1472.0,3.0,3.0,0.0
3.0,0.0,91.24,,3.0,3.0,3.0,,,,1568.0,1600.0,1683052444.0,,3,13963,13728,10.0,91.33,126,0,0.0,730.1458628649912,3.0,25.76,1568.0,92.29,90.69,1632.0,3.0,0.0,0.0,91.26,1568.0,0.0,90.33,92.21,,0.0,0.0,1568.0,1568.0,249,8,,730.1458628649912,91.15,1632.0,3.0,3.0,0.0
3.0,0.0,91.2,,3.0,3.0,3.0,,,,1696.0,1728.0,1683052446.0,,3,14983,14720,10.0,91.3,127,0,0.0,729.8609419527875,3.0,24.37,1696.0,92.26,90.67,1760.0,3.0,0.0,0.0,91.26,1696.0,0.0,90.26,92.17,,0.0,0.0,1696.0,1696.0,251,8,,729.8609419527875,91.03,1760.0,3.0,3.0,0.0
3.0,0.0,91.08,,3.0,3.0,3.0,,,,1824.0,1824.0,1683052447.0,,3,16002,15744,10.0,91.34,128,0,0.0,728.5166384618416,3.0,23.01,1824.0,92.2,90.66,1888.0,3.0,0.0,0.0,91.18,1824.0,0.0,90.19,92.15,,0.0,0.0,1824.0,1824.0,252,8,,728.5166384618416,91.06,1888.0,3.0,3.0,0.0
3.0,0.0,90.15,,3.0,3.0,3.0,,,,1952.0,1952.0,1683052449.0,,3,17028,16768,10.0,91.25,129,0,0.0,728.790370130963,3.0,21.6,1952.0,92.15,90.66,2016.0,3.0,0.0,0.0,91.09,1952.0,0.0,90.13,92.08,,0.0,0.0,1952.0,1952.0,254,8,,728.790370130963,91.0,2016.0,3.0,3.0,0.0
3.0,0.0,90.5,,3.0,3.0,3.0,,,,2080.0,2080.0,1683052450.0,,3,18050,17824,10.0,91.23,130,0,0.0,728.6493711194455,3.0,20.2,2080.0,92.15,90.6,2144.0,3.0,0.0,0.0,91.11,2080.0,0.0,90.17,92.06,,0.0,0.0,2080.0,2080.0,255,8,,728.6493711194455,90.96,2144.0,3.0,3.0,0.0
3.0,0.0,90.67,,3.0,3.0,3.0,,,,2208.0,2208.0,1683052452.0,,3,19067,18848,10.0,91.2,131,0,0.0,728.4019392739244,3.0,18.81,2208.0,92.12,90.57,2304.0,3.0,0.0,0.0,91.07,2208.0,0.0,90.09,91.99,,0.0,0.0,2208.0,2208.0,257,8,,728.4019392739244,90.93,2272.0,3.0,3.0,0.0
3.0,0.0,90.75,,3.0,3.0,3.0,,,,2336.0,2336.0,1683052453.0,,3,20087,19872,10.0,91.14,132,0,0.0,728.028752921388,3.0,17.42,2336.0,92.06,90.52,2432.0,3.0,0.0,0.0,91.0,2336.0,0.0,90.09,91.97,,0.0,0.0,2336.0,2336.0,258,8,,728.028752921388,90.86,2400.0,3.0,3.0,0.0
3.0,0.0,90.83,,3.0,3.0,3.0,,,,2464.0,2464.0,1683052454.0,,3,21108,20864,10.0,91.03,133,0,0.0,727.9985100114055,3.0,16.02,2464.0,92.03,90.47,2560.0,3.0,0.0,0.0,90.91,2464.0,0.0,90.01,91.95,,0.0,0.0,2464.0,2464.0,259,8,,727.9985100114055,90.8,2528.0,3.0,3.0,0.0
3.0,0.0,90.85,,3.0,3.0,3.0,,,,2592.0,2592.0,1683052456.0,,3,22128,21888,10.0,91.01,134,0,0.0,727.5297813193777,3.0,14.63,2592.0,91.99,90.49,2688.0,3.0,0.0,0.0,90.87,2592.0,0.0,90.04,91.95,,0.0,0.0,2560.0,2592.0,261,8,,727.5297813193777,90.79,2656.0,3.0,3.0,0.0
3.0,0.0,90.75,,3.0,3.0,3.0,,,,2720.0,2720.0,1683052457.0,,3,23135,22912,9.67,90.91,135,0,0.0,724.618502921075,3.0,13.29,2720.0,91.99,90.41,2816.0,3.0,0.0,0.0,90.89,2720.0,0.0,89.99,91.88,,0.0,0.0,2688.0,2720.0,262,8,,724.618502921075,90.71,2784.0,3.0,3.0,0.0
3.0,0.0,90.7,,3.0,3.0,3.0,,,,2848.0,2848.0,1683052459.0,,3,24154,23936,8.64,89.28,136,0,0.0,725.0441168515263,3.0,11.88,2848.0,92.0,90.45,2944.0,3.0,0.0,0.0,90.88,2848.0,0.0,89.95,91.87,,0.0,0.0,2816.0,2848.0,264,8,,725.0441168515263,89.49,2912.0,3.0,3.0,0.0
3.0,0.0,90.66,,3.0,3.0,3.0,,,,2976.0,2976.0,1683052460.0,,3,25176,24960,7.61,89.83,137,0,0.0,725.5247693941135,3.0,10.46,2976.0,91.73,90.39,3072.0,3.0,0.0,0.0,90.85,2976.0,0.0,89.87,91.84,,0.0,0.0,2944.0,2976.0,265,8,,725.5247693941135,89.88,3040.0,3.0,3.0,0.0
3.0,0.0,90.63,,3.0,3.0,3.0,,,,3104.0,3104.0,1683052461.0,,3,26193,25984,6.59,90.09,138,0,0.0,725.7327769535805,3.0,9.06,3104.0,91.76,90.39,3200.0,3.0,0.0,0.0,90.84,3104.0,0.0,89.89,91.85,,0.0,0.0,3072.0,3104.0,266,8,,725.7327769535805,90.08,3168.0,3.0,3.0,0.0
3.0,0.0,90.62,,3.0,3.0,3.0,,,,3232.0,3232.0,1683052463.0,,3,27215,27008,5.56,90.36,139,0,0.0,725.9045341015008,3.0,7.65,3232.0,91.74,90.33,3328.0,3.0,0.0,0.0,90.82,3232.0,0.0,89.89,91.74,,0.0,0.0,3200.0,3232.0,268,8,,725.9045341015008,90.23,3296.0,3.0,3.0,0.0
3.0,0.0,90.72,,3.0,3.0,3.0,,,,3360.0,3360.0,1683052464.0,,3,28261,28032,4.52,90.5,140,0,0.0,725.7854172330875,3.0,6.21,3360.0,91.78,90.27,3456.0,3.0,0.0,0.0,90.76,3360.0,0.0,89.81,91.68,,0.0,0.0,3328.0,3360.0,269,8,,725.7854172330875,90.37,3424.0,3.0,3.0,0.0
3.0,0.0,90.68,,3.0,3.0,3.0,,,,3488.0,3488.0,1683052466.0,,3,29285,29056,3.49,90.59,141,0,0.0,725.8161630720017,3.0,4.8,3488.0,91.78,90.21,3584.0,3.0,0.0,0.0,90.67,3488.0,0.0,89.76,91.69,,0.0,0.0,3456.0,3488.0,271,8,,725.8161630720017,90.41,3552.0,3.0,3.0,0.0
3.0,0.0,90.63,,3.0,3.0,3.0,,,,3616.0,3616.0,1683052467.0,,3,30301,30080,2.47,90.6,142,0,0.0,725.6465864281446,3.0,3.4,3616.0,91.7,90.24,3712.0,3.0,0.0,0.0,90.67,3616.0,0.0,89.77,91.74,,0.0,0.0,3584.0,3616.0,272,8,,725.6465864281446,90.47,3680.0,3.0,3.0,0.0
3.0,0.0,90.61,,3.0,3.0,3.0,,,,3744.0,3744.0,1683052468.0,,3,31319,31104,1.45,90.63,143,0,0.0,725.4303767510622,3.0,2.0,3744.0,91.66,90.19,3840.0,3.0,0.0,0.0,90.65,3744.0,0.0,89.74,91.69,,0.0,0.0,3712.0,3744.0,273,8,,725.4303767510622,90.48,3808.0,3.0,3.0,0.0
3.0,0.0,90.56,,3.0,3.0,3.0,,,,3872.0,3872.0,1683052470.0,,3,32325,32128,0.5,90.61,144,0,0.0,725.1662131368639,3.0,0.61,3872.0,91.64,90.17,3968.0,3.0,0.0,0.0,90.63,3872.0,0.0,89.75,91.61,,0.0,0.0,3840.0,3872.0,275,8,,725.1662131368639,90.46,3936.0,3.0,3.0,0.0
3.0,0.0,90.38,,3.0,3.0,3.0,,,,4000.0,4000.0,1683052471.0,,3,33343,32896,0.5,90.58,145,0,0.0,725.2470571868445,3.0,0.0,4000.0,91.68,90.13,4096.0,3.0,0.0,0.0,90.68,4000.0,0.0,89.67,91.64,,0.0,0.0,3968.0,4000.0,276,8,,725.2470571868445,90.41,4064.0,3.0,3.0,0.0
3.0,0.0,90.29,,3.0,3.0,3.0,,,,4096.0,4096.0,1683052473.0,,3,34354,32896,0.5,90.6,146,0,0.0,725.2470571868445,3.0,0.0,4096.0,91.72,90.16,4192.0,3.0,0.0,0.0,90.68,4096.0,0.0,89.69,91.67,,0.0,0.0,4064.0,4096.0,278,8,,725.2470571868445,90.44,4160.0,3.0,3.0,0.0
3.0,0.0,90.29,,3.0,3.0,3.0,,,,4096.0,4096.0,1683052474.0,,3,35371,32896,0.5,90.6,147,0,0.0,725.2470571868445,3.0,0.0,4096.0,91.72,90.16,4192.0,3.0,0.0,0.0,90.68,4096.0,0.0,89.69,91.67,,0.0,0.0,4064.0,4096.0,279,8,,725.2470571868445,90.44,4160.0,3.0,3.0,0.0
3.0,0.0,90.29,,3.0,3.0,3.0,,,,4096.0,4096.0,1683052475.0,,3,36391,32896,0.5,90.6,148,0,0.0,725.2470571868445,3.0,0.0,4096.0,91.72,90.16,4192.0,3.0,0.0,0.0,90.68,4096.0,0.0,89.69,91.67,,0.0,0.0,4064.0,4096.0,280,8,,725.2470571868445,90.44,4160.0,3.0,3.0,0.0
3.0,0.0,90.29,,3.0,3.0,3.0,,,,4096.0,4096.0,1683052477.0,,3,37404,32896,0.5,90.6,149,0,0.0,725.2470571868445,3.0,0.0,4096.0,91.72,90.16,4192.0,3.0,0.0,0.0,90.68,4096.0,0.0,89.69,91.67,,0.0,0.0,4064.0,4096.0,282,8,,725.2470571868445,90.44,4160.0,3.0,3.0,0.0
3.0,0.0,90.29,,3.0,3.0,3.0,,,,4096.0,4096.0,1683052478.0,,3,38421,32896,0.5,90.6,150,0,0.0,725.2470571868445,3.0,0.0,4096.0,91.72,90.16,4192.0,3.0,0.0,0.0,90.68,4096.0,0.0,89.69,91.67,,0.0,0.0,4064.0,4096.0,283,8,,725.2470571868445,90.44,4160.0,3.0,3.0,0.0
3.0,0.0,90.29,,3.0,3.0,3.0,,,,4096.0,4096.0,1683052480.0,,4,327,0,10.0,90.6,151,0,0.0,543.9725981437579,3.0,44.73,4096.0,91.72,90.16,4192.0,3.0,0.0,0.0,90.68,4096.0,0.0,89.69,91.67,,0.0,0.0,4064.0,4096.0,285,8,,725.2470571868445,90.44,4160.0,3.0,3.0,0.0
4.0,0.0,90.29,32896.0,4.0,4.0,3.0,0.0,615.7716645509569,131552.0,4096.0,0.0,1683052481.0,53.422399720177054,4,1420,0,10.0,90.6,152,0,0.0,725.2470571868445,4.0,43.22,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,1.0,89.69,91.67,4.0,0.0,1.0,0.0,4096.0,286,8,0.0,725.2470571868445,90.44,0.0,4.0,3.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052482.0,,4,2442,0,10.0,90.6,153,0,0.0,725.2470571868445,4.0,41.81,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,287,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052484.0,,4,3458,0,10.0,90.6,154,0,0.0,725.2470571868445,4.0,40.41,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,289,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052491.0,,4,8575,0,10.0,90.6,155,0,0.0,725.2470571868445,4.0,33.36,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,296,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052492.0,,4,9327,0,10.0,90.6,156,0,0.0,725.2470571868445,4.0,32.32,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,297,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052493.0,,4,10081,0,10.0,90.6,157,0,0.0,725.2470571868445,4.0,31.28,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,298,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052494.0,,4,10830,0,10.0,90.6,158,0,0.0,725.2470571868445,4.0,30.25,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,299,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052495.0,,4,11588,0,10.0,90.6,159,0,0.0,725.2470571868445,4.0,29.2,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,300,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052496.0,,4,12338,0,10.0,90.6,160,0,0.0,725.2470571868445,4.0,28.17,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,301,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052497.0,,4,13090,0,10.0,90.6,161,0,0.0,725.2470571868445,4.0,27.13,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,302,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052498.0,,4,13838,0,10.0,90.6,162,0,0.0,725.2470571868445,4.0,26.1,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,303,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052499.0,,4,14587,0,10.0,90.6,163,0,0.0,725.2470571868445,4.0,25.07,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,304,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052500.0,,4,15338,0,10.0,90.6,164,0,0.0,725.2470571868445,4.0,24.03,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,305,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052501.0,,4,16084,0,10.0,90.6,165,0,0.0,725.2470571868445,4.0,23.0,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,306,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052502.0,,4,16836,0,10.0,90.6,166,0,0.0,725.2470571868445,4.0,21.97,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,307,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052503.0,,4,17588,0,10.0,90.6,167,0,0.0,725.2470571868445,4.0,20.93,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,308,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052504.0,,4,18337,0,10.0,90.6,168,0,0.0,725.2470571868445,4.0,19.9,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,309,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052505.0,,4,19086,0,10.0,90.6,169,0,0.0,725.2470571868445,4.0,18.86,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,310,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052506.0,,4,19843,0,10.0,90.6,170,0,0.0,725.2470571868445,4.0,17.82,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,311,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052507.0,,4,20597,0,10.0,90.6,171,0,0.0,725.2470571868445,4.0,16.78,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,312,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052508.0,,4,21351,0,10.0,90.6,172,0,0.0,725.2470571868445,4.0,15.74,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,313,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052510.0,,4,22104,0,10.0,90.6,173,0,0.0,725.2470571868445,4.0,14.7,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,315,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052511.0,,4,22858,0,9.94,90.6,174,0,0.0,725.2470571868445,4.0,13.66,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,316,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052512.0,,4,23615,0,9.18,90.6,175,0,0.0,725.2470571868445,4.0,12.62,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,317,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052513.0,,4,24370,0,8.42,90.6,176,0,0.0,725.2470571868445,4.0,11.58,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,318,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052514.0,,4,25123,0,7.67,90.6,177,0,0.0,725.2470571868445,4.0,10.54,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,319,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052515.0,,4,25877,0,6.91,90.6,178,0,0.0,725.2470571868445,4.0,9.5,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,320,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052516.0,,4,26630,0,6.15,90.6,179,0,0.0,725.2470571868445,4.0,8.46,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,321,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052517.0,,4,27383,0,5.4,90.6,180,0,0.0,725.2470571868445,4.0,7.42,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,322,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052518.0,,4,28137,0,4.64,90.6,181,0,0.0,725.2470571868445,4.0,6.39,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,323,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052519.0,,4,28894,0,3.89,90.6,182,0,0.0,725.2470571868445,4.0,5.34,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,324,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052520.0,,4,29646,0,3.13,90.6,183,0,0.0,725.2470571868445,4.0,4.3,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,325,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052521.0,,4,30397,0,2.38,90.6,184,0,0.0,725.2470571868445,4.0,3.27,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,326,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052522.0,,4,31151,0,1.62,90.6,185,0,0.0,725.2470571868445,4.0,2.23,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,327,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052523.0,,4,31905,0,0.87,90.6,186,0,0.0,725.2470571868445,4.0,1.19,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,328,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052524.0,,4,32657,0,0.5,90.6,187,0,0.0,725.2470571868445,4.0,0.15,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,329,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052525.0,,4,33409,0,0.5,90.6,188,0,0.0,725.2470571868445,4.0,0.0,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,330,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052526.0,,4,34163,0,0.5,90.6,189,0,0.0,725.2470571868445,4.0,0.0,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,331,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052527.0,,4,34915,0,0.5,90.6,190,0,0.0,725.2470571868445,4.0,0.0,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,332,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052528.0,,4,35670,0,0.5,90.6,191,0,0.0,725.2470571868445,4.0,0.0,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,333,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052529.0,,4,36427,0,0.5,90.6,192,0,0.0,725.2470571868445,4.0,0.0,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,334,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052530.0,,4,37177,0,0.5,90.6,193,0,0.0,725.2470571868445,4.0,0.0,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,335,8,,725.2470571868445,90.44,0.0,4.0,4.0,0.0
4.0,0.0,90.29,,4.0,4.0,4.0,,,,0.0,0.0,1683052531.0,,4,19060,0,10.0,90.6,194,0,0.0,363.84545579528356,4.0,37.68,0.0,91.72,90.16,0.0,4.0,0.0,0.0,90.68,0.0,0.0,89.69,91.67,,0.0,0.0,0.0,0.0,336,4,,363.84545579528356,90.44,0.0,4.0,4.0,0.0
