03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
12076,107.92741637107122,3,11968,92,191.72,163,0,10.0,107.92741637107122,1683583249,0,4416.0,0.0,35.9,0.0,3872.0,0.0,0.0,35.85,36.23,0.0,0.0,3552.0,,,,,,,
12215,107.92837884501205,3,12128,93,190.43,165,0,10.0,107.92837884501205,1683583251,0,4480.0,0.0,35.89,0.0,3904.0,0.0,0.0,35.85,36.19,0.0,0.0,3584.0,,,,,,,
12353,107.90787317407765,3,12256,94,189.19,166,0,10.0,107.90787317407765,1683583252,0,4512.0,0.0,35.89,0.0,3968.0,0.0,0.0,35.85,36.18,0.0,0.0,3648.0,,,,,,,
12492,107.95599553303845,3,12416,95,187.82,167,0,10.0,107.95599553303845,1683583253,0,4576.0,0.0,35.89,0.0,4000.0,0.0,0.0,35.87,36.15,0.0,0.0,3680.0,,,,,,,
12631,107.9426347966969,3,12512,96,186.55,168,0,10.0,107.9426347966969,1683583254,0,4608.0,0.0,35.89,0.0,4064.0,0.0,0.0,35.91,36.16,0.0,0.0,3744.0,,,,,,,
12770,107.93932743684923,3,12704,97,185.27,170,0,10.0,107.93932743684923,1683583256,0,4640.0,0.0,35.89,0.0,4096.0,0.0,0.0,35.91,36.14,0.0,0.0,3776.0,,,,,,,
12908,107.9645166139706,3,12800,98,183.95,171,0,10.0,107.9645166139706,1683583257,0,4704.0,0.0,35.88,0.0,4160.0,0.0,0.0,35.93,36.13,0.0,0.0,3840.0,,,,,,,
13047,107.97482441605024,3,12960,99,182.64,172,0,10.0,107.97482441605024,1683583258,0,4736.0,0.0,35.88,0.0,4192.0,0.0,0.0,35.96,36.12,0.0,0.0,3872.0,,,,,,,
13185,107.97302877646013,3,13088,100,181.37,174,0,10.0,107.97302877646013,1683583260,0,4800.0,0.0,35.9,0.0,4224.0,0.0,0.0,35.95,36.13,0.0,0.0,3936.0,,,,,,,
13325,108.0308654141082,3,13248,101,179.98,175,0,10.0,108.0308654141082,1683583261,0,4832.0,0.0,35.9,0.0,4288.0,0.0,0.0,35.96,36.11,0.0,0.0,3968.0,,,,,,,
13463,108.0077425471346,3,13376,102,178.74,176,0,10.0,108.0077425471346,1683583262,0,4896.0,0.0,35.93,0.0,4320.0,0.0,0.0,35.98,36.12,0.0,0.0,4032.0,,,,,,,
13602,108.00707499563873,3,13504,103,177.45,177,0,10.0,108.00707499563873,1683583263,0,4928.0,0.0,35.93,0.0,4384.0,0.0,0.0,35.99,36.09,0.0,0.0,4064.0,,,,,,,
13740,107.98787284079067,3,13664,104,176.2,179,0,10.0,107.98787284079067,1683583265,0,4992.0,0.0,35.93,0.0,4416.0,0.0,0.0,36.01,36.08,0.0,0.0,4096.0,,,,,,,
13878,108.00779423014984,3,13760,105,174.89,180,0,10.0,108.00779423014984,1683583266,0,5024.0,0.0,35.92,0.0,4480.0,0.0,0.0,36.02,36.06,0.0,0.0,4160.0,,,,,,,
14017,107.97403296247857,3,13952,106,173.66,181,0,10.0,107.97403296247857,1683583267,0,5056.0,0.0,35.91,0.0,4512.0,0.0,0.0,36.01,36.08,0.0,0.0,4192.0,,,,,,,
14156,107.99218600773108,3,14048,107,172.35,183,0,10.0,107.99218600773108,1683583269,0,5120.0,0.0,35.9,0.0,4576.0,0.0,0.0,36.02,36.05,0.0,0.0,4256.0,,,,,,,
14294,107.97507985151249,3,14208,108,171.1,184,0,10.0,107.97507985151249,1683583270,0,5152.0,0.0,35.9,0.0,4608.0,0.0,0.0,36.03,36.06,0.0,0.0,4288.0,,,,,,,
14432,107.96991242654238,3,14336,109,169.82,185,0,10.0,107.96991242654238,1683583271,0,5216.0,0.0,35.9,0.0,4640.0,0.0,0.0,36.05,36.03,0.0,0.0,4352.0,,,,,,,
14571,107.99890176092526,3,14496,110,168.49,186,0,10.0,107.99890176092526,1683583272,0,5248.0,0.0,35.9,0.0,4704.0,0.0,0.0,36.06,36.01,0.0,0.0,4384.0,,,,,,,
14709,107.97240224948774,3,14624,111,167.26,188,0,10.0,107.97240224948774,1683583274,0,5312.0,0.0,35.91,0.0,4736.0,0.0,0.0,36.07,36.02,0.0,0.0,4448.0,,,,,,,
14847,107.97087534864437,3,14720,112,165.98,189,0,10.0,107.97087534864437,1683583275,0,5344.0,0.0,35.91,0.0,4800.0,0.0,0.0,36.06,36.01,0.0,0.0,4480.0,,,,,,,
14986,107.98569774219587,3,14912,113,164.67,190,0,10.0,107.98569774219587,1683583276,0,5376.0,0.0,35.91,0.0,4832.0,0.0,0.0,36.06,35.99,0.0,0.0,4512.0,,,,,,,
15125,107.97597107760143,3,15008,114,163.4,192,0,10.0,107.97597107760143,1683583278,0,5440.0,0.0,35.94,0.0,4896.0,0.0,0.0,36.09,35.96,0.0,0.0,4576.0,,,,,,,
15264,108.00521867458576,3,15200,115,162.07,193,0,10.0,108.00521867458576,1683583279,0,5472.0,0.0,35.96,0.0,4928.0,0.0,0.0,36.09,35.92,0.0,0.0,4608.0,,,,,,,
15402,108.0068156898573,3,15296,116,160.79,194,0,10.0,108.0068156898573,1683583280,0,5536.0,0.0,35.95,0.0,4992.0,0.0,0.0,36.1,35.95,0.0,0.0,4672.0,,,,,,,
15540,107.96814185699141,3,15456,117,159.56,195,0,10.0,107.96814185699141,1683583281,0,5568.0,0.0,35.95,0.0,5024.0,0.0,0.0,36.08,35.97,0.0,0.0,4704.0,,,,,,,
15679,108.00611075328723,3,15584,118,158.22,197,0,10.0,108.00611075328723,1683583283,0,5632.0,0.0,35.96,0.0,5056.0,0.0,0.0,36.09,35.92,0.0,0.0,4768.0,,,,,,,
15818,108.03888698734266,3,15712,119,156.89,198,0,10.0,108.03888698734266,1683583284,0,5664.0,0.0,35.98,0.0,5120.0,0.0,0.0,36.11,35.92,0.0,0.0,4800.0,,,,,,,
15956,108.04474700048863,3,15872,120,155.6,199,0,10.0,108.04474700048863,1683583285,0,5728.0,0.0,36.01,0.0,5152.0,0.0,0.0,36.12,35.91,0.0,0.0,4832.0,,,,,,,
16095,108.06014660814998,3,15968,121,154.3,201,0,10.0,108.06014660814998,1683583287,0,5760.0,0.0,36.01,0.0,5216.0,0.0,0.0,36.12,35.91,0.0,0.0,4896.0,,,,,,,
16234,108.11130843712479,3,16160,122,152.94,202,0,10.0,108.11130843712479,1683583288,0,5792.0,0.0,36.02,0.0,5248.0,0.0,0.0,36.11,35.94,0.0,0.0,4928.0,,,,,,,
16372,108.08684213062332,3,16256,123,151.69,203,0,10.0,108.08684213062332,1683583289,0,5856.0,0.0,36.03,0.0,5312.0,0.0,0.0,36.13,35.95,0.0,0.0,4992.0,,,,,,,
16512,108.0684676523995,3,16448,124,150.43,204,0,10.0,108.0684676523995,1683583290,0,5888.0,0.0,36.03,0.0,5344.0,0.0,0.0,36.11,35.95,0.0,0.0,5024.0,,,,,,,
16649,108.06219021568381,3,16544,125,149.16,206,0,10.0,108.06219021568381,1683583292,0,5952.0,0.0,36.02,0.0,5408.0,0.0,0.0,36.12,35.93,0.0,0.0,5088.0,,,,,,,
16788,108.06573329950868,3,16704,126,147.87,207,0,10.0,108.06573329950868,1683583293,0,5984.0,0.0,36.03,0.0,5440.0,0.0,0.0,36.11,35.92,0.0,0.0,5120.0,,,,,,,
16926,108.0624532921677,3,16832,127,146.6,208,0,10.0,108.0624532921677,1683583294,0,6048.0,0.0,36.04,0.0,5472.0,0.0,0.0,36.12,35.91,0.0,0.0,5184.0,,,,,,,
17064,108.02450843691574,3,16960,128,145.37,209,0,10.0,108.02450843691574,1683583295,0,6080.0,0.0,36.04,0.0,5536.0,0.0,0.0,36.13,35.89,0.0,0.0,5216.0,,,,,,,
17202,108.0226868453783,3,17120,129,144.1,211,0,10.0,108.0226868453783,1683583297,0,6144.0,0.0,36.03,0.0,5568.0,0.0,0.0,36.11,35.89,0.0,0.0,5248.0,,,,,,,
17340,107.99885529547215,3,17216,130,142.85,212,0,10.0,107.99885529547215,1683583298,0,6176.0,0.0,36.02,0.0,5632.0,0.0,0.0,36.12,35.88,0.0,0.0,5312.0,,,,,,,
