03_hivemind/optimistic_total_samples_per_second,04_peers/peer_3_epoch,03_hivemind/undershot_TBS,03_hivemind/epoch_based_sps,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_4_samples_accumulated,04_peers/peer_5_samples_accumulated,_step,_timestamp,03_hivemind/global_epoch,04_peers/peer_4_epoch_oos,04_peers/peer_1_samples_accumulated,04_peers/peer_1_samples_per_second,03_hivemind/global_samples_accumulated,03_hivemind/actual_total_samples_per_second,04_peers/peer_5_epoch,04_peers/peer_5_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_accumulated,03_hivemind/epoch_s,03_hivemind/num_peers,04_peers/peer_1_epoch,03_hivemind/total_training_samples,04_peers/peer_1_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,03_hivemind/estimated_current_samples,_runtime,04_peers/peer_4_epoch,03_hivemind/reached_TBS,04_peers/peer_3_epoch_oos,04_peers/peer_4_samples_per_second,04_peers/peer_5_samples_per_second,04_peers/peer_2_epoch,03_hivemind/num_clients,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,03_hivemind/per_epoch_training_samples
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,278,1681385055.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,38162,375,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,279,1681385056.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,38438,376,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,280,1681385057.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,38714,377,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
230.3302632607169,1.0,,,36.76,11744.0,5376.0,5312.0,281,1681385059.0,1,0.0,5152.0,35.85,32864,230.3302632607169,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,0.0,0.5,38989,379,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
233.3585346717017,1.0,,,36.76,11744.0,5376.0,5312.0,282,1681385060.0,2,0.0,5152.0,35.85,32,233.3585346717017,1.0,0.0,83.81,5280.0,,5,1.0,,0.0,139.44,10.0,228,380,1.0,,0.0,37.16,36.76,1.0,0,,0.0,
234.53875460577171,2.0,0.0,194.63275638855038,36.76,32.0,0.0,0.0,283,1681385061.0,2,0.0,0.0,35.85,384,234.53875460577171,2.0,0.0,86.83,0.0,168.85133114177734,5,2.0,65728.0,0.0,137.5,10.0,520,381,2.0,0.0,0.0,37.16,36.76,2.0,0,2.0,0.0,32864.0
234.9564561086042,2.0,,,37.49,128.0,64.0,64.0,284,1681385062.0,2,0.0,64.0,36.65,640,234.9564561086042,2.0,0.0,84.84,64.0,,5,2.0,,0.0,136.05,10.0,802,382,2.0,,0.0,37.98,37.58,2.0,0,,0.0,
237.61119153479356,2.0,,,37.46,256.0,96.0,96.0,285,1681385063.0,2,0.0,96.0,36.63,928,237.61119153479356,2.0,0.0,85.29,96.0,,5,2.0,,0.0,133.3,10.0,1094,383,2.0,,0.0,37.99,37.59,2.0,0,,0.0,
218.64622011653773,2.0,,,37.39,288.0,160.0,160.0,286,1681385064.0,2,0.0,160.0,36.58,1120,218.64622011653773,2.0,0.0,88.08,160.0,,5,2.0,,0.0,144.07,10.0,1267,384,2.0,,0.0,37.98,37.59,2.0,0,,0.0,
223.4491292610408,2.0,,,37.36,352.0,192.0,192.0,287,1681385066.0,2,0.0,192.0,36.55,1440,223.4491292610408,2.0,0.0,69.17,192.0,,5,2.0,,0.0,139.69,10.0,1554,386,2.0,,0.0,37.98,37.59,2.0,0,,0.0,
226.615802597118,2.0,,,37.3,480.0,256.0,256.0,288,1681385067.0,2,0.0,224.0,36.52,1728,226.615802597118,2.0,0.0,74.09,224.0,,5,2.0,,0.0,136.49,10.0,1838,387,2.0,,0.0,37.96,37.57,2.0,0,,0.0,
232.18366866276517,2.0,,,37.24,576.0,288.0,288.0,289,1681385068.0,2,0.0,288.0,36.48,1984,232.18366866276517,2.0,0.0,76.91,288.0,,5,2.0,,0.0,131.87,10.0,2150,388,2.0,,0.0,37.96,38.02,2.0,0,,0.0,
233.96569898933888,2.0,,,37.89,672.0,352.0,320.0,290,1681385069.0,2,0.0,320.0,37.05,2304,233.96569898933888,2.0,0.0,79.08,320.0,,5,2.0,,0.0,129.64,10.0,2436,389,2.0,,0.0,39.91,38.26,2.0,0,,0.0,
234.45103324057442,2.0,,,38.18,768.0,384.0,384.0,291,1681385070.0,2,0.0,384.0,37.24,2560,234.45103324057442,2.0,0.0,80.74,384.0,,5,2.0,,0.0,128.18,10.0,2716,390,2.0,,0.0,39.7,38.12,2.0,0,,0.0,
235.1426408675566,2.0,,,38.0,864.0,448.0,416.0,292,1681385072.0,2,0.0,416.0,37.11,2848,235.1426408675566,2.0,0.0,81.96,416.0,,5,2.0,,0.0,126.6,10.0,2999,392,2.0,,0.0,39.32,38.06,2.0,0,,0.0,
234.92686847919126,2.0,,,37.86,992.0,480.0,480.0,293,1681385073.0,2,0.0,448.0,37.0,3168,234.92686847919126,2.0,0.0,83.18,448.0,,5,2.0,,0.0,125.53,10.0,3277,393,2.0,,0.0,39.15,37.96,2.0,0,,0.0,
235.093087743544,2.0,,,37.63,1088.0,544.0,512.0,294,1681385074.0,2,0.0,512.0,36.79,3424,235.093087743544,2.0,0.0,83.73,512.0,,5,2.0,,0.0,124.25,10.0,3557,394,2.0,,0.0,38.88,37.9,2.0,0,,0.0,
234.93707860475092,2.0,,,37.53,1184.0,576.0,576.0,295,1681385075.0,2,0.0,544.0,36.69,3680,234.93707860475092,2.0,0.0,84.32,544.0,,5,2.0,,0.0,123.15,10.0,3836,395,2.0,,0.0,38.77,37.79,2.0,0,,0.0,
234.71168130475996,2.0,,,37.35,1280.0,608.0,608.0,296,1681385076.0,2,0.0,576.0,36.61,3968,234.71168130475996,2.0,0.0,84.56,608.0,,5,2.0,,0.0,122.08,10.0,4115,396,2.0,,0.0,38.65,37.75,2.0,0,,0.0,
234.6448922886886,2.0,,,37.28,1376.0,672.0,640.0,297,1681385078.0,2,0.0,640.0,36.47,4256,234.6448922886886,2.0,0.0,84.79,640.0,,5,2.0,,0.0,120.92,10.0,4394,398,2.0,,0.0,38.45,37.72,2.0,0,,0.0,
234.2669195434478,2.0,,,37.21,1504.0,704.0,704.0,298,1681385079.0,2,0.0,672.0,36.39,4544,234.2669195434478,2.0,0.0,85.0,672.0,,5,2.0,,0.0,119.94,10.0,4671,399,2.0,,0.0,38.37,37.66,2.0,0,,0.0,
233.88413633616136,2.0,,,37.07,1600.0,768.0,736.0,299,1681385080.0,2,0.0,704.0,36.33,4800,233.88413633616136,2.0,0.0,84.99,736.0,,5,2.0,,0.0,118.95,10.0,4948,400,2.0,,0.0,38.24,37.64,2.0,0,,0.0,
233.7398166279487,2.0,,,37.03,1696.0,800.0,768.0,300,1681385081.0,2,0.0,768.0,36.22,5056,233.7398166279487,2.0,0.0,84.85,768.0,,5,2.0,,0.0,117.83,10.0,5226,401,2.0,,0.0,38.17,37.62,2.0,0,,0.0,
233.49731463534582,2.0,,,36.97,1792.0,832.0,832.0,301,1681385082.0,2,0.0,800.0,36.17,5344,233.49731463534582,2.0,0.0,84.93,800.0,,5,2.0,,0.0,116.77,10.0,5503,402,2.0,,0.0,38.1,37.57,2.0,0,,0.0,
233.37335436632603,2.0,,,36.89,1888.0,896.0,864.0,302,1681385084.0,2,0.0,832.0,36.13,5632,233.37335436632603,2.0,0.0,84.93,864.0,,5,2.0,,0.0,115.64,10.0,5780,404,2.0,,0.0,38.01,37.54,2.0,0,,0.0,
233.29024159323583,2.0,,,36.86,1984.0,928.0,928.0,303,1681385085.0,2,0.0,896.0,36.09,5920,233.29024159323583,2.0,0.0,84.95,896.0,,5,2.0,,0.0,114.48,10.0,6060,405,2.0,,0.0,37.97,37.51,2.0,0,,0.0,
233.25258602752905,2.0,,,36.84,2112.0,992.0,960.0,304,1681385086.0,2,0.0,928.0,36.07,6176,233.25258602752905,2.0,0.0,85.0,928.0,,5,2.0,,0.0,113.32,10.0,6337,406,2.0,,0.0,37.88,37.49,2.0,0,,0.0,
233.15374184886372,2.0,,,36.83,2208.0,1024.0,992.0,305,1681385087.0,2,0.0,960.0,36.06,6464,233.15374184886372,2.0,0.0,85.03,992.0,,5,2.0,,0.0,112.18,10.0,6613,407,2.0,,0.0,37.85,37.48,2.0,0,,0.0,
233.01068367463367,2.0,,,36.82,2304.0,1056.0,1056.0,306,1681385088.0,2,0.0,1024.0,36.02,6752,233.01068367463367,2.0,0.0,85.04,1024.0,,5,2.0,,0.0,111.05,10.0,6892,408,2.0,,0.0,37.81,37.46,2.0,0,,0.0,
232.91714887010798,2.0,,,36.81,2400.0,1120.0,1088.0,307,1681385090.0,2,0.0,1056.0,36.01,7008,232.91714887010798,2.0,0.0,85.01,1088.0,,5,2.0,,0.0,109.9,10.0,7170,410,2.0,,0.0,37.75,37.43,2.0,0,,0.0,
232.72745182356692,2.0,,,36.8,2496.0,1152.0,1152.0,308,1681385091.0,2,0.0,1088.0,36.0,7328,232.72745182356692,2.0,0.0,84.99,1120.0,,5,2.0,,0.0,108.8,10.0,7448,411,2.0,,0.0,37.73,37.39,2.0,0,,0.0,
232.78239870295494,2.0,,,36.79,2624.0,1216.0,1184.0,309,1681385092.0,2,0.0,1152.0,35.96,7584,232.78239870295494,2.0,0.0,84.89,1152.0,,5,2.0,,0.0,107.58,10.0,7726,412,2.0,,0.0,37.7,37.37,2.0,0,,0.0,
232.69008509978525,2.0,,,36.79,2720.0,1248.0,1216.0,310,1681385093.0,2,0.0,1184.0,35.96,7840,232.69008509978525,2.0,0.0,84.99,1216.0,,5,2.0,,0.0,106.43,10.0,8004,413,2.0,,0.0,37.7,37.35,2.0,0,,0.0,
232.58922584565087,2.0,,,36.8,2816.0,1280.0,1280.0,311,1681385094.0,2,0.0,1216.0,35.95,8128,232.58922584565087,2.0,0.0,84.93,1248.0,,5,2.0,,0.0,105.28,10.0,8280,414,2.0,,0.0,37.68,37.33,2.0,0,,0.0,
232.4221096250392,2.0,,,36.8,2912.0,1344.0,1312.0,312,1681385096.0,2,0.0,1280.0,35.95,8416,232.4221096250392,2.0,0.0,84.86,1280.0,,5,2.0,,0.0,104.17,10.0,8556,416,2.0,,0.0,37.66,37.32,2.0,0,,0.0,
232.3070212216165,2.0,,,36.8,3008.0,1376.0,1376.0,313,1681385097.0,2,0.0,1312.0,35.94,8672,232.3070212216165,2.0,0.0,84.73,1344.0,,5,2.0,,0.0,103.03,10.0,8833,417,2.0,,0.0,37.64,37.31,2.0,0,,0.0,
232.26222575367143,2.0,,,36.8,3104.0,1440.0,1408.0,314,1681385098.0,2,0.0,1344.0,35.94,8960,232.26222575367143,2.0,0.0,84.67,1376.0,,5,2.0,,0.0,101.85,10.0,9111,418,2.0,,0.0,37.61,37.28,2.0,0,,0.0,
231.8898015804065,2.0,,,36.8,3200.0,1472.0,1440.0,315,1681385099.0,2,0.0,1408.0,35.93,9248,231.8898015804065,2.0,0.0,84.64,1440.0,,5,2.0,,0.0,100.83,10.0,9388,419,2.0,,0.0,37.61,37.28,2.0,0,,0.0,
231.8020403677284,2.0,,,36.81,3328.0,1504.0,1504.0,316,1681385100.0,2,0.0,1440.0,35.91,9504,231.8020403677284,2.0,0.0,84.33,1472.0,,5,2.0,,0.0,99.67,10.0,9665,420,2.0,,0.0,37.58,37.25,2.0,0,,0.0,
231.83944567629595,2.0,,,36.81,3424.0,1568.0,1536.0,317,1681385102.0,2,0.0,1472.0,35.91,9824,231.83944567629595,2.0,0.0,84.25,1504.0,,5,2.0,,0.0,98.45,10.0,9943,422,2.0,,0.0,37.58,37.25,2.0,0,,0.0,
231.94492110402305,2.0,,,36.82,3520.0,1600.0,1600.0,318,1681385103.0,2,0.0,1536.0,35.9,10080,231.94492110402305,2.0,0.0,84.29,1568.0,,5,2.0,,0.0,97.2,10.0,10223,423,2.0,,0.0,37.58,37.24,2.0,0,,0.0,
231.94962889904156,2.0,,,36.83,3616.0,1664.0,1632.0,319,1681385104.0,2,0.0,1568.0,35.9,10336,231.94962889904156,2.0,0.0,84.38,1600.0,,5,2.0,,0.0,96.0,10.0,10501,424,2.0,,0.0,37.58,37.24,2.0,0,,0.0,
231.9618252608626,2.0,,,36.84,3712.0,1696.0,1664.0,320,1681385105.0,2,0.0,1600.0,35.89,10624,231.9618252608626,2.0,0.0,84.4,1664.0,,5,2.0,,0.0,94.79,10.0,10780,425,2.0,,0.0,37.58,37.23,2.0,0,,0.0,
231.98051410163177,2.0,,,36.83,3808.0,1728.0,1728.0,321,1681385106.0,2,0.0,1664.0,35.88,10912,231.98051410163177,2.0,0.0,84.45,1696.0,,5,2.0,,0.0,93.59,10.0,11058,426,2.0,,0.0,37.57,37.23,2.0,0,,0.0,
231.95221896532465,2.0,,,36.84,3936.0,1792.0,1760.0,322,1681385108.0,2,0.0,1696.0,35.88,11200,231.95221896532465,2.0,0.0,84.52,1728.0,,5,2.0,,0.0,92.4,10.0,11335,428,2.0,,0.0,37.53,37.21,2.0,0,,0.0,
231.96667491642972,2.0,,,36.83,4032.0,1824.0,1824.0,323,1681385109.0,2,0.0,1728.0,35.88,11488,231.96667491642972,2.0,0.0,84.52,1792.0,,5,2.0,,0.0,91.2,10.0,11612,429,2.0,,0.0,37.53,37.19,2.0,0,,0.0,
231.9368131123499,2.0,,,36.84,4128.0,1888.0,1856.0,324,1681385110.0,2,0.0,1792.0,35.89,11712,231.9368131123499,2.0,0.0,84.51,1824.0,,5,2.0,,0.0,90.01,10.0,11890,430,2.0,,0.0,37.54,37.19,2.0,0,,0.0,
231.92635348431332,2.0,,,36.83,4224.0,1920.0,1888.0,325,1681385111.0,2,0.0,1824.0,35.9,12032,231.92635348431332,2.0,0.0,84.5,1856.0,,5,2.0,,0.0,88.83,10.0,12167,431,2.0,,0.0,37.53,37.18,2.0,0,,0.0,
231.95329258655954,2.0,,,36.85,4320.0,1952.0,1952.0,326,1681385112.0,2,0.0,1888.0,35.9,12288,231.95329258655954,2.0,0.0,84.49,1920.0,,5,2.0,,0.0,87.62,10.0,12444,432,2.0,,0.0,37.52,37.18,2.0,0,,0.0,
231.94717917908227,2.0,,,36.86,4416.0,2016.0,1984.0,327,1681385114.0,2,0.0,1920.0,35.9,12576,231.94717917908227,2.0,0.0,84.5,1952.0,,5,2.0,,0.0,86.43,10.0,12720,434,2.0,,0.0,37.52,37.18,2.0,0,,0.0,
231.8960472911146,2.0,,,36.84,4544.0,2048.0,2016.0,328,1681385115.0,2,0.0,1952.0,35.89,12896,231.8960472911146,2.0,0.0,84.51,2016.0,,5,2.0,,0.0,85.26,10.0,12997,435,2.0,,0.0,37.52,37.18,2.0,0,,0.0,
231.80682924584852,2.0,,,36.85,4640.0,2112.0,2080.0,329,1681385116.0,2,0.0,2016.0,35.9,13120,231.80682924584852,2.0,0.0,84.45,2048.0,,5,2.0,,0.0,84.1,10.0,13274,436,2.0,,0.0,37.52,37.17,2.0,0,,0.0,
231.67845435504194,2.0,,,36.84,4736.0,2144.0,2112.0,330,1681385117.0,2,0.0,2048.0,35.88,13408,231.67845435504194,2.0,0.0,84.41,2080.0,,5,2.0,,0.0,82.95,10.0,13551,437,2.0,,0.0,37.51,37.15,2.0,0,,0.0,
231.5588438098024,2.0,,,36.84,4832.0,2176.0,2176.0,331,1681385118.0,2,0.0,2080.0,35.88,13696,231.5588438098024,2.0,0.0,84.32,2144.0,,5,2.0,,0.0,81.78,10.0,13830,438,2.0,,0.0,37.5,37.15,2.0,0,,0.0,
231.51016790852734,2.0,,,36.83,4928.0,2240.0,2208.0,332,1681385120.0,2,0.0,2144.0,35.87,13920,231.51016790852734,2.0,0.0,84.21,2176.0,,5,2.0,,0.0,80.6,10.0,14108,440,2.0,,0.0,37.5,37.14,2.0,0,,0.0,
231.27693925825872,2.0,,,36.82,5024.0,2272.0,2240.0,333,1681385121.0,2,0.0,2176.0,35.86,14240,231.27693925825872,2.0,0.0,84.19,2208.0,,5,2.0,,0.0,79.49,10.0,14384,441,2.0,,0.0,37.51,37.14,2.0,0,,0.0,
231.3178008260123,2.0,,,36.83,5120.0,2336.0,2304.0,334,1681385122.0,2,0.0,2208.0,35.85,14528,231.3178008260123,2.0,0.0,84.01,2272.0,,5,2.0,,0.0,78.26,10.0,14666,442,2.0,,0.0,37.47,37.13,2.0,0,,0.0,
231.32727290295162,2.0,,,36.83,5248.0,2368.0,2336.0,335,1681385123.0,2,0.0,2272.0,35.86,14848,231.32727290295162,2.0,0.0,84.02,2304.0,,5,2.0,,0.0,77.05,10.0,14943,443,2.0,,0.0,37.48,37.13,2.0,0,,0.0,
231.31272500408295,2.0,,,36.82,5344.0,2432.0,2400.0,336,1681385124.0,2,0.0,2304.0,35.85,15072,231.31272500408295,2.0,0.0,84.06,2368.0,,5,2.0,,0.0,75.86,10.0,15221,444,2.0,,0.0,37.47,37.12,2.0,0,,0.0,
231.28037701743193,2.0,,,36.81,5440.0,2464.0,2432.0,337,1681385126.0,2,0.0,2336.0,35.85,15328,231.28037701743193,2.0,0.0,84.09,2400.0,,5,2.0,,0.0,74.67,10.0,15498,446,2.0,,0.0,37.45,37.12,2.0,0,,0.0,
231.21917037016053,2.0,,,36.8,5536.0,2496.0,2464.0,338,1681385127.0,2,0.0,2400.0,35.85,15648,231.21917037016053,2.0,0.0,84.06,2432.0,,5,2.0,,0.0,73.49,10.0,15775,447,2.0,,0.0,37.46,37.12,2.0,0,,0.0,
231.19309933617927,2.0,,,36.79,5632.0,2560.0,2528.0,339,1681385128.0,2,0.0,2432.0,35.85,15872,231.19309933617927,2.0,0.0,84.03,2496.0,,5,2.0,,0.0,72.3,10.0,16052,448,2.0,,0.0,37.44,37.1,2.0,0,,0.0,
231.14271392575068,2.0,,,36.79,5728.0,2592.0,2560.0,340,1681385129.0,2,0.0,2464.0,35.84,16224,231.14271392575068,2.0,0.0,84.03,2528.0,,5,2.0,,0.0,71.12,10.0,16329,449,2.0,,0.0,37.44,37.09,2.0,0,,0.0,
231.09860372856784,2.0,,,36.79,5856.0,2656.0,2624.0,341,1681385130.0,2,0.0,2528.0,35.85,16480,231.09860372856784,2.0,0.0,83.99,2560.0,,5,2.0,,0.0,69.94,10.0,16606,450,2.0,,0.0,37.42,37.09,2.0,0,,0.0,
231.07844145867236,2.0,,,36.77,5952.0,2688.0,2656.0,342,1681385132.0,2,0.0,2560.0,35.84,16704,231.07844145867236,2.0,0.0,83.98,2624.0,,5,2.0,,0.0,68.74,10.0,16883,452,2.0,,0.0,37.43,37.08,2.0,0,,0.0,
231.0745236156643,2.0,,,36.78,6048.0,2720.0,2688.0,343,1681385133.0,2,0.0,2592.0,35.85,17056,231.0745236156643,2.0,0.0,83.95,2656.0,,5,2.0,,0.0,67.55,10.0,17159,453,2.0,,0.0,37.41,37.08,2.0,0,,0.0,
231.04971105567788,2.0,,,36.78,6144.0,2784.0,2752.0,344,1681385134.0,2,0.0,2656.0,35.86,17280,231.04971105567788,2.0,0.0,83.96,2720.0,,5,2.0,,0.0,66.36,10.0,17435,454,2.0,,0.0,37.39,37.09,2.0,0,,0.0,
231.08269173293718,2.0,,,36.77,6240.0,2816.0,2784.0,345,1681385135.0,2,0.0,2688.0,35.86,17504,231.08269173293718,2.0,0.0,83.96,2752.0,,5,2.0,,0.0,65.16,10.0,17710,455,2.0,,0.0,37.39,37.07,2.0,0,,0.0,
231.12163625505355,2.0,,,36.77,6336.0,2848.0,2816.0,346,1681385136.0,2,0.0,2720.0,35.87,17856,231.12163625505355,2.0,0.0,84.0,2784.0,,5,2.0,,0.0,63.96,10.0,17985,456,2.0,,0.0,37.38,37.07,2.0,0,,0.0,
231.2310419351371,2.0,,,36.76,6432.0,2912.0,2880.0,347,1681385138.0,2,0.0,2784.0,35.85,18112,231.2310419351371,2.0,0.0,84.08,2848.0,,5,2.0,,0.0,62.73,10.0,18263,458,2.0,,0.0,37.37,37.07,2.0,0,,0.0,
231.14972882629922,2.0,,,36.75,6560.0,2944.0,2912.0,348,1681385139.0,2,0.0,2816.0,35.86,18400,231.14972882629922,2.0,0.0,84.19,2880.0,,5,2.0,,0.0,61.55,10.0,18540,459,2.0,,0.0,37.36,37.07,2.0,0,,0.0,
231.1321583227339,2.0,,,36.73,6656.0,3008.0,2976.0,349,1681385140.0,2,0.0,2848.0,35.86,18688,231.1321583227339,2.0,0.0,84.15,2912.0,,5,2.0,,0.0,60.36,10.0,18817,460,2.0,,0.0,37.35,37.06,2.0,0,,0.0,
231.15634938456827,2.0,,,36.73,6752.0,3040.0,3008.0,350,1681385141.0,2,0.0,2912.0,35.86,18912,231.15634938456827,2.0,0.0,84.17,2976.0,,5,2.0,,0.0,59.16,10.0,19093,461,2.0,,0.0,37.35,37.03,2.0,0,,0.0,
231.13171703618596,2.0,,,36.72,6848.0,3072.0,3040.0,351,1681385142.0,2,0.0,2944.0,35.86,19232,231.13171703618596,2.0,0.0,84.21,3008.0,,5,2.0,,0.0,57.97,10.0,19370,462,2.0,,0.0,37.35,37.01,2.0,0,,0.0,
231.16052730265991,2.0,,,36.73,6944.0,3136.0,3104.0,352,1681385144.0,2,0.0,2976.0,35.86,19488,231.16052730265991,2.0,0.0,84.23,3072.0,,5,2.0,,0.0,56.76,10.0,19646,464,2.0,,0.0,37.34,36.97,2.0,0,,0.0,
231.1813712923013,2.0,,,36.73,7040.0,3168.0,3136.0,353,1681385145.0,2,0.0,3040.0,35.86,19776,231.1813712923013,2.0,0.0,84.27,3104.0,,5,2.0,,0.0,55.56,10.0,19924,465,2.0,,0.0,37.33,36.97,2.0,0,,0.0,
231.09405734482593,2.0,,,36.73,7136.0,3232.0,3200.0,354,1681385146.0,2,0.0,3072.0,35.88,20064,231.09405734482593,2.0,0.0,84.28,3136.0,,5,2.0,,0.0,54.38,10.0,20201,466,2.0,,0.0,37.34,36.96,2.0,0,,0.0,
231.09965028572518,2.0,,,36.72,7264.0,3264.0,3232.0,355,1681385147.0,2,0.0,3104.0,35.88,20320,231.09965028572518,2.0,0.0,84.2,3200.0,,5,2.0,,0.0,53.19,10.0,20476,467,2.0,,0.0,37.33,36.96,2.0,0,,0.0,
231.08177898744276,2.0,,,36.72,7360.0,3296.0,3264.0,356,1681385148.0,2,0.0,3168.0,35.86,20608,231.08177898744276,2.0,0.0,84.23,3232.0,,5,2.0,,0.0,52.0,10.0,20752,468,2.0,,0.0,37.32,36.96,2.0,0,,0.0,
231.02856278666712,2.0,,,36.72,7456.0,3360.0,3328.0,357,1681385149.0,2,0.0,3200.0,35.87,20864,231.02856278666712,2.0,0.0,84.23,3264.0,,5,2.0,,0.0,50.82,10.0,21027,469,2.0,,0.0,37.32,36.94,2.0,0,,0.0,
231.04081942772763,2.0,,,36.68,7552.0,3392.0,3360.0,358,1681385151.0,2,0.0,3232.0,35.87,21152,231.04081942772763,2.0,0.0,84.24,3328.0,,5,2.0,,0.0,49.61,10.0,21305,471,2.0,,0.0,37.31,36.93,2.0,0,,0.0,
230.81428348268477,2.0,,,36.68,7648.0,3456.0,3392.0,359,1681385152.0,2,0.0,3296.0,35.86,21440,230.81428348268477,2.0,0.0,84.26,3360.0,,5,2.0,,0.0,48.47,10.0,21580,472,2.0,,0.0,37.32,36.93,2.0,0,,0.0,
230.78219143660317,2.0,,,36.66,7744.0,3488.0,3456.0,360,1681385153.0,2,0.0,3328.0,35.85,21728,230.78219143660317,2.0,0.0,84.2,3424.0,,5,2.0,,0.0,47.28,10.0,21856,473,2.0,,0.0,37.3,36.8,2.0,0,,0.0,
230.7802823205454,2.0,,,36.66,7872.0,3520.0,3488.0,361,1681385154.0,2,0.0,3392.0,35.86,22016,230.7802823205454,2.0,0.0,84.14,3456.0,,5,2.0,,0.0,46.08,10.0,22133,474,2.0,,0.0,37.3,36.81,2.0,0,,0.0,
230.74596558089246,2.0,,,36.66,7968.0,3584.0,3552.0,362,1681385155.0,2,0.0,3424.0,35.87,22272,230.74596558089246,2.0,0.0,84.11,3488.0,,5,2.0,,0.0,44.89,10.0,22410,475,2.0,,0.0,37.3,36.83,2.0,0,,0.0,
230.71554563440213,2.0,,,36.67,8064.0,3616.0,3584.0,363,1681385157.0,2,0.0,3456.0,35.88,22560,230.71554563440213,2.0,0.0,84.08,3552.0,,5,2.0,,0.0,43.7,10.0,22686,477,2.0,,0.0,37.3,36.82,2.0,0,,0.0,
230.69350312555878,2.0,,,36.66,8160.0,3680.0,3616.0,364,1681385158.0,2,0.0,3520.0,35.87,22816,230.69350312555878,2.0,0.0,84.06,3584.0,,5,2.0,,0.0,42.5,10.0,22964,478,2.0,,0.0,37.3,36.83,2.0,0,,0.0,
230.68278624568873,2.0,,,36.65,8256.0,3712.0,3680.0,365,1681385159.0,2,0.0,3552.0,35.86,23072,230.68278624568873,2.0,0.0,84.08,3616.0,,5,2.0,,0.0,41.3,10.0,23241,479,2.0,,0.0,37.3,36.81,2.0,0,,0.0,
230.66978013853634,2.0,,,36.63,8352.0,3744.0,3712.0,366,1681385160.0,2,0.0,3584.0,35.86,23360,230.66978013853634,2.0,0.0,84.08,3680.0,,5,2.0,,0.0,40.1,10.0,23517,480,2.0,,0.0,37.3,36.8,2.0,0,,0.0,
230.697364638423,2.0,,,36.64,8448.0,3808.0,3744.0,367,1681385161.0,2,0.0,3648.0,35.87,23680,230.697364638423,2.0,0.0,84.06,3712.0,,5,2.0,,0.0,38.91,10.0,23791,481,2.0,,0.0,37.3,36.8,2.0,0,,0.0,
230.70565036061765,2.0,,,36.66,8576.0,3840.0,3808.0,368,1681385163.0,2,0.0,3680.0,35.87,23936,230.70565036061765,2.0,0.0,84.07,3776.0,,5,2.0,,0.0,37.71,10.0,24068,483,2.0,,0.0,37.3,36.8,2.0,0,,0.0,
230.52314973514822,2.0,,,36.66,8672.0,3904.0,3840.0,369,1681385164.0,2,0.0,3712.0,35.88,24224,230.52314973514822,2.0,0.0,84.07,3808.0,,5,2.0,,0.0,36.55,10.0,24344,484,2.0,,0.0,37.28,36.81,2.0,0,,0.0,
230.6270393242326,2.0,,,36.67,8768.0,3936.0,3904.0,370,1681385165.0,2,0.0,3776.0,35.89,24480,230.6270393242326,2.0,0.0,83.85,3840.0,,5,2.0,,0.0,35.33,10.0,24621,485,2.0,,0.0,37.29,36.83,2.0,0,,0.0,
230.72907928595555,2.0,,,36.68,8864.0,3968.0,3936.0,371,1681385166.0,2,0.0,3808.0,35.88,24736,230.72907928595555,2.0,0.0,83.96,3904.0,,5,2.0,,0.0,34.12,10.0,24896,486,2.0,,0.0,37.28,36.82,2.0,0,,0.0,
233.2864434185884,2.0,,,36.68,8960.0,4032.0,3968.0,372,1681385167.0,2,0.0,3840.0,35.89,25024,233.2864434185884,2.0,0.0,84.05,3936.0,,5,2.0,,0.0,32.52,10.0,25182,487,2.0,,0.0,37.27,36.83,2.0,0,,0.0,
233.29716362023458,2.0,,,36.69,9056.0,4064.0,4032.0,373,1681385169.0,2,0.0,3904.0,35.88,25216,233.29716362023458,2.0,0.0,86.64,3968.0,,5,2.0,,0.0,31.32,10.0,25461,489,2.0,,0.0,37.27,36.81,2.0,0,,0.0,
210.129349805648,2.0,,,36.69,9056.0,4128.0,4064.0,374,1681385170.0,2,0.0,3936.0,35.88,25440,210.129349805648,2.0,0.0,86.64,4032.0,,5,2.0,,0.0,34.17,10.0,25588,490,2.0,,0.0,37.28,36.81,2.0,0,,0.0,
