03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_4_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
1554,96.3485391906978,3,1536,10,323.97,46,0,10.0,96.3485391906978,1683048559,0,1344.0,0.0,78.04,0.0,,,,,,,,,,,,,,,,,,,
2061,166.31613929413135,4,2016,11,184.63,48,0,10.0,166.31613929413135,1683048561,0,1472.0,0.0,82.6,0.0,6.85,32.0,0.0,0.0,0.0,32.0,0.0,6.89,,,,,,,,,,,
2558,226.53907238377752,4,2496,12,133.36,49,0,10.0,226.53907238377752,1683048562,0,1600.0,0.0,85.85,0.0,31.04,160.0,0.0,0.0,0.0,160.0,0.0,31.12,18.3,96.0,0.0,0.0,,,,,,,
3022,268.5029112127964,4,2976,13,110.79,50,0,10.0,268.5029112127964,1683048563,0,1696.0,0.0,87.67,0.0,49.89,288.0,0.0,0.0,0.0,288.0,0.0,49.86,39.12,224.0,0.0,0.0,,,,,,,
3477,297.8979609425752,4,3392,14,98.33,51,0,10.0,297.8979609425752,1683048564,0,1824.0,0.0,89.32,0.0,63.84,416.0,0.0,0.0,0.0,416.0,0.0,63.62,51.72,320.0,0.0,0.0,,,,,,,
3944,323.3691695525196,4,3904,15,89.14,52,0,10.0,323.3691695525196,1683048565,0,1920.0,0.0,90.28,0.0,71.51,512.0,0.0,0.0,0.0,512.0,0.0,71.29,64.82,448.0,0.0,0.0,,,,,,,
4392,337.13700950907696,4,4288,16,84.17,54,0,10.0,337.13700950907696,1683048567,0,2048.0,0.0,91.18,0.0,79.09,640.0,0.0,0.0,0.0,640.0,0.0,78.76,74.34,576.0,0.0,0.0,,,,,,,
4855,350.5196599072736,4,4800,17,79.63,55,0,10.0,350.5196599072736,1683048568,0,2144.0,0.0,91.63,0.0,83.28,736.0,0.0,0.0,0.0,736.0,0.0,82.76,79.47,672.0,0.0,0.0,,,,,,,
5307,357.44334404697554,4,5184,18,76.83,56,0,10.0,357.44334404697554,1683048569,0,2272.0,0.0,92.05,0.0,87.24,864.0,0.0,0.0,0.0,864.0,0.0,86.57,84.66,800.0,0.0,0.0,,,,,,,
5761,363.80570594226543,4,5696,19,74.23,57,0,10.0,363.80570594226543,1683048570,0,2368.0,0.0,92.22,0.0,89.34,960.0,0.0,0.0,0.0,960.0,0.0,88.57,87.31,896.0,0.0,0.0,,,,,,,
6213,367.0024549802048,4,6080,20,72.36,59,0,10.0,367.0024549802048,1683048572,0,2496.0,0.0,92.37,0.0,91.31,1088.0,0.0,0.0,0.0,1088.0,0.0,90.27,89.85,1024.0,0.0,0.0,,,,,,,
6667,369.995630600759,4,6560,21,70.54,60,0,10.0,369.995630600759,1683048573,0,2592.0,0.0,92.45,0.0,92.2,1184.0,0.0,0.0,0.0,1184.0,0.0,91.14,91.21,1120.0,0.0,0.0,,,,,,,
7120,371.5905277623772,4,7008,22,69.02,61,0,10.0,371.5905277623772,1683048574,0,2688.0,0.0,92.47,0.0,93.13,1312.0,0.0,0.0,0.0,1312.0,0.0,92.08,92.32,1248.0,0.0,0.0,,,,,,,
7574,373.0101404097369,4,7456,23,67.54,62,0,10.0,373.0101404097369,1683048575,0,2816.0,0.0,92.45,0.0,93.61,1408.0,0.0,0.0,0.0,1440.0,0.0,92.69,92.84,1344.0,0.0,0.0,,,,,,,
8028,373.84821038384695,4,7936,24,66.18,63,0,10.0,373.84821038384695,1683048576,0,2912.0,0.0,92.47,0.0,93.9,1536.0,0.0,0.0,0.0,1536.0,0.0,93.19,93.45,1472.0,0.0,0.0,,,,,,,
8480,374.28493047484216,4,8352,25,64.89,65,0,10.0,374.28493047484216,1683048578,0,3040.0,0.0,92.42,0.0,94.18,1632.0,0.0,0.0,0.0,1664.0,0.0,93.44,93.82,1600.0,0.0,0.0,,,,,,,
8931,374.44099055426204,4,8864,26,63.66,66,0,10.0,374.44099055426204,1683048579,0,3136.0,0.0,92.44,0.0,94.25,1760.0,0.0,0.0,0.0,1760.0,0.0,93.69,93.91,1696.0,0.0,0.0,,,,,,,
9384,374.5359900651752,4,9248,27,62.43,67,0,10.0,374.5359900651752,1683048580,0,3264.0,0.0,92.35,0.0,94.24,1888.0,0.0,0.0,0.0,1888.0,0.0,93.84,94.02,1824.0,0.0,0.0,,,,,,,
9836,374.56517179475065,4,9760,28,61.22,68,0,10.0,374.56517179475065,1683048581,0,3360.0,0.0,92.36,0.0,94.24,1984.0,0.0,0.0,0.0,1984.0,0.0,93.92,94.02,1920.0,0.0,0.0,,,,,,,
10288,374.5390824311043,4,10176,29,60.02,69,0,10.0,374.5390824311043,1683048582,0,3488.0,0.0,92.38,0.0,94.18,2112.0,0.0,0.0,0.0,2112.0,0.0,93.96,94.04,2048.0,0.0,0.0,,,,,,,
10738,374.27187872645027,4,10656,30,58.86,71,0,10.0,374.27187872645027,1683048584,0,3584.0,0.0,92.33,0.0,94.17,2208.0,0.0,0.0,0.0,2240.0,0.0,93.94,94.09,2144.0,0.0,0.0,,,,,,,
11188,374.2027073529104,4,11072,31,57.67,72,0,10.0,374.2027073529104,1683048585,0,3712.0,0.0,92.26,0.0,94.16,2336.0,0.0,0.0,0.0,2336.0,0.0,93.84,94.01,2272.0,0.0,0.0,,,,,,,
11638,374.0623121442799,4,11552,32,56.49,73,0,10.0,374.0623121442799,1683048586,0,3808.0,0.0,92.23,0.0,94.15,2432.0,0.0,0.0,0.0,2464.0,0.0,93.73,94.09,2368.0,0.0,0.0,,,,,,,
12089,373.8809110826063,4,11968,33,55.31,74,0,10.0,373.8809110826063,1683048587,0,3936.0,0.0,92.18,0.0,94.13,2560.0,0.0,0.0,0.0,2560.0,0.0,93.63,94.12,2496.0,0.0,0.0,,,,,,,
12538,373.37511413112327,4,12448,34,54.18,75,0,10.0,373.37511413112327,1683048588,0,4032.0,0.0,92.11,0.0,94.16,2656.0,0.0,0.0,0.0,2688.0,0.0,93.54,94.07,2592.0,0.0,0.0,,,,,,,
12985,373.1648678004765,4,12896,35,53.01,77,0,10.0,373.1648678004765,1683048590,0,4160.0,0.0,91.76,0.0,94.15,2784.0,0.0,0.0,0.0,2784.0,0.0,93.49,93.98,2720.0,0.0,0.0,,,,,,,
13430,372.8772588441088,4,13312,36,51.86,78,0,10.0,372.8772588441088,1683048591,0,4256.0,0.0,91.79,0.0,94.13,2880.0,0.0,0.0,0.0,2912.0,0.0,93.38,93.87,2848.0,0.0,0.0,,,,,,,
13880,372.9538401182409,4,13792,37,50.65,79,0,10.0,372.9538401182409,1683048592,0,4352.0,0.0,91.8,0.0,94.06,3008.0,0.0,0.0,0.0,3008.0,0.0,93.29,93.73,2944.0,0.0,0.0,,,,,,,
14328,372.73231134107243,4,14208,38,49.47,80,0,10.0,372.73231134107243,1683048593,0,4480.0,0.0,91.82,0.0,94.11,3104.0,0.0,0.0,0.0,3136.0,0.0,93.31,93.71,3072.0,0.0,0.0,,,,,,,
14776,372.61513930996375,4,14688,39,48.29,81,0,10.0,372.61513930996375,1683048594,0,4576.0,0.0,91.85,0.0,94.14,3232.0,0.0,0.0,0.0,3232.0,0.0,93.18,93.56,3168.0,0.0,0.0,,,,,,,
15225,372.24554932188767,4,15104,40,47.13,83,0,10.0,372.24554932188767,1683048596,0,4704.0,0.0,91.79,0.0,94.17,3328.0,0.0,0.0,0.0,3360.0,0.0,93.11,93.54,3296.0,0.0,0.0,,,,,,,
15674,372.34350276439847,4,15584,41,45.91,84,0,10.0,372.34350276439847,1683048597,0,4800.0,0.0,91.78,0.0,94.18,3456.0,0.0,0.0,0.0,3456.0,0.0,92.93,93.36,3392.0,0.0,0.0,,,,,,,
16125,372.27060133231066,4,16032,42,44.71,85,0,10.0,372.27060133231066,1683048598,0,4928.0,0.0,91.74,0.0,94.18,3552.0,0.0,0.0,0.0,3584.0,0.0,92.95,93.47,3520.0,0.0,0.0,,,,,,,
16570,372.1352004347283,4,16480,43,43.53,86,0,10.0,372.1352004347283,1683048599,0,5024.0,0.0,91.69,0.0,94.18,3680.0,0.0,0.0,0.0,3712.0,0.0,92.97,93.44,3616.0,0.0,0.0,,,,,,,
17019,372.0066973141993,4,16928,44,42.34,87,0,10.0,372.0066973141993,1683048600,0,5152.0,0.0,91.57,0.0,94.13,3776.0,0.0,0.0,0.0,3808.0,0.0,92.93,93.51,3744.0,0.0,0.0,,,,,,,
17469,371.9446087991368,4,17376,45,41.13,89,0,10.0,371.9446087991368,1683048602,0,5248.0,0.0,91.55,0.0,94.13,3904.0,0.0,0.0,0.0,3936.0,0.0,92.88,93.45,3840.0,0.0,0.0,,,,,,,
17916,371.7749576071243,4,17824,46,39.95,90,0,10.0,371.7749576071243,1683048603,0,5376.0,0.0,91.54,0.0,94.1,4000.0,0.0,0.0,0.0,4032.0,0.0,92.84,93.46,3968.0,0.0,0.0,,,,,,,
18364,371.73153497969565,4,18240,47,38.75,91,0,10.0,371.73153497969565,1683048604,0,5472.0,0.0,91.47,0.0,94.11,4128.0,0.0,0.0,0.0,4160.0,0.0,92.74,93.45,4064.0,0.0,0.0,,,,,,,
18811,371.6436527098598,4,18720,48,37.55,92,0,10.0,371.6436527098598,1683048605,0,5568.0,0.0,91.48,0.0,94.1,4224.0,0.0,0.0,0.0,4256.0,0.0,92.72,93.43,4192.0,0.0,0.0,,,,,,,
19258,371.52758603379516,4,19136,49,36.36,93,0,10.0,371.52758603379516,1683048606,0,5696.0,0.0,91.44,0.0,94.14,4352.0,0.0,0.0,0.0,4384.0,0.0,92.66,93.4,4288.0,0.0,0.0,,,,,,,
19704,371.1537798661852,4,19616,50,35.2,95,0,10.0,371.1537798661852,1683048608,0,5792.0,0.0,91.44,0.0,94.13,4448.0,0.0,0.0,0.0,4480.0,0.0,92.66,93.29,4416.0,0.0,0.0,,,,,,,
20147,371.00304709936563,4,20032,51,34.02,96,0,10.0,371.00304709936563,1683048609,0,5920.0,0.0,91.32,0.0,94.12,4576.0,0.0,0.0,0.0,4608.0,0.0,92.57,93.14,4512.0,0.0,0.0,,,,,,,
20592,370.9397516271627,4,20512,52,32.83,97,0,10.0,370.9397516271627,1683048610,0,6016.0,0.0,91.25,0.0,94.11,4672.0,0.0,0.0,0.0,4704.0,0.0,92.62,93.03,4640.0,0.0,0.0,,,,,,,
21039,370.9372347283314,4,20928,53,31.62,98,0,10.0,370.9372347283314,1683048611,0,6144.0,0.0,91.34,0.0,93.99,4800.0,0.0,0.0,0.0,4832.0,0.0,92.66,92.95,4736.0,0.0,0.0,,,,,,,
21483,370.7464653888475,4,21376,54,30.44,99,0,10.0,370.7464653888475,1683048612,0,6240.0,0.0,91.31,0.0,93.85,4896.0,0.0,0.0,0.0,4928.0,0.0,92.75,93.03,4864.0,0.0,0.0,,,,,,,
21928,370.57722789783907,4,21856,55,29.25,101,0,10.0,370.57722789783907,1683048614,0,6336.0,0.0,91.24,0.0,93.79,5024.0,0.0,0.0,0.0,5056.0,0.0,92.75,92.97,4960.0,0.0,0.0,,,,,,,
22376,370.304515526034,4,22272,56,28.06,102,0,10.0,370.304515526034,1683048615,0,6464.0,0.0,91.2,0.0,93.8,5120.0,0.0,0.0,0.0,5184.0,0.0,92.66,92.92,5088.0,0.0,0.0,,,,,,,
22822,370.28930536131145,4,22752,57,26.86,103,0,10.0,370.28930536131145,1683048616,0,6560.0,0.0,91.18,0.0,93.66,5248.0,0.0,0.0,0.0,5280.0,0.0,92.6,92.86,5184.0,0.0,0.0,,,,,,,
23267,370.05547929913865,4,23136,58,25.67,104,0,10.0,370.05547929913865,1683048617,0,6688.0,0.0,91.19,0.0,93.65,5344.0,0.0,0.0,0.0,5408.0,0.0,92.63,92.81,5312.0,0.0,0.0,,,,,,,
23714,369.9008172089605,4,23648,59,24.48,105,0,10.0,369.9008172089605,1683048618,0,6784.0,0.0,91.13,0.0,93.62,5440.0,0.0,0.0,0.0,5504.0,0.0,92.62,92.69,5408.0,0.0,0.0,,,,,,,
24158,369.6871426617887,4,24032,60,23.29,107,0,10.0,369.6871426617887,1683048620,0,6912.0,0.0,91.1,0.0,93.53,5568.0,0.0,0.0,0.0,5632.0,0.0,92.58,92.68,5536.0,0.0,0.0,,,,,,,
24602,369.524188136864,4,24512,61,22.1,108,0,10.0,369.524188136864,1683048621,0,7008.0,0.0,91.01,0.0,93.49,5664.0,0.0,0.0,0.0,5728.0,0.0,92.56,92.62,5632.0,0.0,0.0,,,,,,,
25046,369.40916984425587,4,24928,62,20.9,109,0,10.0,369.40916984425587,1683048622,0,7104.0,0.0,90.97,0.0,93.4,5792.0,0.0,0.0,0.0,5856.0,0.0,92.5,92.66,5760.0,0.0,0.0,,,,,,,
25488,369.29023664833744,4,25408,63,19.71,110,0,10.0,369.29023664833744,1683048623,0,7232.0,0.0,90.97,0.0,93.37,5888.0,0.0,0.0,0.0,5952.0,0.0,92.46,92.61,5856.0,0.0,0.0,,,,,,,
25933,369.0688700543932,4,25824,64,18.52,111,0,10.0,369.0688700543932,1683048624,0,7328.0,0.0,90.98,0.0,93.35,6016.0,0.0,0.0,0.0,6080.0,0.0,92.4,92.56,5984.0,0.0,0.0,,,,,,,
26377,368.78426818503334,4,26304,65,17.33,113,0,9.9,368.78426818503334,1683048626,0,7456.0,0.0,90.9,0.0,93.29,6112.0,0.0,0.0,0.0,6176.0,0.0,92.34,92.54,6080.0,0.0,0.0,,,,,,,
26821,368.59661958853235,4,26720,66,16.13,114,0,9.22,368.59661958853235,1683048627,0,7552.0,0.0,90.84,0.0,93.22,6240.0,0.0,0.0,0.0,6304.0,0.0,92.31,92.41,6208.0,0.0,0.0,,,,,,,
27264,368.4024556382568,4,27168,67,14.94,115,0,8.54,368.4024556382568,1683048628,0,7680.0,0.0,90.8,0.0,93.19,6336.0,0.0,0.0,0.0,6400.0,0.0,92.3,92.3,6304.0,0.0,0.0,,,,,,,
27708,368.3295562355707,4,27584,68,13.74,116,0,7.85,368.3295562355707,1683048629,0,7776.0,0.0,90.81,0.0,93.08,6464.0,0.0,0.0,0.0,6528.0,0.0,92.27,92.24,6400.0,0.0,0.0,,,,,,,
28149,368.1089922893993,4,28064,69,12.55,118,0,7.17,368.1089922893993,1683048631,0,7872.0,0.0,90.79,0.0,93.12,6560.0,0.0,0.0,0.0,6624.0,0.0,92.21,92.21,6528.0,0.0,0.0,,,,,,,
28593,368.03700046229324,4,28480,70,11.34,119,0,6.48,368.03700046229324,1683048632,0,8000.0,0.0,90.74,0.0,93.03,6688.0,0.0,0.0,0.0,6752.0,0.0,92.15,92.19,6624.0,0.0,0.0,,,,,,,
29037,367.86153579472506,4,28960,71,10.14,120,0,5.8,367.86153579472506,1683048633,0,8096.0,0.0,90.77,0.0,93.0,6784.0,0.0,0.0,0.0,6848.0,0.0,92.16,92.11,6752.0,0.0,0.0,,,,,,,
29480,367.60001495886064,4,29376,72,8.94,121,0,5.11,367.60001495886064,1683048634,0,8224.0,0.0,90.7,0.0,92.97,6912.0,0.0,0.0,0.0,6976.0,0.0,92.13,92.06,6848.0,0.0,0.0,,,,,,,
29919,367.48960935553043,4,29824,73,7.75,122,0,4.43,367.48960935553043,1683048635,0,8320.0,0.0,90.7,0.0,92.94,7008.0,0.0,0.0,0.0,7072.0,0.0,92.03,91.93,6976.0,0.0,0.0,,,,,,,
30358,367.34418802775224,4,30272,74,6.56,124,0,3.75,367.34418802775224,1683048637,0,8416.0,0.0,90.7,0.0,92.88,7136.0,0.0,0.0,0.0,7200.0,0.0,91.98,91.93,7072.0,0.0,0.0,,,,,,,
30797,367.25304547177126,4,30688,75,5.37,125,0,3.07,367.25304547177126,1683048638,0,8544.0,0.0,90.64,0.0,92.87,7232.0,0.0,0.0,0.0,7296.0,0.0,91.93,91.91,7200.0,0.0,0.0,,,,,,,
31236,367.1235260439338,4,31168,76,4.17,126,0,2.38,367.1235260439338,1683048639,0,8640.0,0.0,90.64,0.0,92.81,7328.0,0.0,0.0,0.0,7424.0,0.0,91.9,91.89,7296.0,0.0,0.0,,,,,,,
31676,367.064311787212,4,31584,77,2.98,127,0,1.7,367.064311787212,1683048640,0,8768.0,0.0,90.58,0.0,92.8,7456.0,0.0,0.0,0.0,7520.0,0.0,91.87,91.87,7424.0,0.0,0.0,,,,,,,
32117,366.9447672942755,4,32000,78,1.77,128,0,1.01,366.9447672942755,1683048641,0,8864.0,0.0,90.59,0.0,92.79,7552.0,0.0,0.0,0.0,7648.0,0.0,91.84,91.84,7520.0,0.0,0.0,,,,,,,
32556,366.9292918967966,4,32448,79,0.58,130,0,0.5,366.9292918967966,1683048643,0,8960.0,0.0,90.6,0.0,92.75,7680.0,0.0,0.0,0.0,7744.0,0.0,91.83,91.76,7616.0,0.0,0.0,,,,,,,
32996,366.82662499327637,4,32832,80,0.0,131,0,0.5,366.82662499327637,1683048644,0,9088.0,0.0,90.54,0.0,92.78,7776.0,0.0,0.0,0.0,7840.0,0.0,91.83,91.78,7744.0,0.0,0.0,,,,,,,
33435,366.82662499327637,4,32832,81,0.0,132,0,0.5,366.82662499327637,1683048645,0,9184.0,0.0,90.57,0.0,92.8,7872.0,0.0,0.0,0.0,7936.0,0.0,91.74,91.71,7840.0,0.0,0.0,,,,,,,
33908,366.82662499327637,4,32832,82,0.0,133,0,0.5,366.82662499327637,1683048646,0,9184.0,0.0,90.57,0.0,92.8,7872.0,0.0,0.0,0.0,7936.0,0.0,91.74,91.71,7840.0,0.0,0.0,,,,,,,
34347,366.82662499327637,4,32832,83,0.0,134,0,0.5,366.82662499327637,1683048647,0,9184.0,0.0,90.57,0.0,92.8,7872.0,0.0,0.0,0.0,7936.0,0.0,91.74,91.71,7840.0,0.0,0.0,,,,,,,
34790,366.82662499327637,4,32832,84,0.0,136,0,0.5,366.82662499327637,1683048649,0,9184.0,0.0,90.57,0.0,92.8,7872.0,0.0,0.0,0.0,7936.0,0.0,91.74,91.71,7840.0,0.0,0.0,,,,,,,
35229,366.82662499327637,4,32832,85,0.0,137,0,0.5,366.82662499327637,1683048650,0,9184.0,0.0,90.57,0.0,92.8,7872.0,0.0,0.0,0.0,7936.0,0.0,91.74,91.71,7840.0,0.0,0.0,,,,,,,
475,370.8272270583874,4,352,86,87.08,138,1,10.0,370.8272270583874,1683048651,0,9184.0,0.0,90.57,0.0,92.8,7872.0,0.0,0.0,0.0,7936.0,0.0,91.74,91.71,7840.0,0.0,0.0,,,,,,,
924,371.83959081240727,4,768,87,85.64,139,1,10.0,371.83959081240727,1683048652,0,64.0,1.0,94.07,0.0,93.95,96.0,1.0,0.0,1.0,96.0,0.0,93.42,89.39,96.0,1.0,0.0,106.54683773871511,0.0,32832.0,32832.0,0.0,308.14617023654836,1.0
1366,370.5330272092903,4,1280,88,84.75,140,1,10.0,370.5330272092903,1683048653,0,192.0,1.0,92.01,0.0,93.68,192.0,1.0,0.0,1.0,192.0,0.0,93.13,93.02,192.0,1.0,0.0,,,,,,,
1810,369.7661442012071,4,1664,89,83.72,142,1,10.0,369.7661442012071,1683048655,0,320.0,1.0,91.64,0.0,93.5,320.0,1.0,0.0,1.0,320.0,0.0,92.76,92.62,320.0,1.0,0.0,,,,,,,
2252,369.02327412663664,4,2176,90,82.69,143,1,10.0,369.02327412663664,1683048656,0,416.0,1.0,91.48,0.0,93.32,416.0,1.0,0.0,1.0,416.0,0.0,92.54,92.42,416.0,1.0,0.0,,,,,,,
2693,368.5068901872833,4,2560,91,81.61,144,1,10.0,368.5068901872833,1683048657,0,544.0,1.0,91.31,0.0,93.14,544.0,1.0,0.0,1.0,544.0,0.0,92.27,92.31,544.0,1.0,0.0,,,,,,,
3135,368.1212641707118,4,3040,92,80.5,145,1,10.0,368.1212641707118,1683048658,0,640.0,1.0,91.17,0.0,93.05,640.0,1.0,0.0,1.0,640.0,0.0,92.19,92.1,640.0,1.0,0.0,,,,,,,
3577,367.81905336014046,4,3456,93,79.36,146,1,10.0,367.81905336014046,1683048659,0,736.0,1.0,91.12,0.0,92.94,768.0,1.0,0.0,1.0,768.0,0.0,92.06,92.0,768.0,1.0,0.0,,,,,,,
4019,367.4903412189249,4,3936,94,78.23,148,1,10.0,367.4903412189249,1683048661,0,864.0,1.0,91.03,0.0,92.87,864.0,1.0,0.0,1.0,864.0,0.0,91.97,91.96,864.0,1.0,0.0,,,,,,,
4459,367.1359651882034,4,4352,95,77.11,149,1,10.0,367.1359651882034,1683048662,0,960.0,1.0,90.88,0.0,92.84,992.0,1.0,0.0,1.0,992.0,0.0,91.88,91.9,992.0,1.0,0.0,,,,,,,
4900,366.9870052957481,4,4768,96,75.94,150,1,10.0,366.9870052957481,1683048663,0,1088.0,1.0,90.78,0.0,92.76,1088.0,1.0,0.0,1.0,1088.0,0.0,91.81,91.79,1088.0,1.0,0.0,,,,,,,
5345,366.7492760174375,4,5216,97,74.77,151,1,10.0,366.7492760174375,1683048664,0,1184.0,1.0,90.74,0.0,92.7,1184.0,1.0,0.0,1.0,1216.0,0.0,91.79,91.75,1184.0,1.0,0.0,,,,,,,
5785,366.4388775011687,4,5664,98,73.64,152,1,10.0,366.4388775011687,1683048665,0,1280.0,1.0,90.74,0.0,92.66,1312.0,1.0,0.0,1.0,1312.0,0.0,91.69,91.66,1312.0,1.0,0.0,,,,,,,
6225,366.1523485866998,4,6112,99,72.49,154,1,10.0,366.1523485866998,1683048667,0,1408.0,1.0,90.65,0.0,92.56,1408.0,1.0,0.0,1.0,1440.0,0.0,91.61,91.61,1408.0,1.0,0.0,,,,,,,
6664,366.11749599093156,4,6560,100,71.3,155,1,10.0,366.11749599093156,1683048668,0,1504.0,1.0,90.59,0.0,92.49,1536.0,1.0,0.0,1.0,1536.0,0.0,91.53,91.54,1536.0,1.0,0.0,,,,,,,
7103,366.0711690644662,4,7008,101,70.11,156,1,10.0,366.0711690644662,1683048669,0,1632.0,1.0,90.59,0.0,92.5,1632.0,1.0,0.0,1.0,1664.0,0.0,91.51,91.53,1632.0,1.0,0.0,,,,,,,
7544,365.93056920338614,4,7424,102,68.93,157,1,10.0,365.93056920338614,1683048670,0,1728.0,1.0,90.55,0.0,92.52,1760.0,1.0,0.0,1.0,1760.0,0.0,91.5,91.5,1760.0,1.0,0.0,,,,,,,
7987,365.9055641578304,4,7904,103,67.73,158,1,10.0,365.9055641578304,1683048671,0,1824.0,1.0,90.5,0.0,92.53,1856.0,1.0,0.0,1.0,1888.0,0.0,91.44,91.46,1856.0,1.0,0.0,,,,,,,
8427,365.8454824310006,4,8320,104,66.53,160,1,10.0,365.8454824310006,1683048673,0,1952.0,1.0,90.47,0.0,92.55,1984.0,1.0,0.0,1.0,1984.0,0.0,91.42,91.46,1984.0,1.0,0.0,,,,,,,
8868,365.6888972009609,4,8768,105,65.36,161,1,10.0,365.6888972009609,1683048674,0,2048.0,1.0,90.39,0.0,92.53,2080.0,1.0,0.0,1.0,2112.0,0.0,91.48,91.45,2080.0,1.0,0.0,,,,,,,
9308,365.5763885585291,4,9216,106,64.17,162,1,10.0,365.5763885585291,1683048675,0,2176.0,1.0,90.31,0.0,92.51,2208.0,1.0,0.0,1.0,2208.0,0.0,91.46,91.41,2176.0,1.0,0.0,,,,,,,
9748,365.45039851455346,4,9632,107,62.99,163,1,10.0,365.45039851455346,1683048676,0,2272.0,1.0,90.33,0.0,92.57,2304.0,1.0,0.0,1.0,2336.0,0.0,91.41,91.27,2304.0,1.0,0.0,,,,,,,
10189,365.2444479828512,4,10112,108,61.82,165,1,10.0,365.2444479828512,1683048678,0,2400.0,1.0,90.36,0.0,92.51,2400.0,1.0,0.0,1.0,2432.0,0.0,91.4,91.18,2400.0,1.0,0.0,,,,,,,
10629,365.09746786798206,4,10496,109,60.64,166,1,10.0,365.09746786798206,1683048679,0,2496.0,1.0,90.34,0.0,92.47,2528.0,1.0,0.0,1.0,2560.0,0.0,91.33,91.1,2528.0,1.0,0.0,,,,,,,
11068,364.9297253889919,4,11008,110,59.46,167,1,10.0,364.9297253889919,1683048680,0,2592.0,1.0,90.34,0.0,92.43,2624.0,1.0,0.0,1.0,2656.0,0.0,91.25,91.07,2624.0,1.0,0.0,,,,,,,
11509,364.83507921713175,4,11392,111,58.27,168,1,10.0,364.83507921713175,1683048681,0,2720.0,1.0,90.31,0.0,92.41,2752.0,1.0,0.0,1.0,2784.0,0.0,91.22,91.0,2752.0,1.0,0.0,,,,,,,
