03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
2238,91.57645571316183,3,2208,18,333.39,62,0,10.0,91.57645571316183,1683587751,0,768.0,0.0,23.66,0.0,672.0,0.0,0.0,34.58,31.48,0.0,0.0,608.0,,,,,,,
2370,93.83753289462035,3,2336,19,323.95,63,0,10.0,93.83753289462035,1683587752,0,800.0,0.0,24.61,0.0,736.0,0.0,0.0,34.95,32.01,0.0,0.0,672.0,,,,,,,
2491,95.07464453692168,3,2432,20,318.45,64,0,10.0,95.07464453692168,1683587753,0,864.0,0.0,26.4,0.0,768.0,0.0,0.0,35.19,32.25,0.0,0.0,704.0,,,,,,,
2615,96.37420147752485,3,2560,21,312.87,65,0,10.0,96.37420147752485,1683587754,0,896.0,0.0,27.22,0.0,800.0,0.0,0.0,35.42,32.44,0.0,0.0,736.0,,,,,,,
2746,98.16037170680049,3,2720,22,305.85,66,0,10.0,98.16037170680049,1683587755,0,928.0,0.0,27.99,0.0,864.0,0.0,0.0,35.79,32.6,0.0,0.0,768.0,,,,,,,
2868,99.01407356745796,3,2816,23,301.98,67,0,10.0,99.01407356745796,1683587756,0,992.0,0.0,29.4,0.0,896.0,0.0,0.0,35.94,32.83,0.0,0.0,832.0,,,,,,,
2992,99.92095185326477,3,2944,24,298.0,68,0,10.0,99.92095185326477,1683587757,0,1024.0,0.0,30.01,0.0,928.0,0.0,0.0,36.08,32.92,0.0,0.0,864.0,,,,,,,
3120,101.13425862918669,3,3072,25,293.15,70,0,10.0,101.13425862918669,1683587759,0,1056.0,0.0,30.61,0.0,992.0,0.0,0.0,36.31,33.0,0.0,0.0,896.0,,,,,,,
3244,101.76415120579074,3,3168,26,290.12,71,0,10.0,101.76415120579074,1683587760,0,1120.0,0.0,31.66,0.0,1024.0,0.0,0.0,36.41,33.07,0.0,0.0,928.0,,,,,,,
3368,102.49627620362004,3,3328,27,286.84,72,0,10.0,102.49627620362004,1683587761,0,1152.0,0.0,32.12,0.0,1056.0,0.0,0.0,36.49,33.16,0.0,0.0,960.0,,,,,,,
3495,103.34290602627655,3,3456,28,283.26,73,0,10.0,103.34290602627655,1683587762,0,1184.0,0.0,32.55,0.0,1120.0,0.0,0.0,36.63,33.32,0.0,0.0,1024.0,,,,,,,
3619,103.79749870528275,3,3552,29,280.82,74,0,10.0,103.79749870528275,1683587763,0,1248.0,0.0,33.25,0.0,1152.0,0.0,0.0,36.69,33.4,0.0,0.0,1056.0,,,,,,,
3745,104.26428735240319,3,3680,30,278.36,75,0,10.0,104.26428735240319,1683587764,0,1280.0,0.0,33.58,0.0,1184.0,0.0,0.0,36.74,33.48,0.0,0.0,1088.0,,,,,,,
3872,104.98007810695776,3,3840,31,275.25,77,0,10.0,104.98007810695776,1683587766,0,1312.0,0.0,33.87,0.0,1248.0,0.0,0.0,36.81,33.59,0.0,0.0,1120.0,,,,,,,
3996,105.30525303621613,3,3936,32,273.23,78,0,10.0,105.30525303621613,1683587767,0,1376.0,0.0,34.39,0.0,1280.0,0.0,0.0,36.84,33.75,0.0,0.0,1184.0,,,,,,,
4121,105.62703353032083,3,4064,33,271.21,79,0,10.0,105.62703353032083,1683587768,0,1408.0,0.0,34.6,0.0,1312.0,0.0,0.0,36.87,33.83,0.0,0.0,1216.0,,,,,,,
4247,106.05101165251564,3,4192,34,268.94,80,0,10.0,106.05101165251564,1683587769,0,1440.0,0.0,34.8,0.0,1376.0,0.0,0.0,36.92,33.91,0.0,0.0,1248.0,,,,,,,
4373,106.35345791257836,3,4320,35,266.99,81,0,10.0,106.35345791257836,1683587770,0,1504.0,0.0,35.12,0.0,1408.0,0.0,0.0,36.94,33.99,0.0,0.0,1280.0,,,,,,,
4498,106.591321936735,3,4448,36,265.22,82,0,10.0,106.591321936735,1683587771,0,1536.0,0.0,35.26,0.0,1440.0,0.0,0.0,36.95,34.15,0.0,0.0,1344.0,,,,,,,
4623,106.8644541689191,3,4576,37,263.37,83,0,10.0,106.8644541689191,1683587772,0,1568.0,0.0,35.39,0.0,1504.0,0.0,0.0,36.97,34.23,0.0,0.0,1376.0,,,,,,,
4749,107.04170987848653,3,4672,38,261.76,85,0,10.0,107.04170987848653,1683587774,0,1632.0,0.0,35.58,0.0,1536.0,0.0,0.0,36.96,34.31,0.0,0.0,1408.0,,,,,,,
4875,107.25103118219437,3,4832,39,260.07,86,0,10.0,107.25103118219437,1683587775,0,1664.0,0.0,35.68,0.0,1568.0,0.0,0.0,36.97,34.39,0.0,0.0,1440.0,,,,,,,
5001,107.38292580309488,3,4928,40,258.58,87,0,10.0,107.38292580309488,1683587776,0,1696.0,0.0,35.77,0.0,1632.0,0.0,0.0,36.97,34.51,0.0,0.0,1504.0,,,,,,,
5128,107.51789397691573,3,5056,41,257.08,88,0,10.0,107.51789397691573,1683587777,0,1728.0,0.0,35.83,0.0,1664.0,0.0,0.0,36.97,34.57,0.0,0.0,1536.0,,,,,,,
5254,107.71341882663711,3,5216,42,255.44,89,0,10.0,107.71341882663711,1683587778,0,1792.0,0.0,35.93,0.0,1696.0,0.0,0.0,36.97,34.62,0.0,0.0,1568.0,,,,,,,
5379,107.80457324291746,3,5312,43,254.06,90,0,10.0,107.80457324291746,1683587779,0,1824.0,0.0,35.98,0.0,1760.0,0.0,0.0,36.97,34.77,0.0,0.0,1632.0,,,,,,,
5505,107.94193857068622,3,5440,44,252.57,92,0,10.0,107.94193857068622,1683587781,0,1856.0,0.0,36.02,0.0,1792.0,0.0,0.0,36.97,34.81,0.0,0.0,1664.0,,,,,,,
5632,108.01230779722543,3,5568,45,251.23,93,0,10.0,108.01230779722543,1683587782,0,1920.0,0.0,36.07,0.0,1824.0,0.0,0.0,36.98,34.89,0.0,0.0,1696.0,,,,,,,
5757,108.07001379709482,3,5696,46,249.94,94,0,10.0,108.07001379709482,1683587783,0,1952.0,0.0,36.1,0.0,1888.0,0.0,0.0,36.95,34.96,0.0,0.0,1728.0,,,,,,,
5884,108.15573194623107,3,5824,47,248.57,95,0,10.0,108.15573194623107,1683587784,0,1984.0,0.0,36.11,0.0,1920.0,0.0,0.0,36.92,35.03,0.0,0.0,1792.0,,,,,,,
6009,108.17890800502951,3,5952,48,247.36,96,0,10.0,108.17890800502951,1683587785,0,2048.0,0.0,36.16,0.0,1952.0,0.0,0.0,36.91,35.09,0.0,0.0,1824.0,,,,,,,
6134,108.20180428996585,3,6048,49,246.15,97,0,10.0,108.20180428996585,1683587786,0,2080.0,0.0,36.19,0.0,2016.0,0.0,0.0,36.87,35.12,0.0,0.0,1856.0,,,,,,,
6259,108.25193400143155,3,6208,50,244.88,99,0,10.0,108.25193400143155,1683587788,0,2112.0,0.0,36.16,0.0,2048.0,0.0,0.0,36.87,35.16,0.0,0.0,1888.0,,,,,,,
6384,108.31252391631512,3,6336,51,243.59,100,0,10.0,108.31252391631512,1683587789,0,2176.0,0.0,36.18,0.0,2080.0,0.0,0.0,36.84,35.24,0.0,0.0,1952.0,,,,,,,
6509,108.34283076432968,3,6432,52,242.37,101,0,10.0,108.34283076432968,1683587790,0,2208.0,0.0,36.19,0.0,2144.0,0.0,0.0,36.83,35.29,0.0,0.0,1984.0,,,,,,,
6634,108.40756114744894,3,6592,53,241.07,102,0,10.0,108.40756114744894,1683587791,0,2240.0,0.0,36.19,0.0,2176.0,0.0,0.0,36.82,35.34,0.0,0.0,2016.0,,,,,,,
6759,108.31146732304917,3,6720,54,240.13,103,0,10.0,108.31146732304917,1683587792,0,2304.0,0.0,36.19,0.0,2208.0,0.0,0.0,36.81,35.41,0.0,0.0,2080.0,,,,,,,
6884,108.3628700077198,3,6816,55,238.86,104,0,10.0,108.3628700077198,1683587793,0,2336.0,0.0,36.07,0.0,2272.0,0.0,0.0,36.81,35.43,0.0,0.0,2112.0,,,,,,,
7009,108.39689303413361,3,6912,56,237.64,105,0,10.0,108.39689303413361,1683587794,0,2368.0,0.0,36.09,0.0,2304.0,0.0,0.0,36.81,35.47,0.0,0.0,2144.0,,,,,,,
7134,108.44925423044805,3,7104,57,236.37,107,0,10.0,108.44925423044805,1683587796,0,2400.0,0.0,36.09,0.0,2336.0,0.0,0.0,36.8,35.51,0.0,0.0,2176.0,,,,,,,
7259,108.45382703024329,3,7200,58,235.2,108,0,10.0,108.45382703024329,1683587797,0,2464.0,0.0,36.1,0.0,2400.0,0.0,0.0,36.77,35.58,0.0,0.0,2240.0,,,,,,,
7385,108.45495052200732,3,7296,59,234.04,109,0,10.0,108.45495052200732,1683587798,0,2496.0,0.0,36.09,0.0,2432.0,0.0,0.0,36.76,35.6,0.0,0.0,2272.0,,,,,,,
7510,108.44902686273349,3,7488,60,232.9,110,0,10.0,108.44902686273349,1683587799,0,2528.0,0.0,36.09,0.0,2464.0,0.0,0.0,36.75,35.62,0.0,0.0,2304.0,,,,,,,
7636,108.44773983099857,3,7584,61,231.74,111,0,10.0,108.44773983099857,1683587800,0,2592.0,0.0,36.09,0.0,2528.0,0.0,0.0,36.7,35.66,0.0,0.0,2368.0,,,,,,,
7761,108.44089979721528,3,7680,62,230.6,112,0,10.0,108.44089979721528,1683587801,0,2624.0,0.0,36.07,0.0,2560.0,0.0,0.0,36.69,35.69,0.0,0.0,2400.0,,,,,,,
7887,108.49467670518128,3,7872,63,229.33,114,0,10.0,108.49467670518128,1683587803,0,2656.0,0.0,36.06,0.0,2592.0,0.0,0.0,36.69,35.69,0.0,0.0,2432.0,,,,,,,
8012,108.49047287039504,3,7968,64,228.19,115,0,10.0,108.49047287039504,1683587804,0,2720.0,0.0,36.08,0.0,2656.0,0.0,0.0,36.68,35.73,0.0,0.0,2496.0,,,,,,,
8136,108.44834068254943,3,8064,65,227.13,116,0,10.0,108.44834068254943,1683587805,0,2752.0,0.0,36.07,0.0,2688.0,0.0,0.0,36.67,35.75,0.0,0.0,2528.0,,,,,,,
8261,108.43348401043444,3,8192,66,226.01,117,0,10.0,108.43348401043444,1683587806,0,2784.0,0.0,36.05,0.0,2720.0,0.0,0.0,36.64,35.75,0.0,0.0,2560.0,,,,,,,
8386,108.41227663834013,3,8352,67,224.9,118,0,10.0,108.41227663834013,1683587807,0,2816.0,0.0,36.04,0.0,2784.0,0.0,0.0,36.62,35.77,0.0,0.0,2592.0,,,,,,,
8512,108.38431819163085,3,8448,68,223.8,119,0,10.0,108.38431819163085,1683587808,0,2880.0,0.0,36.01,0.0,2816.0,0.0,0.0,36.61,35.79,0.0,0.0,2656.0,,,,,,,
8637,108.34784715428641,3,8576,69,222.72,120,0,10.0,108.34784715428641,1683587809,0,2912.0,0.0,36.0,0.0,2848.0,0.0,0.0,36.59,35.8,0.0,0.0,2688.0,,,,,,,
8761,108.28847254142687,3,8736,70,221.69,122,0,10.0,108.28847254142687,1683587811,0,2944.0,0.0,35.98,0.0,2912.0,0.0,0.0,36.56,35.8,0.0,0.0,2720.0,,,,,,,
8885,108.24704880771361,3,8832,71,220.63,123,0,10.0,108.24704880771361,1683587812,0,3008.0,0.0,35.95,0.0,2944.0,0.0,0.0,36.55,35.78,0.0,0.0,2784.0,,,,,,,
9009,108.22044171359131,3,8928,72,219.54,124,0,10.0,108.22044171359131,1683587813,0,3040.0,0.0,35.95,0.0,2976.0,0.0,0.0,36.54,35.76,0.0,0.0,2816.0,,,,,,,
9133,108.15886089273565,3,9056,73,218.52,125,0,10.0,108.15886089273565,1683587814,0,3072.0,0.0,35.94,0.0,3008.0,0.0,0.0,36.53,35.75,0.0,0.0,2848.0,,,,,,,
9258,108.11807219561072,3,9216,74,217.45,126,0,10.0,108.11807219561072,1683587815,0,3104.0,0.0,35.93,0.0,3072.0,0.0,0.0,36.5,35.74,0.0,0.0,2880.0,,,,,,,
9382,108.06069377726888,3,9312,75,216.42,127,0,10.0,108.06069377726888,1683587816,0,3168.0,0.0,35.92,0.0,3104.0,0.0,0.0,36.47,35.73,0.0,0.0,2944.0,,,,,,,
9506,107.9998939879425,3,9440,76,215.39,129,0,10.0,107.9998939879425,1683587818,0,3200.0,0.0,35.91,0.0,3136.0,0.0,0.0,36.46,35.69,0.0,0.0,2976.0,,,,,,,
9631,107.97096190178291,3,9600,77,214.29,130,0,10.0,107.97096190178291,1683587819,0,3232.0,0.0,35.91,0.0,3200.0,0.0,0.0,36.43,35.66,0.0,0.0,3008.0,,,,,,,
9755,107.935297374932,3,9696,78,213.21,131,0,10.0,107.935297374932,1683587820,0,3296.0,0.0,35.91,0.0,3232.0,0.0,0.0,36.43,35.63,0.0,0.0,3072.0,,,,,,,
9880,107.87926456448128,3,9824,79,212.16,132,0,10.0,107.87926456448128,1683587821,0,3328.0,0.0,35.89,0.0,3264.0,0.0,0.0,36.41,35.63,0.0,0.0,3104.0,,,,,,,
10005,107.86556165180839,3,9952,80,211.03,133,0,10.0,107.86556165180839,1683587822,0,3360.0,0.0,35.89,0.0,3328.0,0.0,0.0,36.41,35.58,0.0,0.0,3136.0,,,,,,,
10129,107.78038519806734,3,10080,81,210.05,134,0,10.0,107.78038519806734,1683587823,0,3424.0,0.0,35.89,0.0,3360.0,0.0,0.0,36.4,35.58,0.0,0.0,3168.0,,,,,,,
10254,107.75784980601316,3,10208,82,208.93,135,0,10.0,107.75784980601316,1683587824,0,3456.0,0.0,35.88,0.0,3392.0,0.0,0.0,36.38,35.52,0.0,0.0,3232.0,,,,,,,
10377,107.72316159193998,3,10304,83,207.86,137,0,10.0,107.72316159193998,1683587826,0,3488.0,0.0,35.89,0.0,3456.0,0.0,0.0,36.38,35.49,0.0,0.0,3264.0,,,,,,,
10500,107.63171847053056,3,10432,84,206.89,138,0,10.0,107.63171847053056,1683587827,0,3520.0,0.0,35.89,0.0,3488.0,0.0,0.0,36.37,35.46,0.0,0.0,3296.0,,,,,,,
10625,107.5727608102744,3,10560,85,205.84,139,0,10.0,107.5727608102744,1683587828,0,3584.0,0.0,35.86,0.0,3520.0,0.0,0.0,36.34,35.43,0.0,0.0,3328.0,,,,,,,
10749,107.5114546047637,3,10688,86,204.81,140,0,10.0,107.5114546047637,1683587829,0,3616.0,0.0,35.86,0.0,3552.0,0.0,0.0,36.34,35.37,0.0,0.0,3392.0,,,,,,,
10873,107.46035502445407,3,10816,87,203.74,141,0,10.0,107.46035502445407,1683587830,0,3648.0,0.0,35.87,0.0,3616.0,0.0,0.0,36.32,35.32,0.0,0.0,3424.0,,,,,,,
10998,107.4085724939078,3,10944,88,202.68,142,0,10.0,107.4085724939078,1683587831,0,3712.0,0.0,35.83,0.0,3648.0,0.0,0.0,36.33,35.3,0.0,0.0,3456.0,,,,,,,
11121,107.39211256286546,3,11072,89,201.57,144,0,10.0,107.39211256286546,1683587833,0,3744.0,0.0,35.84,0.0,3680.0,0.0,0.0,36.32,35.25,0.0,0.0,3520.0,,,,,,,
11245,107.35728552051911,3,11168,90,200.48,145,0,10.0,107.35728552051911,1683587834,0,3776.0,0.0,35.83,0.0,3744.0,0.0,0.0,36.33,35.23,0.0,0.0,3552.0,,,,,,,
11368,107.34685485566006,3,11296,91,199.35,146,0,10.0,107.34685485566006,1683587835,0,3808.0,0.0,35.82,0.0,3776.0,0.0,0.0,36.33,35.21,0.0,0.0,3584.0,,,,,,,
11492,107.27955760677187,3,11456,92,198.33,147,0,10.0,107.27955760677187,1683587836,0,3872.0,0.0,35.83,0.0,3808.0,0.0,0.0,36.32,35.2,0.0,0.0,3616.0,,,,,,,
11615,107.29014870557154,3,11552,93,197.15,148,0,10.0,107.29014870557154,1683587837,0,3904.0,0.0,35.83,0.0,3872.0,0.0,0.0,36.29,35.15,0.0,0.0,3680.0,,,,,,,
11740,107.27919290096816,3,11680,94,196.01,149,0,10.0,107.27919290096816,1683587838,0,3936.0,0.0,35.84,0.0,3904.0,0.0,0.0,36.3,35.15,0.0,0.0,3712.0,,,,,,,
11863,107.25509071178482,3,11808,95,194.91,151,0,10.0,107.25509071178482,1683587840,0,4000.0,0.0,35.84,0.0,3936.0,0.0,0.0,36.29,35.15,0.0,0.0,3744.0,,,,,,,
11986,107.2185789268404,3,11936,96,193.83,152,0,10.0,107.2185789268404,1683587841,0,4032.0,0.0,35.85,0.0,4000.0,0.0,0.0,36.28,35.13,0.0,0.0,3776.0,,,,,,,
12109,107.13199798511826,3,12064,97,192.84,153,0,10.0,107.13199798511826,1683587842,0,4064.0,0.0,35.84,0.0,4032.0,0.0,0.0,36.27,35.11,0.0,0.0,3840.0,,,,,,,
12233,107.12193866711175,3,12160,98,191.69,154,0,10.0,107.12193866711175,1683587843,0,4128.0,0.0,35.78,0.0,4064.0,0.0,0.0,36.25,35.1,0.0,0.0,3872.0,,,,,,,
12356,107.06580640695474,3,12288,99,190.65,155,0,10.0,107.06580640695474,1683587844,0,4160.0,0.0,35.78,0.0,4096.0,0.0,0.0,36.25,35.1,0.0,0.0,3904.0,,,,,,,
12481,107.0335583878508,3,12416,100,189.54,156,0,10.0,107.0335583878508,1683587845,0,4192.0,0.0,35.76,0.0,4160.0,0.0,0.0,36.23,35.08,0.0,0.0,3936.0,,,,,,,
12604,106.95705802811244,3,12544,101,188.53,157,0,10.0,106.95705802811244,1683587846,0,4224.0,0.0,35.73,0.0,4192.0,0.0,0.0,36.22,35.08,0.0,0.0,4000.0,,,,,,,
12727,106.93167419669271,3,12672,102,187.42,159,0,10.0,106.93167419669271,1683587848,0,4288.0,0.0,35.69,0.0,4224.0,0.0,0.0,36.2,35.07,0.0,0.0,4032.0,,,,,,,
12850,106.89034717270745,3,12800,103,186.35,160,0,10.0,106.89034717270745,1683587849,0,4320.0,0.0,35.68,0.0,4288.0,0.0,0.0,36.19,35.07,0.0,0.0,4064.0,,,,,,,
12972,106.86325059223154,3,12896,104,185.24,161,0,10.0,106.86325059223154,1683587850,0,4352.0,0.0,35.65,0.0,4320.0,0.0,0.0,36.19,35.06,0.0,0.0,4128.0,,,,,,,
13095,106.83381885127814,3,13056,105,184.14,162,0,10.0,106.83381885127814,1683587851,0,4384.0,0.0,35.62,0.0,4352.0,0.0,0.0,36.19,35.05,0.0,0.0,4160.0,,,,,,,
13218,106.8320033323235,3,13152,106,183.0,163,0,10.0,106.8320033323235,1683587852,0,4448.0,0.0,35.59,0.0,4416.0,0.0,0.0,36.19,35.06,0.0,0.0,4192.0,,,,,,,
13340,106.77939767918724,3,13280,107,181.94,164,0,10.0,106.77939767918724,1683587853,0,4480.0,0.0,35.59,0.0,4448.0,0.0,0.0,36.18,35.06,0.0,0.0,4224.0,,,,,,,
13463,106.7779250082487,3,13440,108,180.79,166,0,10.0,106.7779250082487,1683587855,0,4512.0,0.0,35.57,0.0,4480.0,0.0,0.0,36.15,35.07,0.0,0.0,4288.0,,,,,,,
13587,106.7584921350623,3,13536,109,179.67,167,0,10.0,106.7584921350623,1683587856,0,4576.0,0.0,35.55,0.0,4544.0,0.0,0.0,36.16,35.07,0.0,0.0,4320.0,,,,,,,
13710,106.73886639735727,3,13632,110,178.55,168,0,10.0,106.73886639735727,1683587857,0,4608.0,0.0,35.55,0.0,4576.0,0.0,0.0,36.14,35.06,0.0,0.0,4352.0,,,,,,,
13833,106.73263991529386,3,13760,111,177.41,169,0,10.0,106.73263991529386,1683587858,0,4640.0,0.0,35.53,0.0,4608.0,0.0,0.0,36.14,35.07,0.0,0.0,4384.0,,,,,,,
13956,106.7297188457795,3,13920,112,176.26,170,0,10.0,106.7297188457795,1683587859,0,4672.0,0.0,35.53,0.0,4640.0,0.0,0.0,36.14,35.07,0.0,0.0,4448.0,,,,,,,
14079,106.72298481316471,3,14016,113,175.12,171,0,10.0,106.72298481316471,1683587860,0,4736.0,0.0,35.5,0.0,4704.0,0.0,0.0,36.15,35.08,0.0,0.0,4480.0,,,,,,,
14202,106.72205094240964,3,14112,114,173.96,172,0,10.0,106.72205094240964,1683587861,0,4768.0,0.0,35.49,0.0,4736.0,0.0,0.0,36.16,35.07,0.0,0.0,4512.0,,,,,,,
14324,106.67920988221529,3,14304,115,172.89,174,0,10.0,106.67920988221529,1683587863,0,4800.0,0.0,35.49,0.0,4768.0,0.0,0.0,36.15,35.08,0.0,0.0,4544.0,,,,,,,
14447,106.70323133321543,3,14400,116,171.7,175,0,10.0,106.70323133321543,1683587864,0,4864.0,0.0,35.48,0.0,4832.0,0.0,0.0,36.12,35.09,0.0,0.0,4608.0,,,,,,,
14571,106.68209257001683,3,14496,117,170.58,176,0,10.0,106.68209257001683,1683587865,0,4896.0,0.0,35.49,0.0,4864.0,0.0,0.0,36.12,35.09,0.0,0.0,4640.0,,,,,,,
14694,106.66062615281481,3,14656,118,169.45,177,0,10.0,106.66062615281481,1683587866,0,4928.0,0.0,35.47,0.0,4896.0,0.0,0.0,36.12,35.09,0.0,0.0,4672.0,,,,,,,
14817,106.62693854782296,3,14784,119,168.35,178,0,10.0,106.62693854782296,1683587867,0,4960.0,0.0,35.46,0.0,4960.0,0.0,0.0,36.1,35.1,0.0,0.0,4736.0,,,,,,,
14941,106.64013788847164,3,14880,120,167.17,179,0,10.0,106.64013788847164,1683587868,0,5024.0,0.0,35.43,0.0,4992.0,0.0,0.0,36.08,35.11,0.0,0.0,4768.0,,,,,,,
15065,106.66558614170405,3,14976,121,165.97,181,0,10.0,106.66558614170405,1683587870,0,5056.0,0.0,35.42,0.0,5024.0,0.0,0.0,36.08,35.14,0.0,0.0,4800.0,,,,,,,
15187,106.63206220134936,3,15136,122,164.88,182,0,10.0,106.63206220134936,1683587871,0,5088.0,0.0,35.42,0.0,5056.0,0.0,0.0,36.09,35.16,0.0,0.0,4832.0,,,,,,,
15310,106.60909169482493,3,15264,123,163.76,183,0,10.0,106.60909169482493,1683587872,0,5120.0,0.0,35.42,0.0,5120.0,0.0,0.0,36.06,35.15,0.0,0.0,4896.0,,,,,,,
15433,106.61629153279517,3,15360,124,162.59,184,0,10.0,106.61629153279517,1683587873,0,5184.0,0.0,35.39,0.0,5152.0,0.0,0.0,36.05,35.16,0.0,0.0,4928.0,,,,,,,
15557,106.64785334416037,3,15488,125,161.38,185,0,10.0,106.64785334416037,1683587874,0,5216.0,0.0,35.38,0.0,5184.0,0.0,0.0,36.05,35.18,0.0,0.0,4960.0,,,,,,,
15680,106.60760375374414,3,15648,126,160.29,186,0,10.0,106.60760375374414,1683587875,0,5248.0,0.0,35.4,0.0,5248.0,0.0,0.0,36.04,35.21,0.0,0.0,4992.0,,,,,,,
15804,106.62146141496324,3,15744,127,159.11,187,0,10.0,106.62146141496324,1683587876,0,5312.0,0.0,35.37,0.0,5280.0,0.0,0.0,36.03,35.21,0.0,0.0,5056.0,,,,,,,
