03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_4_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_4_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
25242,942.8015029991296,4,25088,23,7.98,69,0,4.56,942.8015029991296,1683047996,0,7232.0,0.0,236.8,0.0,231.3,5632.0,236.53,5504.0,0.0,0.0,0.0,0.0,5568.0,0.0,235.31,0.0,,,,,,,
26370,943.7027674482049,4,26208,24,6.78,71,0,3.87,943.7027674482049,1683047998,0,7520.0,0.0,236.84,0.0,234.59,5920.0,236.49,5792.0,0.0,0.0,0.0,0.0,5856.0,0.0,234.89,0.0,,,,,,,
27507,945.3480667976189,4,27360,25,5.57,72,0,3.18,945.3480667976189,1683047999,0,7776.0,0.0,236.66,0.0,234.92,6208.0,236.69,6080.0,0.0,0.0,0.0,0.0,6144.0,0.0,235.43,0.0,,,,,,,
28639,941.7550014715362,4,28512,26,4.38,73,0,2.51,941.7550014715362,1683048000,0,8064.0,0.0,236.11,0.0,235.89,6496.0,236.95,6368.0,0.0,0.0,0.0,0.0,6432.0,0.0,236.4,0.0,,,,,,,
29777,943.2823487199456,4,29632,27,3.17,74,0,1.81,943.2823487199456,1683048001,0,8352.0,0.0,235.85,0.0,234.01,6784.0,236.04,6656.0,0.0,0.0,0.0,0.0,6720.0,0.0,235.85,0.0,,,,,,,
30932,939.7754050319279,4,30720,28,1.95,75,0,1.12,939.7754050319279,1683048002,0,8640.0,0.0,235.29,0.0,235.5,7072.0,235.66,6912.0,0.0,0.0,0.0,0.0,7008.0,0.0,236.84,0.0,,,,,,,
32070,942.5942784381833,4,31904,29,0.74,77,0,0.5,942.5942784381833,1683048004,0,8928.0,0.0,233.14,0.0,235.73,7328.0,235.02,7200.0,0.0,0.0,0.0,0.0,7264.0,0.0,235.88,0.0,,,,,,,
33212,941.215889197663,4,32864,30,0.0,78,0,0.5,941.215889197663,1683048005,0,9216.0,0.0,234.16,0.0,235.13,7648.0,236.57,7488.0,0.0,0.0,0.0,0.0,7552.0,0.0,236.73,0.0,,,,,,,
34350,941.215889197663,4,32864,31,0.0,79,0,0.5,941.215889197663,1683048006,0,9440.0,0.0,234.66,0.0,234.63,7872.0,235.85,7744.0,0.0,0.0,0.0,0.0,7808.0,0.0,236.09,0.0,,,,,,,
35486,941.215889197663,4,32864,32,0.0,80,0,0.5,941.215889197663,1683048007,0,9440.0,0.0,234.66,0.0,234.63,7872.0,235.85,7744.0,0.0,0.0,0.0,0.0,7808.0,0.0,236.09,0.0,,,,,,,
36619,941.215889197663,4,32864,33,0.0,81,0,0.5,941.215889197663,1683048008,0,9440.0,0.0,234.66,0.0,234.63,7872.0,235.85,7744.0,0.0,0.0,0.0,0.0,7808.0,0.0,236.09,0.0,,,,,,,
37756,941.215889197663,4,32864,34,0.0,83,0,0.5,941.215889197663,1683048010,0,9440.0,0.0,234.66,0.0,234.63,7872.0,235.85,7744.0,0.0,0.0,0.0,0.0,7808.0,0.0,236.09,0.0,,,,,,,
707,900.3355559161464,4,512,35,35.61,84,1,10.0,900.3355559161464,1683048011,0,9440.0,0.0,234.66,0.0,234.63,7872.0,235.85,7744.0,0.0,0.0,0.0,0.0,7808.0,0.0,236.09,0.0,,,,,,,
1855,930.3545926531326,4,1664,36,33.23,85,1,10.0,930.3545926531326,1683048012,0,128.0,1.0,225.9,0.0,225.81,128.0,224.82,128.0,1.0,0.0,1.0,1.0,128.0,0.0,223.81,0.0,45.180506471544504,0.0,32864.0,32864.0,0.0,727.3933509509978,1.0
2993,942.5591342897372,4,2816,37,31.59,86,1,10.0,942.5591342897372,1683048013,0,416.0,1.0,232.22,0.0,234.37,416.0,231.88,416.0,1.0,0.0,1.0,1.0,416.0,0.0,231.88,0.0,,,,,,,
4133,945.0549929156933,4,3968,38,30.3,87,1,10.0,945.0549929156933,1683048014,0,704.0,1.0,234.37,0.0,237.09,704.0,235.7,704.0,1.0,0.0,1.0,1.0,704.0,0.0,235.4,0.0,,,,,,,
5276,947.5435459186403,4,5120,39,29.01,89,1,10.0,947.5435459186403,1683048016,0,992.0,1.0,234.74,0.0,237.61,992.0,236.76,992.0,1.0,0.0,1.0,1.0,992.0,0.0,235.94,0.0,,,,,,,
6408,946.411288301349,4,6272,40,27.85,90,1,10.0,946.411288301349,1683048017,0,1280.0,1.0,235.95,0.0,238.28,1280.0,236.79,1280.0,1.0,0.0,1.0,1.0,1280.0,0.0,236.52,0.0,,,,,,,
7548,947.4626443882827,4,7392,41,26.62,91,1,10.0,947.4626443882827,1683048018,0,1568.0,1.0,235.21,0.0,238.37,1568.0,237.0,1568.0,1.0,0.0,1.0,1.0,1568.0,0.0,235.83,0.0,,,,,,,
8695,948.3283258775718,4,8544,42,25.39,92,1,10.0,948.3283258775718,1683048019,0,1824.0,1.0,235.32,0.0,238.81,1856.0,236.86,1856.0,1.0,0.0,1.0,1.0,1856.0,0.0,236.47,0.0,,,,,,,
9833,944.438600225103,4,9664,43,24.28,93,1,10.0,944.438600225103,1683048020,0,2112.0,1.0,235.4,0.0,239.51,2144.0,236.51,2144.0,1.0,0.0,1.0,1.0,2144.0,0.0,236.91,0.0,,,,,,,
10961,941.5395156470034,4,10784,44,23.16,95,1,10.0,941.5395156470034,1683048022,0,2400.0,1.0,235.29,0.0,236.06,2400.0,236.37,2432.0,1.0,0.0,1.0,1.0,2432.0,0.0,236.71,0.0,,,,,,,
12090,940.1686315108327,4,11936,45,21.99,96,1,10.0,940.1686315108327,1683048023,0,2688.0,1.0,235.43,0.0,234.88,2688.0,235.09,2688.0,1.0,0.0,1.0,1.0,2720.0,0.0,236.15,0.0,,,,,,,
13223,938.6126266230974,4,13056,46,20.82,97,1,10.0,938.6126266230974,1683048024,0,2976.0,1.0,235.47,0.0,234.02,2976.0,234.48,2976.0,1.0,0.0,1.0,1.0,3008.0,0.0,236.2,0.0,,,,,,,
14349,938.9556898222595,4,14208,47,19.62,98,1,10.0,938.9556898222595,1683048025,0,3264.0,1.0,234.73,0.0,234.52,3264.0,233.84,3264.0,1.0,0.0,1.0,1.0,3264.0,0.0,235.52,0.0,,,,,,,
15479,938.510171435402,4,15328,48,18.42,99,1,10.0,938.510171435402,1683048026,0,3552.0,1.0,235.06,0.0,234.69,3552.0,233.47,3552.0,1.0,0.0,1.0,1.0,3552.0,0.0,235.74,0.0,,,,,,,
16607,935.7555138298608,4,16448,49,17.27,101,1,9.87,935.7555138298608,1683048028,0,3840.0,1.0,235.56,0.0,234.81,3840.0,232.99,3808.0,1.0,0.0,1.0,1.0,3840.0,0.0,235.14,0.0,,,,,,,
17730,937.4097872100389,4,17568,50,16.04,102,1,9.17,937.4097872100389,1683048029,0,4096.0,1.0,235.59,0.0,234.39,4128.0,233.16,4096.0,1.0,0.0,1.0,1.0,4128.0,0.0,232.62,0.0,,,,,,,
18867,939.3250679315946,4,18720,51,14.8,103,1,8.46,939.3250679315946,1683048030,0,4384.0,1.0,234.56,0.0,235.89,4384.0,233.82,4384.0,1.0,0.0,1.0,1.0,4416.0,0.0,233.15,0.0,,,,,,,
20001,939.9658877484993,4,19872,52,13.58,104,1,7.76,939.9658877484993,1683048031,0,4672.0,1.0,233.68,0.0,237.38,4672.0,234.78,4672.0,1.0,0.0,1.0,1.0,4704.0,0.0,233.49,0.0,,,,,,,
21126,940.2935164380244,4,20992,53,12.38,106,1,7.08,940.2935164380244,1683048033,0,4960.0,1.0,232.74,0.0,237.96,4960.0,235.27,4960.0,1.0,0.0,1.0,1.0,4992.0,0.0,233.99,0.0,,,,,,,
22269,942.6250771751663,4,22112,54,11.14,107,1,6.36,942.6250771751663,1683048034,0,5216.0,1.0,233.31,0.0,237.99,5248.0,235.4,5248.0,1.0,0.0,1.0,1.0,5280.0,0.0,233.59,0.0,,,,,,,
23402,939.6193013961675,4,23232,55,9.97,108,1,5.7,939.6193013961675,1683048035,0,5504.0,1.0,233.27,0.0,238.33,5536.0,235.66,5504.0,1.0,0.0,1.0,1.0,5568.0,0.0,235.36,0.0,,,,,,,
24534,939.5623713931403,4,24384,56,8.76,109,1,5.01,939.5623713931403,1683048036,0,5792.0,1.0,232.82,0.0,237.86,5792.0,235.72,5792.0,1.0,0.0,1.0,1.0,5856.0,0.0,233.22,0.0,,,,,,,
25656,938.2356964862759,4,25504,57,7.58,110,1,4.33,938.2356964862759,1683048037,0,6080.0,1.0,233.56,0.0,238.01,6080.0,235.84,6080.0,1.0,0.0,1.0,1.0,6144.0,0.0,232.15,0.0,,,,,,,
26792,940.8225321883615,4,26624,58,6.35,112,1,3.63,940.8225321883615,1683048039,0,6368.0,1.0,233.3,0.0,237.57,6368.0,234.22,6368.0,1.0,0.0,1.0,1.0,6400.0,0.0,233.14,0.0,,,,,,,
27929,943.2259215611888,4,27776,59,5.13,113,1,2.93,943.2259215611888,1683048040,0,6624.0,1.0,233.88,0.0,237.67,6656.0,234.93,6656.0,1.0,0.0,1.0,1.0,6688.0,0.0,234.35,0.0,,,,,,,
29058,936.3784222864491,4,28896,60,3.96,114,1,2.26,936.3784222864491,1683048041,0,6912.0,1.0,233.81,0.0,237.24,6944.0,236.9,6944.0,1.0,0.0,1.0,1.0,6976.0,0.0,235.28,0.0,,,,,,,
30171,931.7384911053799,4,30016,61,2.79,115,1,1.59,931.7384911053799,1683048042,0,7200.0,1.0,232.99,0.0,236.68,7200.0,234.72,7232.0,1.0,0.0,1.0,1.0,7264.0,0.0,231.99,0.0,,,,,,,
31307,934.2416000782966,4,31168,62,1.56,116,1,0.89,934.2416000782966,1683048043,0,7488.0,1.0,232.45,0.0,235.28,7488.0,233.64,7488.0,1.0,0.0,1.0,1.0,7552.0,0.0,230.36,0.0,,,,,,,
32411,921.7566866661742,4,32256,63,0.39,118,1,0.5,921.7566866661742,1683048045,0,7776.0,1.0,233.34,0.0,236.08,7776.0,232.63,7776.0,1.0,0.0,1.0,1.0,7840.0,0.0,232.18,0.0,,,,,,,
33489,908.1081787914278,4,32800,64,0.0,119,1,0.5,908.1081787914278,1683048046,0,8032.0,1.0,226.46,0.0,226.11,8064.0,232.99,8064.0,1.0,0.0,1.0,1.0,8096.0,0.0,236.19,0.0,,,,,,,
34577,908.1081787914278,4,32800,65,0.0,120,1,0.5,908.1081787914278,1683048047,0,8160.0,1.0,229.08,0.0,230.38,8192.0,224.47,8192.0,1.0,0.0,1.0,1.0,8256.0,0.0,224.19,0.0,,,,,,,
35677,908.1081787914278,4,32800,66,0.0,121,1,0.5,908.1081787914278,1683048048,0,8160.0,1.0,229.08,0.0,230.38,8192.0,224.47,8192.0,1.0,0.0,1.0,1.0,8256.0,0.0,224.19,0.0,,,,,,,
36768,908.1081787914278,4,32800,67,0.0,122,1,0.5,908.1081787914278,1683048049,0,8160.0,1.0,229.08,0.0,230.38,8192.0,224.47,8192.0,1.0,0.0,1.0,1.0,8256.0,0.0,224.19,0.0,,,,,,,
37864,908.1081787914278,4,32800,68,0.0,124,1,0.5,908.1081787914278,1683048051,0,8160.0,1.0,229.08,0.0,230.38,8192.0,224.47,8192.0,1.0,0.0,1.0,1.0,8256.0,0.0,224.19,0.0,,,,,,,
1106,917.7018638289874,4,928,69,34.5,125,2,10.0,917.7018638289874,1683048052,0,8160.0,1.0,229.08,0.0,230.38,8192.0,224.47,8192.0,1.0,0.0,1.0,1.0,8256.0,0.0,224.19,0.0,,,,,,,
2231,926.7952601166114,4,2048,70,32.95,126,2,10.0,926.7952601166114,1683048053,0,224.0,2.0,230.81,0.0,228.14,224.0,230.67,256.0,2.0,0.0,2.0,2.0,224.0,0.0,228.08,0.0,40.934414664283395,0.0,65664.0,32800.0,0.0,801.2817642319694,2.0
3361,932.9603713250491,4,3168,71,31.52,127,2,10.0,932.9603713250491,1683048054,0,512.0,2.0,234.24,0.0,227.85,512.0,232.76,512.0,2.0,0.0,2.0,2.0,512.0,0.0,231.95,0.0,,,,,,,
4487,934.1616846392621,4,4320,72,30.27,128,2,10.0,934.1616846392621,1683048055,0,800.0,2.0,235.67,0.0,230.86,800.0,233.51,800.0,2.0,0.0,2.0,2.0,768.0,0.0,232.92,0.0,,,,,,,
5611,935.1781852276416,4,5472,73,29.04,130,2,10.0,935.1781852276416,1683048057,0,1088.0,2.0,234.69,0.0,232.73,1088.0,233.36,1088.0,2.0,0.0,2.0,2.0,1056.0,0.0,233.38,0.0,,,,,,,
6745,937.5519304288262,4,6592,74,27.76,131,2,10.0,937.5519304288262,1683048058,0,1376.0,2.0,234.22,0.0,233.62,1376.0,233.33,1376.0,2.0,0.0,2.0,2.0,1344.0,0.0,234.01,0.0,,,,,,,
7874,938.6390103732527,4,7744,75,26.52,132,2,10.0,938.6390103732527,1683048059,0,1664.0,2.0,235.18,0.0,233.9,1632.0,234.74,1664.0,2.0,0.0,2.0,2.0,1632.0,0.0,233.73,0.0,,,,,,,
9006,939.2313648092024,4,8864,76,25.3,133,2,10.0,939.2313648092024,1683048060,0,1952.0,2.0,235.88,0.0,233.92,1920.0,235.38,1952.0,2.0,0.0,2.0,2.0,1920.0,0.0,233.46,0.0,,,,,,,
10129,938.8110210656031,4,9952,77,24.11,134,2,10.0,938.8110210656031,1683048061,0,2240.0,2.0,235.82,0.0,234.27,2208.0,235.35,2208.0,2.0,0.0,2.0,2.0,2208.0,0.0,233.79,0.0,,,,,,,
11257,937.7633902287664,4,11104,78,22.94,136,2,10.0,937.7633902287664,1683048063,0,2496.0,2.0,235.89,0.0,233.94,2496.0,235.09,2496.0,2.0,0.0,2.0,2.0,2464.0,0.0,233.88,0.0,,,,,,,
12387,939.619601553008,4,12224,79,21.69,137,2,10.0,939.619601553008,1683048064,0,2784.0,2.0,236.02,0.0,233.23,2784.0,235.07,2784.0,2.0,0.0,2.0,2.0,2752.0,0.0,233.44,0.0,,,,,,,
13516,938.7728844037233,4,13376,80,20.51,138,2,10.0,938.7728844037233,1683048065,0,3072.0,2.0,236.02,0.0,234.25,3040.0,235.35,3072.0,2.0,0.0,2.0,2.0,3040.0,0.0,234.0,0.0,,,,,,,
14647,939.469026670912,4,14528,81,19.29,139,2,10.0,939.469026670912,1683048066,0,3360.0,2.0,235.78,0.0,234.53,3328.0,235.5,3360.0,2.0,0.0,2.0,2.0,3328.0,0.0,232.96,0.0,,,,,,,
15772,941.5136336817466,4,15616,82,18.05,140,2,10.0,941.5136336817466,1683048067,0,3648.0,2.0,236.2,0.0,234.86,3616.0,235.15,3648.0,2.0,0.0,2.0,2.0,3616.0,0.0,233.26,0.0,,,,,,,
16906,940.9568247661267,4,16704,83,16.86,142,2,9.63,940.9568247661267,1683048069,0,3936.0,2.0,235.57,0.0,235.81,3904.0,235.23,3904.0,2.0,0.0,2.0,2.0,3872.0,0.0,234.91,0.0,,,,,,,
18134,936.1576156841438,4,17856,84,15.63,143,2,8.93,936.1576156841438,1683048070,0,4192.0,2.0,235.73,0.0,235.14,4160.0,235.33,4192.0,2.0,0.0,2.0,2.0,4160.0,0.0,234.76,0.0,,,,,,,
19259,937.895658544135,4,19136,85,14.4,144,2,8.23,937.895658544135,1683048071,0,4480.0,2.0,235.72,0.0,234.87,4448.0,235.3,4480.0,2.0,0.0,2.0,2.0,4448.0,0.0,230.27,0.0,,,,,,,
20378,933.927337952066,4,20224,86,13.27,145,2,7.58,933.927337952066,1683048072,0,4800.0,2.0,235.65,0.0,234.82,4768.0,234.74,4800.0,2.0,0.0,2.0,2.0,4768.0,0.0,232.68,0.0,,,,,,,
21512,936.1575049509158,4,21344,87,12.02,147,2,6.87,936.1575049509158,1683048074,0,5088.0,2.0,235.97,0.0,229.67,5024.0,234.29,5088.0,2.0,0.0,2.0,2.0,5024.0,0.0,233.99,0.0,,,,,,,
22645,937.2742727260271,4,22496,88,10.8,148,2,6.17,937.2742727260271,1683048075,0,5376.0,2.0,234.78,0.0,231.63,5312.0,234.35,5344.0,2.0,0.0,2.0,2.0,5312.0,0.0,235.39,0.0,,,,,,,
23775,935.9197406099202,4,23584,89,9.61,149,2,5.49,935.9197406099202,1683048076,0,5664.0,2.0,235.68,0.0,231.66,5600.0,234.42,5632.0,2.0,0.0,2.0,2.0,5600.0,0.0,235.51,0.0,,,,,,,
24904,936.3799366537772,4,24736,90,8.4,150,2,4.8,936.3799366537772,1683048077,0,5920.0,2.0,235.38,0.0,231.92,5888.0,234.73,5920.0,2.0,0.0,2.0,2.0,5856.0,0.0,233.89,0.0,,,,,,,
26038,935.450922468541,4,25888,91,7.19,151,2,4.11,935.450922468541,1683048078,0,6208.0,2.0,235.63,0.0,232.29,6176.0,234.41,6208.0,2.0,0.0,2.0,2.0,6144.0,0.0,234.04,0.0,,,,,,,
27155,933.6863305917348,4,27008,92,6.01,153,2,3.43,933.6863305917348,1683048080,0,6496.0,2.0,235.66,0.0,230.91,6464.0,234.42,6496.0,2.0,0.0,2.0,2.0,6432.0,0.0,234.46,0.0,,,,,,,
28280,933.5423120148038,4,28096,93,4.81,154,2,2.75,933.5423120148038,1683048081,0,6784.0,2.0,234.7,0.0,230.76,6720.0,234.53,6784.0,2.0,0.0,2.0,2.0,6720.0,0.0,233.7,0.0,,,,,,,
29379,922.9665788006103,4,29248,94,3.67,155,2,2.1,922.9665788006103,1683048082,0,7072.0,2.0,234.84,0.0,230.65,7008.0,234.03,7040.0,2.0,0.0,2.0,2.0,6976.0,0.0,234.02,0.0,,,,,,,
30482,917.1685591284439,4,30304,95,2.49,156,2,1.42,917.1685591284439,1683048083,0,7360.0,2.0,233.4,0.0,229.43,7296.0,231.86,7328.0,2.0,0.0,2.0,2.0,7264.0,0.0,228.28,0.0,,,,,,,
31582,917.4252111245584,4,31424,96,1.29,157,2,0.74,917.4252111245584,1683048084,0,7616.0,2.0,232.34,0.0,227.17,7552.0,231.01,7616.0,2.0,0.0,2.0,2.0,7520.0,0.0,226.65,0.0,,,,,,,
32707,927.5317211560438,4,32544,97,0.07,159,2,0.5,927.5317211560438,1683048086,0,7904.0,2.0,231.58,0.0,223.16,7840.0,231.62,7872.0,2.0,0.0,2.0,2.0,7808.0,0.0,231.06,0.0,,,,,,,
33822,928.8755602548663,4,32832,98,0.0,160,2,0.5,928.8755602548663,1683048087,0,8192.0,2.0,232.65,0.0,228.4,8128.0,231.47,8160.0,2.0,0.0,2.0,2.0,8064.0,0.0,235.01,0.0,,,,,,,
34942,928.8755602548663,4,32832,99,0.0,161,2,0.5,928.8755602548663,1683048088,0,8256.0,2.0,232.53,0.0,229.84,8192.0,231.26,8224.0,2.0,0.0,2.0,2.0,8160.0,0.0,235.25,0.0,,,,,,,
36061,928.8755602548663,4,32832,100,0.0,162,2,0.5,928.8755602548663,1683048089,0,8256.0,2.0,232.53,0.0,229.84,8192.0,231.26,8224.0,2.0,0.0,2.0,2.0,8160.0,0.0,235.25,0.0,,,,,,,
37180,928.8755602548663,4,32832,101,0.0,163,2,0.5,928.8755602548663,1683048090,0,8256.0,2.0,232.53,0.0,229.84,8192.0,231.26,8224.0,2.0,0.0,2.0,2.0,8160.0,0.0,235.25,0.0,,,,,,,
38350,928.8755602548663,4,32832,102,0.0,165,2,0.5,928.8755602548663,1683048092,0,8256.0,2.0,232.53,0.0,229.84,8192.0,231.26,8224.0,2.0,0.0,2.0,2.0,8160.0,0.0,235.25,0.0,,,,,,,
1360,930.9014856109897,4,1216,103,33.74,166,3,10.0,930.9014856109897,1683048093,0,8256.0,2.0,232.53,0.0,229.84,8192.0,231.26,8224.0,2.0,0.0,2.0,2.0,8160.0,0.0,235.25,0.0,,,,,,,
2498,937.4430141210133,4,2336,104,32.29,167,3,10.0,937.4430141210133,1683048094,0,288.0,3.0,231.86,0.0,230.89,320.0,231.55,288.0,3.0,0.0,3.0,3.0,320.0,0.0,236.61,0.0,41.08763037342578,0.0,98496.0,32832.0,0.0,799.0726089970555,3.0
3616,931.8659932518336,4,3456,105,31.28,168,3,10.0,931.8659932518336,1683048095,0,576.0,3.0,233.3,0.0,233.5,608.0,233.16,576.0,3.0,0.0,3.0,3.0,576.0,0.0,237.48,0.0,,,,,,,
4735,932.982432402815,4,4608,106,30.05,169,3,10.0,932.982432402815,1683048096,0,864.0,3.0,234.34,0.0,226.94,896.0,233.28,832.0,3.0,0.0,3.0,3.0,864.0,0.0,237.3,0.0,,,,,,,
5849,928.0726779501134,4,5696,107,29.01,171,3,10.0,928.0726779501134,1683048098,0,1152.0,3.0,233.64,0.0,229.17,1184.0,233.33,1120.0,3.0,0.0,3.0,3.0,1152.0,0.0,236.85,0.0,,,,,,,
6970,933.5606417454717,4,6816,108,27.63,172,3,10.0,933.5606417454717,1683048099,0,1440.0,3.0,233.82,0.0,224.3,1440.0,233.8,1408.0,3.0,0.0,3.0,3.0,1408.0,0.0,236.16,0.0,,,,,,,
